Year,Sex,Abuse type,Region,Abuse category,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,GeoCode,Value
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,,5.97846152953352
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,,3.95456744259662
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,,9.92374248362175
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,,7.42097675539648
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,,5.29337944258179
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,,4.76175698564821
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,High,,,6.00045463334327
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,,5.16366969801756
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,,6.99206340959814
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,,5.0249224232031
2016,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,,3.45879815362486
2016,Female,Non-sexual,North East,,,,,,,,,,,,,,,,,,,,E12000001,5.51695178833874
2016,Female,Non-sexual,North West,,,,,,,,,,,,,,,,,,,,E12000002,5.47529255445016
2016,Female,Non-sexual,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,,E12000003,6.10836438045602
2016,Female,Non-sexual,East Midlands,,,,,,,,,,,,,,,,,,,,E12000004,5.64642834570803
2016,Female,Non-sexual,West Midlands,,,,,,,,,,,,,,,,,,,,E12000005,4.25553582798907
2016,Female,Non-sexual,East of England,,,,,,,,,,,,,,,,,,,,E12000006,5.55898847425415
2016,Female,Non-sexual,London,,,,,,,,,,,,,,,,,,,,E12000007,2.4991138457961
2016,Female,Non-sexual,South East,,,,,,,,,,,,,,,,,,,,E12000008,5.74918205616796
2016,Female,Non-sexual,South West,,,,,,,,,,,,,,,,,,,,E12000009,6.89834910886757
2016,Female,Non-sexual,Wales,,,,,,,,,,,,,,,,,,,,W92000004,6.75465202658814
2004,Male,,,,,,,,,,,,,,,,,,,,,,,4.88073374103862
2004,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.62942732610861
2004,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.19093598734559
2004,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.50039475074193
2004,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.73646371761366
2004,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.87329090762083
2004,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.247495213116318
2004,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0684472533465903
2004,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.221249273355011
2004,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,1.08667928725668
2004,Female,,,,,,,,,,,,,,,,,,,,,,,8.65073932620876
2004,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,8.6252937053889
2004,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,5.85456666707444
2004,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,5.60415796326926
2004,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,4.1835911847191
2004,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,3.5634181351962
2004,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.482824888661327
2004,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.263437563268401
2004,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.463629729742575
2004,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.18040555929198
2004,,,,,,,,,,,,,,,,,,,,,,,,6.85116591701616
2004,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.68111024640721
2004,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.54562602889367
2004,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.09898956802913
2004,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.87721800252439
2004,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.75119829933634
2004,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.347538262180983
2004,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.187820260518079
2004,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.343875852959487
2004,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.06195056666129
2005,Male,,,,,,,,,,,,,,,,,,,,,,,4.81584098458389
2005,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.5282543008149
2005,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.24922097671845
2005,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.23528795727444
2005,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.15432793086486
2005,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.63045067197043
2005,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.0
2005,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0
2005,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0
2005,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,1.03343858239006
2005,Female,,,,,,,,,,,,,,,,,,,,,,,9.225465238632
2005,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,8.77710485665116
2005,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,5.63477329233801
2005,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,6.10805914518984
2005,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,4.77179019118841
2005,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,3.8898169903418
2005,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.625542933704219
2005,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.278080862481695
2005,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.621452932564131
2005,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.42557959178776
2005,,,,,,,,,,,,,,,,,,,,,,,,7.07920489472828
2005,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.68893779528401
2005,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.47779515534799
2005,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.15477789226811
2005,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.97083905741393
2005,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.74270381350953
2005,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.342182299402959
2005,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.157987734246173
2005,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.330997467912645
2005,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.1778249882981
2006,Male,,,,,,,,,,,,,,,,,,,,,,,4.91453865140307
2006,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.85848536417126
2006,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.4560834097867
2006,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.63074769072901
2006,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.35320510718551
2006,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.95712319820353
2006,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.153868136541066
2006,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.026916887877874
2006,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.13402805754057
2006,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.860260686816833
2006,Female,,,,,,,,,,,,,,,,,,,,,,,8.69737125709894
2006,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,8.64485103940008
2006,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,5.49572199365617
2006,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,5.90832645747189
2006,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,4.6524044565515
2006,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,3.4808633995224
2006,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.548795565366669
2006,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.310307372177298
2006,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.541148058908134
2006,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.36275135334629
2006,,,,,,,,,,,,,,,,,,,,,,,,6.89135630274447
2006,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.82584033434469
2006,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.5295677542928
2006,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.31409415519544
2006,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.97465644176555
2006,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.7662399354444
2006,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.351591664783717
2006,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.190865151226394
2006,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.34658023816372
2006,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.07573624640799
2007,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.66883299334312
2007,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.30798500641783
2007,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.5081103894237
2007,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.56707744392405
2007,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.81836854360584
2007,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.189384328705428
2007,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0524311362372601
2007,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.137267883561197
2007,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,7.53823629845041
2007,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,5.34967802892306
2007,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.61994991949354
2007,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,3.97283044856364
2007,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.93855393020635
2007,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.510727282868436
2007,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.253777139043015
2007,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.488599419360826
2007,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.21539738418946
2007,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.37782263948761
2007,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.6619617386595
2007,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.69747129839605
2007,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.44022036216916
2007,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.343144657457849
2007,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.173692603082892
2007,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.320190272855258
2008,Male,,,,,,,,,,,,,,,,,,,,,,,2.97590287726795
2008,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.83863565442657
2008,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.14334302661437
2008,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.421855881746
2008,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.05198787712596
2008,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.02694306409707
2008,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.169205669436936
2008,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0437189484154878
2008,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.17725377075303
2008,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.675272619154874
2008,Female,,,,,,,,,,,,,,,,,,,,,,,6.98734813407849
2008,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.53872612338494
2008,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.19798173349332
2008,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.45860265683536
2008,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,3.34396342223309
2008,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.8511790614135
2008,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.363944892478925
2008,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.223831839694366
2008,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.268645735158905
2008,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.03784004417679
2008,,,,,,,,,,,,,,,,,,,,,,,,4.9380205520477
2008,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.65301789758436
2008,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.17324229109936
2008,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.89453755447855
2008,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.16676383432849
2008,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.90195318449136
2008,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.255868324864855
2008,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.151614537192571
2008,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.220479894641831
2008,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.82404981381396
2009,Male,,,,,,,,,,,,,,,,,,,,,,,3.06360507820945
2009,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.92324865120842
2009,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.35191541850987
2009,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.32171026118427
2009,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.09377104359052
2009,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,0.91717454514776
2009,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.176496220797583
2009,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.00422650735399287
2009,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.19592974689949
2009,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.808544758188241
2009,Female,,,,,,,,,,,,,,,,,,,,,,,7.36437409720109
2009,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,7.17807672496852
2009,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.61213128979076
2009,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.86833331304168
2009,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,4.07820320553592
2009,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.91046611525865
2009,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.398019963439075
2009,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.207328813373469
2009,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.440037272502035
2009,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.06931038432254
2009,,,,,,,,,,,,,,,,,,,,,,,,5.17102711896831
2009,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.98510891667074
2009,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.48248241277464
2009,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.00770675632612
2009,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.56600565171437
2009,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.85612956728299
2009,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.276186586585812
2009,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.119412611985753
2009,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.319058481446858
2009,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.894023541217133
2010,Male,,,,,,,,,,,,,,,,,,,,,,,3.57381827713692
2010,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.06270328323899
2010,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.10417060438404
2010,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.46451023454096
2010,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.714094755695114
2010,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.13482865244171
2010,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.139243533975867
2010,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0263992592907664
2010,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.154505453912138
2010,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,1.244726309408
2010,Female,,,,,,,,,,,,,,,,,,,,,,,7.40832793631404
2010,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.44062097668438
2010,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.36120671817977
2010,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.17279970862789
2010,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,3.28154913103603
2010,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.7919877315825
2010,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.562431161734801
2010,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.3959779162364
2010,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.445706166710118
2010,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.26914601935653
2010,,,,,,,,,,,,,,,,,,,,,,,,5.50193152106657
2010,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.75549528496489
2010,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.23645285276887
2010,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.8194903259181
2010,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.99597292769998
2010,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.96315964464143
2010,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.354323124137618
2010,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.239486499149434
2010,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.3047823828494
2010,,Stalking,,,,,,,,,,,,,,,,,,,,,,1.17136018002377
2011,Male,,,,,,,,,,,,,,,,,,,,,,,3.51583967908282
2011,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,3.80966972889432
2011,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,2.62531738056029
2011,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.12076070535418
2011,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.16084021448153
2011,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.42475958646209
2011,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.0706078286436345
2011,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.0429125213149359
2011,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.0
2011,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.845677604925888
2011,Female,,,,,,,,,,,,,,,,,,,,,,,6.88364894988026
2011,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,7.02385262421496
2011,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.65336561024513
2011,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,4.52008784477349
2011,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,3.3998839071292
2011,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.98077044906345
2011,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.530354941480795
2011,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.344267279809752
2011,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.402680877040676
2011,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.09414692071897
2011,,,,,,,,,,,,,,,,,,,,,,,,5.22239196680301
2011,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,5.4338655181349
2011,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.65054649808149
2011,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.33207973252341
2011,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,2.28923374640385
2011,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.20954061811938
2011,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.311776452336235
2011,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.218831299285076
2011,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.212871388114791
2011,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.922036501578142
2012,Male,,,,,,,,,,,,,,,,,,,,,,,3.04690706380668
2012,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.73945026295816
2012,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.87704177478446
2012,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.37797268176951
2012,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.596363819330904
2012,Male,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.07994415118721
2012,Male,Sexual,,,,,,,,,,,,,,,,,,,,,,0.122179560446026
2012,Male,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.049338717974229
2012,Male,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.121994998911988
2012,Male,Stalking,,,,,,,,,,,,,,,,,,,,,,0.444518620359134
2012,Female,,,,,,,,,,,,,,,,,,,,,,,6.658768427675
2012,Female,Non-sexual,,,,,,,,,,,,,,,,,,,,,,6.07825653763927
2012,Female,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,4.48934388028741
2012,Female,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,3.74426930153676
2012,Female,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,3.00774859405142
2012,Female,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,2.06421816975069
2012,Female,Sexual,,,,,,,,,,,,,,,,,,,,,,0.433880052329293
2012,Female,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.320458465017174
2012,Female,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.241481472747835
2012,Female,Stalking,,,,,,,,,,,,,,,,,,,,,,1.14413519185658
2012,,,,,,,,,,,,,,,,,,,,,,,,4.8533864716911
2012,,Non-sexual,,,,,,,,,,,,,,,,,,,,,,4.41126741988666
2012,,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,3.18690143801384
2012,,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,2.56215236988857
2012,,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,1.80037331711759
2012,,Non-sexual,,Threats or force,Force,,,,,,,,,,,,,,,,,,,1.57226968235246
2012,,Sexual,,,,,,,,,,,,,,,,,,,,,,0.277982750244642
2012,,Sexual,,Sexual assault by rape or penetration (including attempts),,,,,,,,,,,,,,,,,,,,0.184881261952642
2012,,Sexual,,Indecent exposure or unwanted sexual touching by a partner,,,,,,,,,,,,,,,,,,,,0.18185247826637
2012,,Stalking,,,,,,,,,,,,,,,,,,,,,,0.795095579175221
2013,Male,,,,,,,,,,,,,,,,,,,,,,,3.02944305593891
2013,Male,Non-sexual,,,,,,,,,,,,,,,,,,,,,,2.79223283283578
2013,Male,Non-sexual,,"Non-physical abuse (emotional, financial)",,,,,,,,,,,,,,,,,,,,1.76183535501637
2013,Male,Non-sexual,,Threats or force,,,,,,,,,,,,,,,,,,,,1.5161016211751
2013,Male,Non-sexual,,Threats or force,Threats,,,,,,,,,,,,,,,,,,,0.629834836741826
