Year,Development Assistance Committee classification,Region,Country,Flow of official development assistance,Value
2014,Least developed country,Latin America and the Caribbean,Haiti,Bilateral,4685.13
2015,Least developed country,Latin America and the Caribbean,,Bilateral,3850.35
2015,Least developed country,Latin America and the Caribbean,Haiti,Bilateral,3850.35
2010,Least developed country,Latin America and the Caribbean,,Multilateral,44508.57
2010,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,44508.57
2011,Least developed country,Latin America and the Caribbean,,Multilateral,29163.53
2011,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,29163.53
2012,Least developed country,Latin America and the Caribbean,,Multilateral,23301.81
2012,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,23301.81
2013,Least developed country,Latin America and the Caribbean,,Multilateral,30919.53
2013,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,30919.53
2014,Least developed country,Latin America and the Caribbean,,Multilateral,28896.76
2014,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,28896.76
2015,Least developed country,Latin America and the Caribbean,,Multilateral,28525.94
2015,Least developed country,Latin America and the Caribbean,Haiti,Multilateral,28525.94
2010,Least developed country,Pacific countries,,,3856.88
2010,Least developed country,Pacific countries,Kiribati,,188.81
2010,Least developed country,Pacific countries,Solomon Islands,,3385.89
2010,Least developed country,Pacific countries,Tuvalu,,90.59
2010,Least developed country,Pacific countries,Vanuatu,,191.59
2011,Least developed country,Pacific countries,,,3194.86
2011,Least developed country,Pacific countries,Kiribati,,526.77
2011,Least developed country,Pacific countries,Solomon Islands,,1915.42
2011,Least developed country,Pacific countries,Tuvalu,,537.66
2011,Least developed country,Pacific countries,Vanuatu,,215.01
2012,Least developed country,Pacific countries,,,3489.01
2012,Least developed country,Pacific countries,Kiribati,,402.86
2012,Least developed country,Pacific countries,Solomon Islands,,2572.81
2012,Least developed country,Pacific countries,Tuvalu,,221.95
2012,Least developed country,Pacific countries,Vanuatu,,291.39
2013,Least developed country,Pacific countries,,,5816.15
2013,Least developed country,Pacific countries,Kiribati,,1752.96
2013,Least developed country,Pacific countries,Solomon Islands,,3065.65
2013,Least developed country,Pacific countries,Tuvalu,,633.36
2013,Least developed country,Pacific countries,Vanuatu,,364.18
2014,Least developed country,Pacific countries,,,6555.41
2014,Least developed country,Pacific countries,Kiribati,,3034.72
2014,Least developed country,Pacific countries,Solomon Islands,,2388.38
2014,Least developed country,Pacific countries,Tuvalu,,1026.14
2014,Least developed country,Pacific countries,Vanuatu,,106.18
2015,Least developed country,Pacific countries,,,12028.68
2015,Least developed country,Pacific countries,Kiribati,,2164.26
2015,Least developed country,Pacific countries,Solomon Islands,,2062.53
2015,Least developed country,Pacific countries,Tuvalu,,1058.94
2015,Least developed country,Pacific countries,Vanuatu,,6742.95
2009,Least developed country,Pacific countries,,Bilateral,230.31
2009,Least developed country,Pacific countries,Kiribati,Bilateral,22.3
2009,Least developed country,Pacific countries,Solomon Islands,Bilateral,145.65
2009,Least developed country,Pacific countries,Tuvalu,Bilateral,0
2009,Least developed country,Pacific countries,Vanuatu,Bilateral,62.36
2010,Least developed country,Pacific countries,,Bilateral,265.84
2010,Least developed country,Pacific countries,Kiribati,Bilateral,35.99
2010,Least developed country,Pacific countries,Solomon Islands,Bilateral,143.82
2010,Least developed country,Pacific countries,Tuvalu,Bilateral,27.92
2010,Least developed country,Pacific countries,Vanuatu,Bilateral,58.11
2011,Least developed country,Pacific countries,,Bilateral,229.69
2011,Least developed country,Pacific countries,Kiribati,Bilateral,15.69
2011,Least developed country,Pacific countries,Solomon Islands,Bilateral,115.65
2011,Least developed country,Pacific countries,Tuvalu,Bilateral,31.11
2011,Least developed country,Pacific countries,Vanuatu,Bilateral,67.24
2012,Least developed country,Pacific countries,,Bilateral,284.09
2012,Least developed country,Pacific countries,Kiribati,Bilateral,17.05
2012,Least developed country,Pacific countries,Solomon Islands,Bilateral,227.48
2012,Least developed country,Pacific countries,Tuvalu,Bilateral,19.89
2012,Least developed country,Pacific countries,Vanuatu,Bilateral,19.67
2013,Least developed country,Pacific countries,,Bilateral,504.04
2013,Least developed country,Pacific countries,Kiribati,Bilateral,13.96
2013,Least developed country,Pacific countries,Solomon Islands,Bilateral,431.3
2013,Least developed country,Pacific countries,Tuvalu,Bilateral,2.01
2013,Least developed country,Pacific countries,Vanuatu,Bilateral,56.77
2014,Least developed country,Pacific countries,,Bilateral,813.26
2014,Least developed country,Pacific countries,Kiribati,Bilateral,17.7
2014,Least developed country,Pacific countries,Solomon Islands,Bilateral,783.69
2014,Least developed country,Pacific countries,Tuvalu,Bilateral,0
2014,Least developed country,Pacific countries,Vanuatu,Bilateral,11.87
2015,Least developed country,Pacific countries,,Bilateral,3005.88
2015,Least developed country,Pacific countries,Kiribati,Bilateral,11.93
2015,Least developed country,Pacific countries,Solomon Islands,Bilateral,517.07
2015,Least developed country,Pacific countries,Tuvalu,Bilateral,25.89
2015,Least developed country,Pacific countries,Vanuatu,Bilateral,2450.99
2010,Least developed country,Pacific countries,,Multilateral,3591.04
2010,Least developed country,Pacific countries,Kiribati,Multilateral,152.82
2010,Least developed country,Pacific countries,Solomon Islands,Multilateral,3242.06
2010,Least developed country,Pacific countries,Tuvalu,Multilateral,62.67
2010,Least developed country,Pacific countries,Vanuatu,Multilateral,133.49
2011,Least developed country,Pacific countries,,Multilateral,2965.17
2011,Least developed country,Pacific countries,Kiribati,Multilateral,511.08
2011,Least developed country,Pacific countries,Solomon Islands,Multilateral,1799.77
2011,Least developed country,Pacific countries,Tuvalu,Multilateral,506.55
2011,Least developed country,Pacific countries,Vanuatu,Multilateral,147.77
2012,Least developed country,Pacific countries,,Multilateral,3204.92
2012,Least developed country,Pacific countries,Kiribati,Multilateral,385.82
2012,Least developed country,Pacific countries,Solomon Islands,Multilateral,2345.32
2012,Least developed country,Pacific countries,Tuvalu,Multilateral,202.06
2012,Least developed country,Pacific countries,Vanuatu,Multilateral,271.71
2013,Least developed country,Pacific countries,,Multilateral,5312.11
2013,Least developed country,Pacific countries,Kiribati,Multilateral,1739
2013,Least developed country,Pacific countries,Solomon Islands,Multilateral,2634.34
2013,Least developed country,Pacific countries,Tuvalu,Multilateral,631.35
2013,Least developed country,Pacific countries,Vanuatu,Multilateral,307.41
2014,Least developed country,Pacific countries,,Multilateral,5742.15
2014,Least developed country,Pacific countries,Kiribati,Multilateral,3017.02
2014,Least developed country,Pacific countries,Solomon Islands,Multilateral,1604.69
2014,Least developed country,Pacific countries,Tuvalu,Multilateral,1026.14
2014,Least developed country,Pacific countries,Vanuatu,Multilateral,94.31
2015,Least developed country,Pacific countries,,Multilateral,9022.8
2015,Least developed country,Pacific countries,Kiribati,Multilateral,2152.33
2015,Least developed country,Pacific countries,Solomon Islands,Multilateral,1545.46
2015,Least developed country,Pacific countries,Tuvalu,Multilateral,1033.05
2015,Least developed country,Pacific countries,Vanuatu,Multilateral,4291.96
2010,Other low income countries,,,,230687.96
2010,Other low income countries,Sub Saharan Africa,,,202837.75
2010,Other low income countries,Sub Saharan Africa,Kenya,,112284.6
2010,Other low income countries,Sub Saharan Africa,Zimbabwe,,90553.15
2011,Other low income countries,,,,232095.71
2011,Other low income countries,Sub Saharan Africa,,,207797.64
2011,Other low income countries,Sub Saharan Africa,Kenya,,147434.86
2011,Other low income countries,Sub Saharan Africa,Zimbabwe,,60362.78
2012,Other low income countries,,,,340115.79
2012,Other low income countries,Sub Saharan Africa,,,321102.13
2012,Other low income countries,Sub Saharan Africa,Kenya,,165072.64
2012,Other low income countries,Sub Saharan Africa,Zimbabwe,,156029.5
2013,Other low income countries,,,,450114.36
2013,Other low income countries,Sub Saharan Africa,,,419062.31
2013,Other low income countries,Sub Saharan Africa,Kenya,,294204.72
2013,Other low income countries,Sub Saharan Africa,Zimbabwe,,124857.59
2014,Other low income countries,,,,437327.47
2014,Other low income countries,Sub Saharan Africa,,,406641.98
2014,Other low income countries,Sub Saharan Africa,Kenya,,280838.87
2014,Other low income countries,Sub Saharan Africa,Zimbabwe,,125803.11
2015,Other low income countries,,,,390229.8
2015,Other low income countries,Sub Saharan Africa,,,363464.08
2015,Other low income countries,Sub Saharan Africa,Kenya,,249818.92
2015,Other low income countries,Sub Saharan Africa,Zimbabwe,,113645.16
2009,Other low income countries,,,Bilateral,158231.68
2009,Other low income countries,Sub Saharan Africa,,Bilateral,155334.93
2009,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,84025.58
2009,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,71309.35
2010,Other low income countries,,,Bilateral,146445.22
2010,Other low income countries,Sub Saharan Africa,,Bilateral,138072.93
2010,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,68136.46
2010,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,69936.47
2011,Other low income countries,,,Bilateral,147618.39
2011,Other low income countries,Sub Saharan Africa,,Bilateral,136950.35
2011,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,88592.89
2011,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,48357.47
2012,Other low income countries,,,Bilateral,249870.06
2012,Other low income countries,Sub Saharan Africa,,Bilateral,240486.23
2012,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,101655.54
2012,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,138830.69
2013,Other low income countries,,,Bilateral,262305.99
2013,Other low income countries,Sub Saharan Africa,,Bilateral,253240.8
2013,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,159404.64
2013,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,93836.16
2014,Other low income countries,,,Bilateral,252945.23
2014,Other low income countries,Sub Saharan Africa,,Bilateral,238873.27
2014,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,134849.68
2014,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,104023.6
2015,Other low income countries,,,Bilateral,261274.9
2015,Other low income countries,Sub Saharan Africa,,Bilateral,248470.25
2015,Other low income countries,Sub Saharan Africa,Kenya,Bilateral,155574.53
2015,Other low income countries,Sub Saharan Africa,Zimbabwe,Bilateral,92895.72
2010,Other low income countries,,,Multilateral,84242.74
2010,Other low income countries,Sub Saharan Africa,,Multilateral,64764.82
2010,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,44148.14
2010,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,20616.69
2011,Other low income countries,,,Multilateral,84477.31
2011,Other low income countries,Sub Saharan Africa,,Multilateral,70847.29
2011,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,58841.97
2011,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,12005.31
2012,Other low income countries,,,Multilateral,90245.73
2012,Other low income countries,Sub Saharan Africa,,Multilateral,80615.9
2012,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,63417.1
2012,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,17198.81
2013,Other low income countries,,,Multilateral,187808.37
2013,Other low income countries,Sub Saharan Africa,,Multilateral,165821.51
2013,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,134800.08
2013,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,31021.43
2014,Other low income countries,,,Multilateral,184382.23
2014,Other low income countries,Sub Saharan Africa,,Multilateral,167768.71
2014,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,145989.2
2014,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,21779.51
2015,Other low income countries,,,Multilateral,128954.9
2015,Other low income countries,Sub Saharan Africa,,Multilateral,114993.83
2015,Other low income countries,Sub Saharan Africa,Kenya,Multilateral,94244.39
2015,Other low income countries,Sub Saharan Africa,Zimbabwe,Multilateral,20749.44
2010,Other low income countries,South and Central Asia,,,23926.61
2010,Other low income countries,South and Central Asia,Tajikistan,,23926.61
2011,Other low income countries,South and Central Asia,,,20125.37
2011,Other low income countries,South and Central Asia,Tajikistan,,20125.37
2012,Other low income countries,South and Central Asia,,,16093.75
2012,Other low income countries,South and Central Asia,Tajikistan,,16093.75
2013,Other low income countries,South and Central Asia,,,25637.38
2013,Other low income countries,South and Central Asia,Tajikistan,,25637.38
2014,Other low income countries,South and Central Asia,,,26414.72
2014,Other low income countries,South and Central Asia,Tajikistan,,26414.72
2015,Other low income countries,South and Central Asia,,,22770.79
2015,Other low income countries,South and Central Asia,Tajikistan,,22770.79
2009,Other low income countries,South and Central Asia,,Bilateral,2865.23
2009,Other low income countries,South and Central Asia,Tajikistan,Bilateral,2865.23
2010,Other low income countries,South and Central Asia,,Bilateral,8107.89
2010,Other low income countries,South and Central Asia,Tajikistan,Bilateral,8107.89
2011,Other low income countries,South and Central Asia,,Bilateral,10289.79
2011,Other low income countries,South and Central Asia,Tajikistan,Bilateral,10289.79
2012,Other low income countries,South and Central Asia,,Bilateral,8627.48
2012,Other low income countries,South and Central Asia,Tajikistan,Bilateral,8627.48
2013,Other low income countries,South and Central Asia,,Bilateral,7755.72
2013,Other low income countries,South and Central Asia,Tajikistan,Bilateral,7755.72
2014,Other low income countries,South and Central Asia,,Bilateral,13794.76
2014,Other low income countries,South and Central Asia,Tajikistan,Bilateral,13794.76
2015,Other low income countries,South and Central Asia,,Bilateral,12064.37
2015,Other low income countries,South and Central Asia,Tajikistan,Bilateral,12064.37
2010,Other low income countries,South and Central Asia,,Multilateral,15818.72
2010,Other low income countries,South and Central Asia,Tajikistan,Multilateral,15818.72
2011,Other low income countries,South and Central Asia,,Multilateral,9835.58
2011,Other low income countries,South and Central Asia,Tajikistan,Multilateral,9835.58
2012,Other low income countries,South and Central Asia,,Multilateral,7466.27
2012,Other low income countries,South and Central Asia,Tajikistan,Multilateral,7466.27
2013,Other low income countries,South and Central Asia,,Multilateral,17881.65
2013,Other low income countries,South and Central Asia,Tajikistan,Multilateral,17881.65
2014,Other low income countries,South and Central Asia,,Multilateral,12619.96
2014,Other low income countries,South and Central Asia,Tajikistan,Multilateral,12619.96
2015,Other low income countries,South and Central Asia,,Multilateral,10706.41
2015,Other low income countries,South and Central Asia,Tajikistan,Multilateral,10706.41
2010,Other low income countries,Far East Asia,,,3923.6
2010,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,3923.6
2011,Other low income countries,Far East Asia,,,4172.7
2011,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,4172.7
2012,Other low income countries,Far East Asia,,,2919.91
2012,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,2919.91
2013,Other low income countries,Far East Asia,,,5414.67
2013,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,5414.67
2014,Other low income countries,Far East Asia,,,4270.77
2014,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,4270.77
2015,Other low income countries,Far East Asia,,,3994.93
2015,Other low income countries,Far East Asia,"Korea, Dem. Rep.",,3994.93
2009,Other low income countries,Far East Asia,,Bilateral,31.52
2009,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,31.52
2010,Other low income countries,Far East Asia,,Bilateral,264.4
2010,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,264.4
2011,Other low income countries,Far East Asia,,Bilateral,378.25
2011,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,378.25
2012,Other low income countries,Far East Asia,,Bilateral,756.35
2012,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,756.35
2013,Other low income countries,Far East Asia,,Bilateral,1309.47
2013,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,1309.47
2014,Other low income countries,Far East Asia,,Bilateral,277.2
2014,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,277.2
2015,Other low income countries,Far East Asia,,Bilateral,740.28
2015,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Bilateral,740.28
2010,Other low income countries,Far East Asia,,Multilateral,3659.2
2010,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,3659.2
2011,Other low income countries,Far East Asia,,Multilateral,3794.45
2011,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,3794.45
2012,Other low income countries,Far East Asia,,Multilateral,2163.56
2012,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,2163.56
2013,Other low income countries,Far East Asia,,Multilateral,4105.2
2013,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,4105.2
2014,Other low income countries,Far East Asia,,Multilateral,3993.57
2014,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,3993.57
2015,Other low income countries,Far East Asia,,Multilateral,3254.65
2015,Other low income countries,Far East Asia,"Korea, Dem. Rep.",Multilateral,3254.65
2010,Lower middle income countries and territories,,,,2000286.81
2010,Lower middle income countries and territories,North Africa,,,43911.45
2010,Lower middle income countries and territories,North Africa,Egypt,,16306.43
2010,Lower middle income countries and territories,North Africa,Morocco,,27605.01
2011,Lower middle income countries and territories,,,,1952540.39
2011,Lower middle income countries and territories,North Africa,,,41519.88
2011,Lower middle income countries and territories,North Africa,Egypt,,9158.63
2011,Lower middle income countries and territories,North Africa,Morocco,,32361.25
2012,Lower middle income countries and territories,,,,1752086.17
2012,Lower middle income countries and territories,North Africa,,,93508.04
2012,Lower middle income countries and territories,North Africa,Egypt,,54748.54
2012,Lower middle income countries and territories,North Africa,Morocco,,38759.5
2013,Lower middle income countries and territories,,,,2541226.91
2013,Lower middle income countries and territories,North Africa,,,189571.9
2013,Lower middle income countries and territories,North Africa,Egypt,,13813.44
2013,Lower middle income countries and territories,North Africa,Morocco,,175758.46
2014,Lower middle income countries and territories,,,,2852337.98
2014,Lower middle income countries and territories,North Africa,,,205808.1
2014,Lower middle income countries and territories,North Africa,Egypt,,-2738.27
2014,Lower middle income countries and territories,North Africa,Morocco,,208546.37
2015,Lower middle income countries and territories,,,,2549766.84
2015,Lower middle income countries and territories,North Africa,,,171184.87
2015,Lower middle income countries and territories,North Africa,Egypt,,20237.84
2015,Lower middle income countries and territories,North Africa,Morocco,,150947.03
2009,Lower middle income countries and territories,,,Bilateral,1000762.93
2009,Lower middle income countries and territories,North Africa,,Bilateral,25853.55
2009,Lower middle income countries and territories,North Africa,Egypt,Bilateral,22813.84
2009,Lower middle income countries and territories,North Africa,Morocco,Bilateral,3039.71
2010,Lower middle income countries and territories,,,Bilateral,1111805.12
2010,Lower middle income countries and territories,North Africa,,Bilateral,7901.42
2010,Lower middle income countries and territories,North Africa,Egypt,Bilateral,5818.01
2010,Lower middle income countries and territories,North Africa,Morocco,Bilateral,2083.41
2011,Lower middle income countries and territories,,,Bilateral,890360.74
2011,Lower middle income countries and territories,North Africa,,Bilateral,13593.97
2011,Lower middle income countries and territories,North Africa,Egypt,Bilateral,10864.2
2011,Lower middle income countries and territories,North Africa,Morocco,Bilateral,2729.76
2012,Lower middle income countries and territories,,,Bilateral,1001029.43
2012,Lower middle income countries and territories,North Africa,,Bilateral,14332.75
2012,Lower middle income countries and territories,North Africa,Egypt,Bilateral,8894.9
2012,Lower middle income countries and territories,North Africa,Morocco,Bilateral,5437.85
2013,Lower middle income countries and territories,,,Bilateral,1351022.08
2013,Lower middle income countries and territories,North Africa,,Bilateral,24830.65
2013,Lower middle income countries and territories,North Africa,Egypt,Bilateral,20998.62
2013,Lower middle income countries and territories,North Africa,Morocco,Bilateral,3832.04
2014,Lower middle income countries and territories,,,Bilateral,1219710.87
2014,Lower middle income countries and territories,North Africa,,Bilateral,-16035.58
2014,Lower middle income countries and territories,North Africa,Egypt,Bilateral,-24004.44
2014,Lower middle income countries and territories,North Africa,Morocco,Bilateral,7968.86
2015,Lower middle income countries and territories,,,Bilateral,1327810.92
2015,Lower middle income countries and territories,North Africa,,Bilateral,15698.58
2015,Lower middle income countries and territories,North Africa,Egypt,Bilateral,12124.64
2015,Lower middle income countries and territories,North Africa,Morocco,Bilateral,3573.93
2010,Lower middle income countries and territories,,,Multilateral,888481.69
2010,Lower middle income countries and territories,North Africa,,Multilateral,36010.03
2010,Lower middle income countries and territories,North Africa,Egypt,Multilateral,10488.42
2010,Lower middle income countries and territories,North Africa,Morocco,Multilateral,25521.61
2011,Lower middle income countries and territories,,,Multilateral,1062179.65
2011,Lower middle income countries and territories,North Africa,,Multilateral,27925.92
2011,Lower middle income countries and territories,North Africa,Egypt,Multilateral,-1705.57
2011,Lower middle income countries and territories,North Africa,Morocco,Multilateral,29631.49
2012,Lower middle income countries and territories,,,Multilateral,751056.74
2012,Lower middle income countries and territories,North Africa,,Multilateral,79175.3
2012,Lower middle income countries and territories,North Africa,Egypt,Multilateral,45853.64
2012,Lower middle income countries and territories,North Africa,Morocco,Multilateral,33321.66
2013,Lower middle income countries and territories,,,Multilateral,1190204.82
2013,Lower middle income countries and territories,North Africa,,Multilateral,164741.25
2013,Lower middle income countries and territories,North Africa,Egypt,Multilateral,-7185.17
2013,Lower middle income countries and territories,North Africa,Morocco,Multilateral,171926.42
2014,Lower middle income countries and territories,,,Multilateral,1632627.11
2014,Lower middle income countries and territories,North Africa,,Multilateral,221843.68
2014,Lower middle income countries and territories,North Africa,Egypt,Multilateral,21266.17
2014,Lower middle income countries and territories,North Africa,Morocco,Multilateral,200577.51
2015,Lower middle income countries and territories,,,Multilateral,1221955.92
2015,Lower middle income countries and territories,North Africa,,Multilateral,155486.29
2015,Lower middle income countries and territories,North Africa,Egypt,Multilateral,8113.19
2015,Lower middle income countries and territories,North Africa,Morocco,Multilateral,147373.1
2010,Lower middle income countries and territories,Sub Saharan Africa,,,635014.12
2010,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,25999.19
2010,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,9035.74
2010,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,59956.95
2010,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,54445.05
2010,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,176117.3
2010,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,303393.87
2010,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,6066.04
2011,Lower middle income countries and territories,Sub Saharan Africa,,,565781.36
2011,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,27329.53
2011,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,2259.06
2011,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,7709.17
2011,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,56642.13
2011,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,169896.14
2011,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,298062.18
2011,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,3883.15
2012,Lower middle income countries and territories,Sub Saharan Africa,,,543306.06
2012,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,28651.47
2012,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,2808.18
2012,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,7381.18
2012,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,92368.97
2012,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,124682.76
2012,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,280881.91
2012,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,6531.6
2013,Lower middle income countries and territories,Sub Saharan Africa,,,720735.88
2013,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,44849.36
2013,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,2305.19
2013,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,8005.09
2013,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,50010.95
2013,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,183372.85
2013,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,424282.61
2013,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,7909.83
2014,Lower middle income countries and territories,Sub Saharan Africa,,,744803.47
2014,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,98566.49
2014,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,5194.89
2014,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,5899.63
2014,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,62783.61
2014,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,140540.25
2014,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,428530.44
2014,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,3288.16
2015,Lower middle income countries and territories,Sub Saharan Africa,,,699618.71
2015,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,,26280.16
2015,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,,4043.83
2015,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",,3276.72
2015,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,,63027.23
2015,Lower middle income countries and territories,Sub Saharan Africa,Ghana,,202510.37
2015,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,,396518.41
2015,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,,3961.99
2009,Lower middle income countries and territories,Sub-Saharan Africa,,Bilateral,219514.81
2009,Lower middle income countries and territories,Sub-Saharan Africa,Cameroon,Bilateral,1446.23
2009,Lower middle income countries and territories,Sub-Saharan Africa,Cape Verde,Bilateral,456.41
2009,Lower middle income countries and territories,Sub-Saharan Africa,"Congo, Rep.",Bilateral,0
2009,Lower middle income countries and territories,Sub-Saharan Africa,Ivory Coast,Bilateral,94.76
2009,Lower middle income countries and territories,Sub-Saharan Africa,Ghana,Bilateral,98664.41
2009,Lower middle income countries and territories,Sub-Saharan Africa,Nigeria,Bilateral,121276.66
2009,Lower middle income countries and territories,Sub-Saharan Africa,Swaziland,Bilateral,-2423.66
2010,Lower middle income countries and territories,Sub Saharan Africa,,Bilateral,348250.84
2010,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,Bilateral,669.01
2010,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,Bilateral,581.39
2010,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",Bilateral,50988.26
2010,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,Bilateral,16808.18
2010,Lower middle income countries and territories,Sub Saharan Africa,Ghana,Bilateral,107858.2
2010,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,Bilateral,171335.23
2010,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,Bilateral,10.56
2011,Lower middle income countries and territories,Sub Saharan Africa,,Bilateral,275051.93
2011,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,Bilateral,510.67
2011,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,Bilateral,18.9
2011,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",Bilateral,0
2011,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,Bilateral,6697.31
2011,Lower middle income countries and territories,Sub Saharan Africa,Ghana,Bilateral,81379.07
2011,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,Bilateral,186428.32
2011,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,Bilateral,17.66
2012,Lower middle income countries and territories,Sub Saharan Africa,,Bilateral,303839.52
2012,Lower middle income countries and territories,Sub Saharan Africa,Cameroon,Bilateral,1237.08
2012,Lower middle income countries and territories,Sub Saharan Africa,Cape Verde,Bilateral,632.51
2012,Lower middle income countries and territories,Sub Saharan Africa,"Congo, Rep.",Bilateral,50.38
2012,Lower middle income countries and territories,Sub Saharan Africa,Ivory Coast,Bilateral,47314.74
2012,Lower middle income countries and territories,Sub Saharan Africa,Ghana,Bilateral,52457.42
2012,Lower middle income countries and territories,Sub Saharan Africa,Nigeria,Bilateral,197313.24
2012,Lower middle income countries and territories,Sub Saharan Africa,Swaziland,Bilateral,4834.16
2013,Lower middle income countries and territories,Sub Saharan Africa,,Bilateral,353839.09
