Year,Sex,Age,Unintentional poisoning category,Value
2015,Male,30 to 34,Exposure to pesticides,0
2015,Male,35 to 39,Exposure to pesticides,0
2015,Male,40 to 44,Exposure to pesticides,0
2015,Male,45 to 49,Exposure to pesticides,0
2015,Male,50 to 54,Exposure to pesticides,0
2015,Male,55 to 59,Exposure to pesticides,0
2015,Male,60 to 64,Exposure to pesticides,0
2015,Male,65 to 69,Exposure to pesticides,0
2015,Male,70 to 74,Exposure to pesticides,0
2015,Male,75 to 79,Exposure to pesticides,0
2015,Male,80 to 84,Exposure to pesticides,0
2015,Male,85 to 89,Exposure to pesticides,0
2015,Male,90 and over,Exposure to pesticides,0
2015,Female,,Exposure to pesticides,0
2015,Female,Under 1,Exposure to pesticides,0
2015,Female,1 to 4,Exposure to pesticides,0
2015,Female,5 to 9,Exposure to pesticides,0
2015,Female,10 to 14,Exposure to pesticides,0
2015,Female,15 to 19,Exposure to pesticides,0
2015,Female,20 to 24,Exposure to pesticides,0
2015,Female,25 to 29,Exposure to pesticides,0
2015,Female,30 to 34,Exposure to pesticides,0
2015,Female,35 to 39,Exposure to pesticides,0
2015,Female,40 to 44,Exposure to pesticides,0
2015,Female,45 to 49,Exposure to pesticides,0
2015,Female,50 to 54,Exposure to pesticides,0
2015,Female,55 to 59,Exposure to pesticides,0
2015,Female,60 to 64,Exposure to pesticides,0
2015,Female,65 to 69,Exposure to pesticides,0
2015,Female,70 to 74,Exposure to pesticides,0
2015,Female,75 to 79,Exposure to pesticides,0
2015,Female,80 to 84,Exposure to pesticides,0
2015,Female,85 to 89,Exposure to pesticides,0
2015,Female,90 and over,Exposure to pesticides,0
2015,,,Exposure to other and unspecified chemicals and noxious substances,0.414612227
2015,,Under 1,Exposure to other and unspecified chemicals and noxious substances,0
2015,,1 to 4,Exposure to other and unspecified chemicals and noxious substances,0.343161125
2015,,5 to 9,Exposure to other and unspecified chemicals and noxious substances,0
2015,,10 to 14,Exposure to other and unspecified chemicals and noxious substances,0
2015,,15 to 19,Exposure to other and unspecified chemicals and noxious substances,0.294179944
2015,,20 to 24,Exposure to other and unspecified chemicals and noxious substances,0.262710526
2015,,25 to 29,Exposure to other and unspecified chemicals and noxious substances,0.252970954
2015,,30 to 34,Exposure to other and unspecified chemicals and noxious substances,0.255754934
2015,,35 to 39,Exposure to other and unspecified chemicals and noxious substances,0.274605097
2015,,40 to 44,Exposure to other and unspecified chemicals and noxious substances,0
2015,,45 to 49,Exposure to other and unspecified chemicals and noxious substances,0.487393684
2015,,50 to 54,Exposure to other and unspecified chemicals and noxious substances,0.992394044
2015,,55 to 59,Exposure to other and unspecified chemicals and noxious substances,0
2015,,60 to 64,Exposure to other and unspecified chemicals and noxious substances,0.323661989
2015,,65 to 69,Exposure to other and unspecified chemicals and noxious substances,0
2015,,70 to 74,Exposure to other and unspecified chemicals and noxious substances,0
2015,,75 to 79,Exposure to other and unspecified chemicals and noxious substances,1.562769415
2015,,80 to 84,Exposure to other and unspecified chemicals and noxious substances,2.127306532
2015,,85 to 89,Exposure to other and unspecified chemicals and noxious substances,5.743429517
2015,,90 and over,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,,Exposure to other and unspecified chemicals and noxious substances,0.455264215
2015,Male,Under 1,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,1 to 4,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,5 to 9,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,10 to 14,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,15 to 19,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,20 to 24,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,25 to 29,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,30 to 34,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,35 to 39,Exposure to other and unspecified chemicals and noxious substances,0.550864334
2015,Male,40 to 44,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,45 to 49,Exposure to other and unspecified chemicals and noxious substances,0.493472835
2015,Male,50 to 54,Exposure to other and unspecified chemicals and noxious substances,2.009028574
2015,Male,55 to 59,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,60 to 64,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,65 to 69,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,70 to 74,Exposure to other and unspecified chemicals and noxious substances,0
2015,Male,75 to 79,Exposure to other and unspecified chemicals and noxious substances,2.261136379
2015,Male,80 to 84,Exposure to other and unspecified chemicals and noxious substances,3.290344976
2015,Male,85 to 89,Exposure to other and unspecified chemicals and noxious substances,9.05141202
2015,Male,90 and over,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,,Exposure to other and unspecified chemicals and noxious substances,0.375035381
2015,Female,Under 1,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,1 to 4,Exposure to other and unspecified chemicals and noxious substances,0.703730758
2015,Female,5 to 9,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,10 to 14,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,15 to 19,Exposure to other and unspecified chemicals and noxious substances,0.604990323
2015,Female,20 to 24,Exposure to other and unspecified chemicals and noxious substances,0.536655157
2015,Female,25 to 29,Exposure to other and unspecified chemicals and noxious substances,0.508562928
2015,Female,30 to 34,Exposure to other and unspecified chemicals and noxious substances,0.50984043
2015,Female,35 to 39,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,40 to 44,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,45 to 49,Exposure to other and unspecified chemicals and noxious substances,0.48146249
2015,Female,50 to 54,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,55 to 59,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,60 to 64,Exposure to other and unspecified chemicals and noxious substances,0.634238074
2015,Female,65 to 69,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,70 to 74,Exposure to other and unspecified chemicals and noxious substances,0
2015,Female,75 to 79,Exposure to other and unspecified chemicals and noxious substances,0.966036103
2015,Female,80 to 84,Exposure to other and unspecified chemicals and noxious substances,1.246268982
2015,Female,85 to 89,Exposure to other and unspecified chemicals and noxious substances,3.709749221
2015,Female,90 and over,Exposure to other and unspecified chemicals and noxious substances,0
2014,,,,9.5978561
2014,,Under 1,,0
2014,,1 to 4,,0.343545923
2014,,5 to 9,,0.289965259
2014,,10 to 14,,1.274637955
2014,,15 to 19,,2.632039939
2014,,20 to 24,,6.014652216
2014,,25 to 29,,10.22891546
2014,,30 to 34,,14.14143128
2014,,35 to 39,,23.0094639
2014,,40 to 44,,18.95511225
2014,,45 to 49,,17.64915226
2014,,50 to 54,,10.93328004
2014,,55 to 59,,14.79607312
2014,,60 to 64,,9.995279649
2014,,65 to 69,,5.996918215
2014,,70 to 74,,5.572160116
2014,,75 to 79,,4.211486091
2014,,80 to 84,,7.872973157
2014,,85 to 89,,11.69382753
2014,,90 and over,,8.012339002
2014,Male,,,12.75865838
2014,Male,Under 1,,0
2014,Male,1 to 4,,0.670612101
2014,Male,5 to 9,,0.566429427
2014,Male,10 to 14,,0.622498335
2014,Male,15 to 19,,2.84760744
2014,Male,20 to 24,,7.694726599
2014,Male,25 to 29,,15.82647647
2014,Male,30 to 34,,18.08616352
2014,Male,35 to 39,,29.80766743
2014,Male,40 to 44,,25.32764409
2014,Male,45 to 49,,27.91628445
2014,Male,50 to 54,,12.84881976
2014,Male,55 to 59,,19.15652618
2014,Male,60 to 64,,13.17721843
2014,Male,65 to 69,,7.787626241
2014,Male,70 to 74,,7.203294066
2014,Male,75 to 79,,4.579069075
2014,Male,80 to 84,,11.74691769
2014,Male,85 to 89,,12.43371277
2014,Male,90 and over,,6.966893323
2014,Female,,,6.526037878
2014,Female,Under 1,,0
2014,Female,1 to 4,,0
2014,Female,5 to 9,,0
2014,Female,10 to 14,,1.958587623
2014,Female,15 to 19,,2.404509417
2014,Female,20 to 24,,4.267558871
2014,Female,25 to 29,,4.611269944
2014,Female,30 to 34,,10.23489074
2014,Female,35 to 39,,16.24026634
2014,Female,40 to 44,,12.6947695
2014,Female,45 to 49,,7.639576252
2014,Female,50 to 54,,9.057779576
2014,Female,55 to 59,,10.53354759
2014,Female,60 to 64,,6.94579063
2014,Female,65 to 69,,4.301371277
2014,Female,70 to 74,,4.09023383
2014,Female,75 to 79,,3.898532885
2014,Female,80 to 84,,4.991987859
2014,Female,85 to 89,,11.24762394
2014,Female,90 and over,,8.434215927
2014,,,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.114814502
2014,,Under 1,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,,1 to 4,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,,5 to 9,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,,10 to 14,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,,15 to 19,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.292448882
2014,,20 to 24,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.523013236
2014,,25 to 29,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.511445773
2014,,30 to 34,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.771350797
2014,,35 to 39,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.841809655
2014,,40 to 44,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.280750827
2014,,45 to 49,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.692384463
2014,,50 to 54,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.779836286
2014,,55 to 59,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.255136087
2014,,60 to 64,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.579427006
2014,,65 to 69,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.631254549
2014,,70 to 74,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.285883104
2014,,75 to 79,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.052871523
2014,,80 to 84,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.578624162
2014,,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.338765506
2014,,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.003084751
2014,Male,,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.130961408
2014,Male,Under 1,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,1 to 4,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,5 to 9,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,10 to 14,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,15 to 19,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,20 to 24,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Male,25 to 29,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.510531499
2014,Male,30 to 34,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.516747529
2014,Male,35 to 39,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.124817639
2014,Male,40 to 44,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.550672087
2014,Male,45 to 49,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.959037505
2014,Male,50 to 54,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.569763952
2014,Male,55 to 59,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",4.190490102
2014,Male,60 to 64,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.976582765
2014,Male,65 to 69,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.297937707
2014,Male,70 to 74,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.900411758
2014,Male,75 to 79,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.144767269
2014,Male,80 to 84,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.678131099
2014,Male,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.108428192
2014,Male,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.099122169
2014,Female,Under 1,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,1 to 4,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,5 to 9,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,10 to 14,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,15 to 19,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.601127354
2014,Female,20 to 24,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.066889718
2014,Female,25 to 29,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.512363327
2014,Female,30 to 34,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.023489074
2014,Female,35 to 39,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.560009184
2014,Female,40 to 44,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.01558156
2014,Female,45 to 49,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.432420547
2014,Female,50 to 54,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.006419953
2014,Female,55 to 59,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.340788354
2014,Female,60 to 64,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",3.157177559
2014,Female,65 to 69,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0
2014,Female,70 to 74,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.636093532
2014,Female,75 to 79,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",0.974633221
2014,Female,80 to 84,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",4.991987859
2014,Female,85 to 89,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",1.87460399
2014,Female,90 and over,"Exposure to nonopioid analgesics, antipyretics and antirheumatics",2.811405309
2014,,,Exposure to other drugs acting on the autonomic nervous system,0.278703625
2014,,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2014,,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2014,,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2014,,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0.318659489
2014,,15 to 19,Exposure to other drugs acting on the autonomic nervous system,0.292448882
2014,,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2014,,25 to 29,Exposure to other drugs acting on the autonomic nervous system,0.767168659
2014,,30 to 34,Exposure to other drugs acting on the autonomic nervous system,0.514233865
2014,,35 to 39,Exposure to other drugs acting on the autonomic nervous system,0.280603218
2014,,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0.512300331
2014,,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0.725307627
2014,,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0.254262327
2014,,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0.295921462
2014,,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2014,,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0.315627274
2014,,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2014,,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2014,,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2014,,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2014,,90 and over,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,,Exposure to other drugs acting on the autonomic nervous system,0.17671272
2014,Male,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,15 to 19,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,25 to 29,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,30 to 34,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,35 to 39,Exposure to other drugs acting on the autonomic nervous system,0.562408819
2014,Male,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0.516890696
2014,Male,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0.979518753
2014,Male,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0.648968853
2014,Male,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2014,Male,90 and over,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,,Exposure to other drugs acting on the autonomic nervous system,0.377823246
2014,Female,Under 1,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,1 to 4,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,5 to 9,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,10 to 14,Exposure to other drugs acting on the autonomic nervous system,0.652862541
2014,Female,15 to 19,Exposure to other drugs acting on the autonomic nervous system,0.601127354
2014,Female,20 to 24,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,25 to 29,Exposure to other drugs acting on the autonomic nervous system,1.537089981
2014,Female,30 to 34,Exposure to other drugs acting on the autonomic nervous system,1.023489074
2014,Female,35 to 39,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,40 to 44,Exposure to other drugs acting on the autonomic nervous system,0.50779078
2014,Female,45 to 49,Exposure to other drugs acting on the autonomic nervous system,0.477473516
2014,Female,50 to 54,Exposure to other drugs acting on the autonomic nervous system,0.503209976
2014,Female,55 to 59,Exposure to other drugs acting on the autonomic nervous system,0.585197089
2014,Female,60 to 64,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,65 to 69,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,70 to 74,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,75 to 79,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,80 to 84,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,85 to 89,Exposure to other drugs acting on the autonomic nervous system,0
2014,Female,90 and over,Exposure to other drugs acting on the autonomic nervous system,0
2014,,,"Exposure to other and unspecified drugs, medicaments and biological substances",7.124361425
2014,,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0.343545923
2014,,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",0.877346646
2014,,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",4.445612507
2014,,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",8.438855251
2014,,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",11.31314503
2014,,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",21.04524138
2014,,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",14.8567096
2014,,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",13.78084492
2014,,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",8.644919101
2014,,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",10.06132972
2014,,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",5.803710764
2014,,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",3.787527294
2014,,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",3.42902161
2014,,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",2.632178807
2014,,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",2.147174497
2014,,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",5.846913765
2014,,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",4.006169501
2014,Male,,"Exposure to other and unspecified drugs, medicaments and biological substances",9.789884688
2014,Male,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Male,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0.670612101
2014,Male,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Male,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Male,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",0.569521488
2014,Male,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",6.155781279
2014,Male,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",14.29488197
2014,Male,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",16.53592093
2014,Male,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",26.43321452
2014,Male,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",19.64184644
2014,Male,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",22.03917193
2014,Male,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",9.765103017
2014,Male,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",13.17011175
2014,Male,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",8.565191982
2014,Male,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",3.89381312
2014,Male,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",5.40247055
2014,Male,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",2.289534538
2014,Male,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",5.034393297
2014,Male,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",6.216856384
2014,Male,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,,"Exposure to other and unspecified drugs, medicaments and biological substances",4.533878947
2014,Female,Under 1,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,1 to 4,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,5 to 9,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,10 to 14,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,15 to 19,"Exposure to other and unspecified drugs, medicaments and biological substances",1.202254708
2014,Female,20 to 24,"Exposure to other and unspecified drugs, medicaments and biological substances",2.667224294
2014,Female,25 to 29,"Exposure to other and unspecified drugs, medicaments and biological substances",2.561816635
2014,Female,30 to 34,"Exposure to other and unspecified drugs, medicaments and biological substances",6.140934446
2014,Female,35 to 39,"Exposure to other and unspecified drugs, medicaments and biological substances",15.68025716
2014,Female,40 to 44,"Exposure to other and unspecified drugs, medicaments and biological substances",10.1558156
2014,Female,45 to 49,"Exposure to other and unspecified drugs, medicaments and biological substances",5.729682189
2014,Female,50 to 54,"Exposure to other and unspecified drugs, medicaments and biological substances",7.548149647
2014,Female,55 to 59,"Exposure to other and unspecified drugs, medicaments and biological substances",7.022365062
2014,Female,60 to 64,"Exposure to other and unspecified drugs, medicaments and biological substances",3.157177559
2014,Female,65 to 69,"Exposure to other and unspecified drugs, medicaments and biological substances",3.686889666
2014,Female,70 to 74,"Exposure to other and unspecified drugs, medicaments and biological substances",1.636093532
2014,Female,75 to 79,"Exposure to other and unspecified drugs, medicaments and biological substances",2.923899663
2014,Female,80 to 84,"Exposure to other and unspecified drugs, medicaments and biological substances",0
2014,Female,85 to 89,"Exposure to other and unspecified drugs, medicaments and biological substances",5.62381197
2014,Female,90 and over,"Exposure to other and unspecified drugs, medicaments and biological substances",5.622810618
2014,,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.10451386
2014,,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,5 to 9,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,10 to 14,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,15 to 19,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.292448882
2014,,20 to 24,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.261506618
2014,,25 to 29,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,30 to 34,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,35 to 39,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,40 to 44,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.256150165
2014,,45 to 49,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.241769209
2014,,50 to 54,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,55 to 59,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.295921462
2014,,60 to 64,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.322428376
2014,,65 to 69,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,70 to 74,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,75 to 79,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,80 to 84,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,85 to 89,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,,90 and over,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.212055264
2014,Male,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,5 to 9,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,10 to 14,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,15 to 19,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.569521488
2014,Male,20 to 24,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.512981773
2014,Male,25 to 29,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,30 to 34,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,35 to 39,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,40 to 44,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.516890696
2014,Male,45 to 49,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.489759376
2014,Male,50 to 54,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,55 to 59,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.598641443
2014,Male,60 to 64,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0.658860922
2014,Male,65 to 69,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,70 to 74,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,75 to 79,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,80 to 84,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,85 to 89,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Male,90 and over,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Female,,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Female,Under 1,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
2014,Female,1 to 4,Exposure to organic solvents and halogenated hydrocarbons and their vapours,0
