Year,Country,Cause of death,Sex,Age,GeoCode,Value
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,55 to 59,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,55 to 59,W92000004,1.577726706
2013,Wales,,Male,55 to 59,W92000004,500.332839399999
2013,Wales,Malignant neoplasms (C00-C97),Male,55 to 59,W92000004,239.429663499999
2013,Wales,Diabetes mellitus (E10-E14),Male,55 to 59,W92000004,7.515729348
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,55 to 59,W92000004,217.9561511
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,55 to 59,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,55 to 59,W92000004,24.69453929
2013,Wales,Lung diseases due to external agents (J60-J70),Male,55 to 59,W92000004,4.294702484
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,55 to 59,W92000004,6.442053727
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,55 to 59,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,55 to 59,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,55 to 59,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,55 to 59,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,55 to 59,W92000004,0.0
2013,Wales,,Female,55 to 59,W92000004,354.6062736
2013,Wales,Malignant neoplasms (C00-C97),Female,55 to 59,W92000004,227.8139142
2013,Wales,Diabetes mellitus (E10-E14),Female,55 to 59,W92000004,7.215825336
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,55 to 59,W92000004,89.6824006
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,55 to 59,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,55 to 59,W92000004,20.61664382
2013,Wales,Lung diseases due to external agents (J60-J70),Female,55 to 59,W92000004,4.123328763
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,55 to 59,W92000004,2.061664382
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,55 to 59,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Female,55 to 59,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,55 to 59,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,55 to 59,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,55 to 59,W92000004,3.092496572
2013,England,,,60 to 64,E92000001,611.5102163
2013,England,Malignant neoplasms (C00-C97),,60 to 64,E92000001,370.7091471
2013,England,Diabetes mellitus (E10-E14),,60 to 64,E92000001,6.054893391
2013,England,IX diseases of the circulatory system (I00-I99),,60 to 64,E92000001,173.9591281
2013,England,Other diseases of upper respiratory tract (J30-J39),,60 to 64,E92000001,0.102048765
2013,England,Chronic lower respiratory diseases (J40-J47),,60 to 64,E92000001,46.67030187
2013,England,Lung diseases due to external agents (J60-J70),,60 to 64,E92000001,2.925397931
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,E92000001,7.245462317
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,E92000001,0.88442263
2013,England,Other diseases of pleura (J90-J94),,60 to 64,E92000001,0.27213004
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,E92000001,0.034016255
2013,England,Other respiratory disorders (J98),,60 to 64,E92000001,2.653267891
2013,England,,Male,60 to 64,E92000001,749.9979167
2013,England,Malignant neoplasms (C00-C97),Male,60 to 64,E92000001,419.1655023
2013,England,Diabetes mellitus (E10-E14),Male,60 to 64,E92000001,6.944425154
2013,England,IX diseases of the circulatory system (I00-I99),Male,60 to 64,E92000001,254.9298474
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,E92000001,0.069444252
2013,England,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,E92000001,51.31930189
2013,England,Lung diseases due to external agents (J60-J70),Male,60 to 64,E92000001,3.958322338
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,E92000001,9.791639468
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,E92000001,1.041663773
2013,England,Other diseases of pleura (J90-J94),Male,60 to 64,E92000001,0.416665509
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,E92000001,0.069444252
2013,England,Other respiratory disorders (J98),Male,60 to 64,E92000001,2.291660301
2013,England,,Female,60 to 64,E92000001,478.541
2013,England,Malignant neoplasms (C00-C97),Female,60 to 64,E92000001,324.1836899
2013,England,Diabetes mellitus (E10-E14),Female,60 to 64,E92000001,5.200807859
2013,England,IX diseases of the circulatory system (I00-I99),Female,60 to 64,E92000001,96.21494539
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,E92000001,0.133354048
2013,England,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,E92000001,42.20655609
2013,England,Lung diseases due to external agents (J60-J70),Female,60 to 64,E92000001,1.933633691
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,E92000001,4.800745716
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,E92000001,0.733447262
2013,England,Other diseases of pleura (J90-J94),Female,60 to 64,E92000001,0.133354048
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,60 to 64,E92000001,3.000466072
2013,,,,60 to 64,,615.3026255
2013,,Malignant neoplasms (C00-C97),,60 to 64,,371.6481535
2013,,Diabetes mellitus (E10-E14),,60 to 64,,6.198395957
2013,,IX diseases of the circulatory system (I00-I99),,60 to 64,,176.3347798
2013,,Other diseases of upper respiratory tract (J30-J39),,60 to 64,,0.095851484
2013,,Chronic lower respiratory diseases (J40-J47),,60 to 64,,46.87137562
2013,,Lung diseases due to external agents (J60-J70),,60 to 64,,3.099197979
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,,7.284712775
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,,0.862663355
2013,,Other diseases of pleura (J90-J94),,60 to 64,,0.255603957
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,,0.031950495
2013,,Other respiratory disorders (J98),,60 to 64,,2.619940559
2013,,,Male,60 to 64,,755.0074027
2013,,Malignant neoplasms (C00-C97),Male,60 to 64,,420.419637
2013,,Diabetes mellitus (E10-E14),Male,60 to 64,,7.239618322
2013,,IX diseases of the circulatory system (I00-I99),Male,60 to 64,,258.2782753
2013,,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,,0.065221787
2013,,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,,51.13388076
2013,,Lung diseases due to external agents (J60-J70),Male,60 to 64,,4.174194348
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,,9.84848979
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,,0.9783268
2013,,Other diseases of pleura (J90-J94),Male,60 to 64,,0.39133072
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,,0.065221787
2013,,Other respiratory disorders (J98),Male,60 to 64,,2.41320610699999
2013,,,Female,60 to 64,,481.143822
2013,,Malignant neoplasms (C00-C97),Female,60 to 64,,324.8127911
2013,,Diabetes mellitus (E10-E14),Female,60 to 64,,5.19850784
2013,,IX diseases of the circulatory system (I00-I99),Female,60 to 64,,97.64426172
2013,,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,,0.125265249
2013,,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,,42.77808259
2013,,Lung diseases due to external agents (J60-J70),Female,60 to 64,,2.066876611
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,,4.822712093
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,,0.751591495
2013,,Other diseases of pleura (J90-J94),Female,60 to 64,,0.125265249
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,,0.0
2013,,Other respiratory disorders (J98),Female,60 to 64,,2.818468106
2013,Wales,,,60 to 64,W92000004,673.9586786
2013,Wales,Malignant neoplasms (C00-C97),,60 to 64,W92000004,386.1714833
2013,Wales,Diabetes mellitus (E10-E14),,60 to 64,W92000004,8.41790699299999
2013,Wales,IX diseases of the circulatory system (I00-I99),,60 to 64,W92000004,213.0782708
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,60 to 64,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,60 to 64,W92000004,49.98132277
2013,Wales,Lung diseases due to external agents (J60-J70),,60 to 64,W92000004,5.787311057
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,60 to 64,W92000004,7.891787806
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,60 to 64,W92000004,0.526119187
2013,Wales,Other diseases of pleura (J90-J94),,60 to 64,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,60 to 64,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,60 to 64,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,60 to 64,W92000004,2.104476748
2013,Wales,,Male,60 to 64,W92000004,832.3858151
2013,Wales,Malignant neoplasms (C00-C97),Male,60 to 64,W92000004,439.7914745
2013,Wales,Diabetes mellitus (E10-E14),Male,60 to 64,W92000004,11.79928346
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,60 to 64,W92000004,309.999356399999
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,60 to 64,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,60 to 64,W92000004,48.26979598
2013,Wales,Lung diseases due to external agents (J60-J70),Male,60 to 64,W92000004,7.50863493
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,60 to 64,W92000004,10.72662133
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,60 to 64,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,60 to 64,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,60 to 64,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,60 to 64,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,60 to 64,W92000004,4.290648532
2013,Wales,,Female,60 to 64,W92000004,521.4518044
2013,Wales,Malignant neoplasms (C00-C97),Female,60 to 64,W92000004,334.5552171
2013,Wales,Diabetes mellitus (E10-E14),Female,60 to 64,W92000004,5.162889153
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,60 to 64,W92000004,119.7790283
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,60 to 64,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,60 to 64,W92000004,51.62889153
2013,Wales,Lung diseases due to external agents (J60-J70),Female,60 to 64,W92000004,4.130311322
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,60 to 64,W92000004,5.162889153
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,60 to 64,W92000004,1.032577831
2013,Wales,Other diseases of pleura (J90-J94),Female,60 to 64,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,60 to 64,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,60 to 64,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,60 to 64,W92000004,0.0
2013,England,,,65 to 69,E92000001,946.7752919
2013,England,Malignant neoplasms (C00-C97),,65 to 69,E92000001,561.9646864
2013,England,Diabetes mellitus (E10-E14),,65 to 69,E92000001,9.116460729
2013,England,IX diseases of the circulatory system (I00-I99),,65 to 69,E92000001,270.066581
2013,England,Other diseases of upper respiratory tract (J30-J39),,65 to 69,E92000001,0.137089635
2013,England,Chronic lower respiratory diseases (J40-J47),,65 to 69,E92000001,81.53406043
2013,England,Lung diseases due to external agents (J60-J70),,65 to 69,E92000001,4.900954452
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,65 to 69,E92000001,13.74323591
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,65 to 69,E92000001,0.993899854
2013,England,Other diseases of pleura (J90-J94),,65 to 69,E92000001,0.205634453
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,65 to 69,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,65 to 69,E92000001,0.034272409
2013,England,Other respiratory disorders (J98),,65 to 69,E92000001,4.078416642
2013,England,,Male,65 to 69,E92000001,1155.471656
2013,England,Malignant neoplasms (C00-C97),Male,65 to 69,E92000001,641.8347797
2013,England,Diabetes mellitus (E10-E14),Male,65 to 69,E92000001,11.83365265
2013,England,IX diseases of the circulatory system (I00-I99),Male,65 to 69,E92000001,380.930914
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,65 to 69,E92000001,0.070438409
2013,England,Chronic lower respiratory diseases (J40-J47),Male,65 to 69,E92000001,89.03414854
2013,England,Lung diseases due to external agents (J60-J70),Male,65 to 69,E92000001,7.043840866
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,65 to 69,E92000001,18.24354784
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,65 to 69,E92000001,1.620083399
2013,England,Other diseases of pleura (J90-J94),Male,65 to 69,E92000001,0.070438409
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,65 to 69,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,65 to 69,E92000001,0.070438409
2013,England,Other respiratory disorders (J98),Male,65 to 69,E92000001,4.71937338
2013,England,,Female,65 to 69,E92000001,749.0059201
2013,England,Malignant neoplasms (C00-C97),Female,65 to 69,E92000001,486.2764573
2013,England,Diabetes mellitus (E10-E14),Female,65 to 69,E92000001,6.54153642
2013,England,IX diseases of the circulatory system (I00-I99),Female,65 to 69,E92000001,165.0069187
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,65 to 69,E92000001,0.200251115
2013,England,Chronic lower respiratory diseases (J40-J47),Female,65 to 69,E92000001,74.42666437
2013,England,Lung diseases due to external agents (J60-J70),Female,65 to 69,E92000001,2.87026598
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,65 to 69,E92000001,9.478552772
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,65 to 69,E92000001,0.40050223
2013,England,Other diseases of pleura (J90-J94),Female,65 to 69,E92000001,0.333751858
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,65 to 69,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,65 to 69,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,65 to 69,E92000001,3.471019325
2013,,,,65 to 69,,953.1684732
2013,,Malignant neoplasms (C00-C97),,65 to 69,,563.9893961
2013,,Diabetes mellitus (E10-E14),,65 to 69,,9.07687534
2013,,IX diseases of the circulatory system (I00-I99),,65 to 69,,273.2718852
2013,,Other diseases of upper respiratory tract (J30-J39),,65 to 69,,0.128750005
2013,,Chronic lower respiratory diseases (J40-J47),,65 to 69,,82.52875309
2013,,Lung diseases due to external agents (J60-J70),,65 to 69,,4.828125181
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,65 to 69,,14.06593803
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,65 to 69,,1.030000039
2013,,Other diseases of pleura (J90-J94),,65 to 69,,0.193125007
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,65 to 69,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,65 to 69,,0.032187501
2013,,Other respiratory disorders (J98),,65 to 69,,4.023437651
2013,,,Male,65 to 69,,1161.630356
2013,,Malignant neoplasms (C00-C97),Male,65 to 69,,644.2994739
2013,,Diabetes mellitus (E10-E14),Male,65 to 69,,11.77104653
2013,,IX diseases of the circulatory system (I00-I99),Male,65 to 69,,384.0138607
2013,,Other diseases of upper respiratory tract (J30-J39),Male,65 to 69,,0.066129475
2013,,Chronic lower respiratory diseases (J40-J47),Male,65 to 69,,89.73769744
2013,,Lung diseases due to external agents (J60-J70),Male,65 to 69,,6.943594864
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,65 to 69,,18.38399402
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,65 to 69,,1.587107398
2013,,Other diseases of pleura (J90-J94),Male,65 to 69,,0.066129475
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,65 to 69,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,65 to 69,,0.066129475
2013,,Other respiratory disorders (J98),Male,65 to 69,,4.695192718
2013,,,Female,65 to 69,,755.482058
2013,,Malignant neoplasms (C00-C97),Female,65 to 69,,487.8305744
2013,,Diabetes mellitus (E10-E14),Female,65 to 69,,6.52196679899999
2013,,IX diseases of the circulatory system (I00-I99),Female,65 to 69,,168.254201199999
2013,,Other diseases of upper respiratory tract (J30-J39),Female,65 to 69,,0.188133658
2013,,Chronic lower respiratory diseases (J40-J47),Female,65 to 69,,75.6924416
2013,,Lung diseases due to external agents (J60-J70),Female,65 to 69,,2.822004865
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,65 to 69,,9.971083857
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,65 to 69,,0.501689753999999
2013,,Other diseases of pleura (J90-J94),Female,65 to 69,,0.313556096
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,65 to 69,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,65 to 69,,0.0
2013,,Other respiratory disorders (J98),Female,65 to 69,,3.386405838
2013,Wales,,,65 to 69,W92000004,1051.868548
2013,Wales,Malignant neoplasms (C00-C97),,65 to 69,W92000004,595.2475436
2013,Wales,Diabetes mellitus (E10-E14),,65 to 69,W92000004,8.465742842
2013,Wales,IX diseases of the circulatory system (I00-I99),,65 to 69,W92000004,322.756445899999
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,65 to 69,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,65 to 69,W92000004,97.88515162
2013,Wales,Lung diseases due to external agents (J60-J70),,65 to 69,W92000004,3.703762494
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,65 to 69,W92000004,19.0479213999999
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,65 to 69,W92000004,1.587326783
2013,Wales,Other diseases of pleura (J90-J94),,65 to 69,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,65 to 69,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,65 to 69,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,65 to 69,W92000004,3.174653566
2013,Wales,,Male,65 to 69,W92000004,1256.148316
2013,Wales,Malignant neoplasms (C00-C97),Male,65 to 69,W92000004,682.1252905
2013,Wales,Diabetes mellitus (E10-E14),Male,65 to 69,W92000004,10.81022647
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,65 to 69,W92000004,431.3280363
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,65 to 69,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,65 to 69,W92000004,100.5351062
2013,Wales,Lung diseases due to external agents (J60-J70),Male,65 to 69,W92000004,5.405113237
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,65 to 69,W92000004,20.5394303
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,65 to 69,W92000004,1.081022647
2013,Wales,Other diseases of pleura (J90-J94),Male,65 to 69,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,65 to 69,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,65 to 69,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,65 to 69,W92000004,4.32409059
2013,Wales,,Female,65 to 69,W92000004,856.029515399999
2013,Wales,Malignant neoplasms (C00-C97),Female,65 to 69,W92000004,511.9595407
2013,Wales,Diabetes mellitus (E10-E14),Female,65 to 69,W92000004,6.218132073
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,65 to 69,W92000004,218.6709779
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,65 to 69,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,65 to 69,W92000004,95.34469179
2013,Wales,Lung diseases due to external agents (J60-J70),Female,65 to 69,W92000004,2.072710691
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,65 to 69,W92000004,17.61804087
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,65 to 69,W92000004,2.072710691
2013,Wales,Other diseases of pleura (J90-J94),Female,65 to 69,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,65 to 69,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,65 to 69,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,65 to 69,W92000004,2.072710691
2013,England,,,,E92000001,266.9196455
2013,England,Malignant neoplasms (C00-C97),,,E92000001,159.006159199999
2013,England,Diabetes mellitus (E10-E14),,,E92000001,3.125437173
2013,England,IX diseases of the circulatory system (I00-I99),,,E92000001,81.1370800999999
2013,England,Other diseases of upper respiratory tract (J30-J39),,,E92000001,0.0548322309999999
2013,England,Chronic lower respiratory diseases (J40-J47),,,E92000001,17.73274354
2013,England,Lung diseases due to external agents (J60-J70),,,E92000001,1.385427706
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,,E92000001,2.946318551
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,,E92000001,0.339959833
2013,England,Other diseases of pleura (J90-J94),,,E92000001,0.098698016
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,,E92000001,0.010966446
2013,England,Other respiratory disorders (J98),,,E92000001,1.082022694
2013,England,,Male,,E92000001,315.7459831
2013,England,Malignant neoplasms (C00-C97),Male,,E92000001,169.7013565
2013,England,Diabetes mellitus (E10-E14),Male,,E92000001,3.875000471
2013,England,IX diseases of the circulatory system (I00-I99),Male,,E92000001,115.6214358
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,,E92000001,0.051765273
2013,England,Chronic lower respiratory diseases (J40-J47),Male,,E92000001,19.1753363
2013,England,Lung diseases due to external agents (J60-J70),Male,,E92000001,1.841364728
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,,E92000001,3.801050081
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,,E92000001,0.421517227
2013,England,Other diseases of pleura (J90-J94),Male,,E92000001,0.140505742
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,,E92000001,0.022185117
2013,England,Other respiratory disorders (J98),Male,,E92000001,1.094465782
2013,England,,Female,,E92000001,219.1910504
2013,England,Malignant neoplasms (C00-C97),Female,,E92000001,148.5514177
2013,England,Diabetes mellitus (E10-E14),Female,,E92000001,2.392725997
2013,England,IX diseases of the circulatory system (I00-I99),Female,,E92000001,47.42802196
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,,E92000001,0.0578302359999999
2013,England,Chronic lower respiratory diseases (J40-J47),Female,,E92000001,16.32258399
2013,England,Lung diseases due to external agents (J60-J70),Female,,E92000001,0.939741328
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,,E92000001,2.110803599
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,,E92000001,0.26023606
2013,England,Other diseases of pleura (J90-J94),Female,,E92000001,0.0578302359999999
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,,E92000001,1.069859358
2013,,Malignant neoplasms (C00-C97),,,,160.480302199999
2013,,Diabetes mellitus (E10-E14),,,,3.175430388
2013,,IX diseases of the circulatory system (I00-I99),,,,82.46087692
2013,,Other diseases of upper respiratory tract (J30-J39),,,,0.051886117
2013,,Chronic lower respiratory diseases (J40-J47),,,,18.00102368
2013,,Lung diseases due to external agents (J60-J70),,,,1.421679618
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,,,3.016312961
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,,,0.349366524
2013,,Other diseases of pleura (J90-J94),,,,0.093395011
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,,,0.010377223
2013,,Other respiratory disorders (J98),,,,1.093067541
2013,,,Male,,,319.5319346
2013,,Malignant neoplasms (C00-C97),Male,,,171.3750653
2013,,Diabetes mellitus (E10-E14),Male,,,3.926864013
2013,,IX diseases of the circulatory system (I00-I99),Male,,,117.3579359
2013,,Other diseases of upper respiratory tract (J30-J39),Male,,,0.048998303
2013,,Chronic lower respiratory diseases (J40-J47),Male,,,19.37532903
2013,,Lung diseases due to external agents (J60-J70),Male,,,1.882934794
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,,,3.870865952
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,,,0.419985456
2013,,Other diseases of pleura (J90-J94),Male,,,0.132995394
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,,,0.020999273
2013,,Other respiratory disorders (J98),Male,,,1.11996121599999
2013,,,Female,,,221.9136119
2013,,Malignant neoplasms (C00-C97),Female,,,149.8366506
2013,,Diabetes mellitus (E10-E14),Female,,,2.441316429
2013,,IX diseases of the circulatory system (I00-I99),Female,,,48.36815435
2013,,Other diseases of upper respiratory tract (J30-J39),Female,,,0.054707371
2013,,Chronic lower respiratory diseases (J40-J47),Female,,,16.65839446
2013,,Lung diseases due to external agents (J60-J70),Female,,,0.971055834
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,,,2.18145641699999
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,,,0.280375276
2013,,Other diseases of pleura (J90-J94),Female,,,0.054707371
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,,,0.0
2013,,Other respiratory disorders (J98),Female,,,1.066793734
2013,Wales,,,,W92000004,327.1112874
2013,Wales,Malignant neoplasms (C00-C97),,,W92000004,186.4424893
2013,Wales,Diabetes mellitus (E10-E14),,,W92000004,4.05589669399999
2013,Wales,IX diseases of the circulatory system (I00-I99),,,W92000004,105.7752106
