Year,Country,Region,Police force area,Monitored hate crime strand,Value
2015/16,England,East Midlands,Nottinghamshire,Disability,0.063125195
2015/16,England,East Midlands,,Disability,0.04383116
2015/16,England,West Midlands,Staffordshire,Disability,0.111289613
2015/16,England,West Midlands,Warwickshire,Disability,0.028880762
2015/16,England,West Midlands,West Mercia,Disability,0.043226593
2015/16,England,West Midlands,West Midlands,Disability,0.023998106
2015/16,England,West Midlands,,Disability,0.092463289
2015/16,England,East of England,Bedfordshire,Disability,0.036642116
2015/16,England,East of England,Cambridgeshire,Disability,0.02377505
2015/16,England,East of England,Essex,Disability,0.066590675
2015/16,England,East of England,Hertfordshire,Disability,0.106315574
2015/16,England,East of England,Norfolk,Disability,0.097177557
2015/16,England,East of England,Suffolk,Disability,0.080873978
2015/16,England,East of England,,Disability,0.0712587
2015/16,England,London,Metropolitan Police,Disability,0.041200454
2015/16,England,London,,Disability,0.041274135
2015/16,England,South East,Hampshire,Disability,0.081382666
2015/16,England,South East,Kent,Disability,0.038307561
2015/16,England,South East,Surrey,Disability,0.061601168
2015/16,England,South East,Sussex,Disability,0.109270195
2015/16,England,South East,Thames Valley,Disability,0.055542271
2015/16,England,South East,,Disability,0.068507595
2015/16,England,South West,Avon and Somerset,Disability,0.12077897
2015/16,England,South West,Dorset,Disability,0.103176531
2015/16,England,South West,Gloucestershire,Disability,0.064812804
2015/16,England,South West,Wiltshire,Disability,0.020572195
2015/16,England,South West,Devon & Cornwall,Disability,0.012202988
2015/16,England,South West,,Disability,0.064154351
2015/16,Wales,,Dyfed-Powys,Disability,0.02132316
2015/16,Wales,,Gwent,Disability,0.025782543
2015/16,Wales,,North Wales,Disability,0.056157691
2015/16,Wales,,South Wales,Disability,0.136959784
2015/16,Wales,,,Disability,0.078732891
2015/16,England,,,Disability,0.060398281
2015/16,,,,Disability,0.062692824
2015/16,England,North East,Cleveland,Transgender,0.005337319
2015/16,England,North East,Durham,Transgender,0.04159441
2015/16,England,North East,Northumbria,Transgender,0.016696152
2015/16,England,North East,,Transgender,0.020193392
2015/16,England,North West,Cheshire,Transgender,0.012457692
2015/16,England,North West,Cumbria,Transgender,0.048193158
2015/16,England,North West,Greater Manchester,Transgender,0.013787288
2015/16,England,North West,Lancashire,Transgender,0.015560359
2015/16,England,North West,Merseyside,Transgender,0.031472858
2015/16,England,North West,,Transgender,0.019794155
2015/16,England,Yorkshire and The Humber,West Yorkshire,Transgender,0.006135728
2015/16,England,Yorkshire and The Humber,Humberside,Transgender,0.033510978
2015/16,England,Yorkshire and The Humber,,Transgender,0.00871892
2015/16,England,East Midlands,Derbyshire,Transgender,0.004823387
2015/16,England,East Midlands,Leicestershire,Transgender,0.010416844
2015/16,England,East Midlands,Lincolnshire,Transgender,0.025791914
2015/16,England,East Midlands,Northamptonshire,Transgender,0.011064609
2015/16,England,East Midlands,,Transgender,0.009193853
2015/16,England,West Midlands,Staffordshire,Transgender,0.012564956
2015/16,England,West Midlands,Warwickshire,Transgender,0.007220191
2015/16,England,West Midlands,West Mercia,Transgender,0.016810342
2015/16,England,West Midlands,West Midlands,Transgender,0.011999053
2015/16,England,West Midlands,,Transgender,0.025762672
2015/16,England,East of England,Bedfordshire,Transgender,0.013740794
2015/16,England,East of England,Cambridgeshire,Transgender,0.00951002
2015/16,England,East of England,Essex,Transgender,0.007274612
2015/16,England,East of England,Hertfordshire,Transgender,0.007716453
2015/16,England,East of England,Norfolk,Transgender,0.016949574
2015/16,England,East of England,Suffolk,Transgender,0.014826896
2015/16,England,East of England,,Transgender,0.010697034
2015/16,England,London,Metropolitan Police,Transgender,0.01754193
2015/16,England,London,,Transgender,0.017639505
2015/16,England,South East,Hampshire,Transgender,0.029174918
2015/16,England,South East,Kent,Transgender,0.006107002
2015/16,England,South East,Surrey,Transgender,0.017967007
2015/16,England,South East,Sussex,Transgender,0.024615813
2015/16,England,South East,Thames Valley,Transgender,0.007207776
2015/16,England,South East,,Transgender,0.016428412
2015/16,England,South West,Avon and Somerset,Transgender,0.026439178
2015/16,England,South West,Dorset,Transgender,0.026120641
2015/16,England,South West,Gloucestershire,Transgender,0.011342241
2015/16,England,South West,Wiltshire,Transgender,0.026743854
2015/16,England,South West,Devon & Cornwall,Transgender,0.003486568
2015/16,England,South West,,Transgender,0.016449833
2015/16,Wales,,North Wales,Transgender,0.012959467
2015/16,Wales,,South Wales,Transgender,0.018363323
2015/16,Wales,,,Transgender,0.011293652
2015/16,England,,,Transgender,0.014839469
2015/16,,,,Transgender,0.014822387
2015/16,England,North East,Cleveland,,1.006974096
2015/16,England,North East,Durham,,0.527929046
2015/16,England,North East,Northumbria,,0.900896514
2015/16,England,North East,,,0.834787194
2015/16,England,North West,Cheshire,,0.751294642
2015/16,England,North West,Cumbria,,0.728921517
2015/16,England,North West,Greater Manchester,,1.756790784
2015/16,England,North West,Lancashire,,0.558819848
2015/16,England,North West,Merseyside,,1.605831062
2015/16,England,North West,,,1.26292283
2015/16,England,Yorkshire and The Humber,North Yorkshire,,0.651314432
2015/16,England,Yorkshire and The Humber,South Yorkshire,,0.178953992
2015/16,England,Yorkshire and The Humber,West Yorkshire,,0.426871331
2015/16,England,Yorkshire and The Humber,Humberside,,3.953214351
2015/16,England,Yorkshire and The Humber,,,1.002490272
2015/16,England,East Midlands,Derbyshire,,0.518031749
2015/16,England,East Midlands,Leicestershire,,0.731073068
2015/16,England,East Midlands,Lincolnshire,,0.405883271
2015/16,England,East Midlands,Northamptonshire,,0.762074946
2015/16,England,East Midlands,Nottinghamshire,,0.809958489
2015/16,England,East Midlands,,,0.656398344
2015/16,England,West Midlands,Staffordshire,,0.970194129
2015/16,England,West Midlands,Warwickshire,,0.611911148
2015/16,England,West Midlands,West Mercia,,0.637992493
2015/16,England,West Midlands,West Midlands,,1.334012339
2015/16,England,West Midlands,,,2.116421163
2015/16,England,East of England,Bedfordshire,,0.885517814
2015/16,England,East of England,Cambridgeshire,,0.649058865
2015/16,England,East of England,Essex,,0.650797941
2015/16,England,East of England,Hertfordshire,,0.812799709
2015/16,England,East of England,Norfolk,,0.711882103
2015/16,England,East of England,Suffolk,,0.624077531
2015/16,England,East of England,,,0.712587002
2015/16,England,London,"London, City of",,13.58447489
2015/16,England,London,Metropolitan Police,,1.898106083
2015/16,England,London,,,1.909908709
2015/16,England,South East,Hampshire,,0.928478968
2015/16,England,South East,Kent,,0.662332175
2015/16,England,South East,Surrey,,0.837604775
2015/16,England,South East,Sussex,,1.044671097
2015/16,England,South East,Thames Valley,,0.685162667
2015/16,England,South East,,,0.820526529
2015/16,England,South West,Avon and Somerset,,1.181350525
2015/16,England,South West,Dorset,,1.055273888
2015/16,England,South West,Gloucestershire,,0.703218928
2015/16,England,South West,Wiltshire,,0.57807868
2015/16,England,South West,Devon & Cornwall,,0.271371209
2015/16,England,South West,,,0.72306157
2015/16,Wales,,Dyfed-Powys,,0.220985479
2015/16,Wales,,Gwent,,0.366112113
2015/16,Wales,,North Wales,,0.554377204
2015/16,Wales,,South Wales,,1.295379405
2015/16,Wales,,,,0.776035257
2015/16,England,,,,1.057125074
2015/16,,,,,1.080030301
2014/15,England,North East,Cleveland,Race,0.757751351
2014/15,England,North East,Durham,Race,0.30651218
2014/15,England,North East,Northumbria,Race,0.545061685
2014/15,England,North East,,Race,0.533850636
2014/15,England,North West,Cheshire,Race,0.514833459
2014/15,England,North West,Cumbria,Race,0.365554337
2014/15,England,North West,Greater Manchester,Race,1.169473378
2014/15,England,North West,Lancashire,Race,0.438185599
2014/15,England,North West,Merseyside,Race,1.188257172
2014/15,England,North West,,Race,0.870742722
2014/15,England,Yorkshire and The Humber,North Yorkshire,Race,0.529793108
2014/15,England,Yorkshire and The Humber,South Yorkshire,Race,0.128857771
2014/15,England,Yorkshire and The Humber,West Yorkshire,Race,0.287944022
2014/15,England,Yorkshire and The Humber,Humberside,Race,2.03706991
2014/15,England,Yorkshire and The Humber,,Race,0.585258246
2014/15,England,East Midlands,Derbyshire,Race,0.400090287
2014/15,England,East Midlands,Leicestershire,Race,0.773299603
2014/15,England,East Midlands,Lincolnshire,Race,0.215989807
2014/15,England,East Midlands,Northamptonshire,Race,0.57251481
2014/15,England,East Midlands,Nottinghamshire,Race,0.618469101
2014/15,England,East Midlands,,Race,0.53413401
2014/15,England,West Midlands,Staffordshire,Race,0.632653943
2014/15,England,West Midlands,Warwickshire,Race,0.310010624
2014/15,England,West Midlands,West Mercia,Race,0.37032803
2014/15,England,West Midlands,West Midlands,Race,1.076430481
2014/15,England,West Midlands,,Race,1.551441484
2014/15,England,East of England,Bedfordshire,Race,0.705010544
2014/15,England,East of England,Cambridgeshire,Race,0.485379011
2014/15,England,East of England,Essex,Race,0.530128799
2014/15,England,East of England,Hertfordshire,Race,0.629564778
2014/15,England,East of England,Norfolk,Race,0.430666165
2014/15,England,East of England,Suffolk,Race,0.394035574
2014/15,England,East of England,,Race,0.530541177
2014/15,England,London,"London, City of",Race,6.689791873
2014/15,England,London,Metropolitan Police,Race,1.352774366
2014/15,England,London,,Race,1.357819684
2014/15,England,South East,Hampshire,Race,0.586198505
2014/15,England,South East,Kent,Race,0.441612693
2014/15,England,South East,Surrey,Race,0.461569197
2014/15,England,South East,Sussex,Race,0.589968713
2014/15,England,South East,Thames Valley,Race,0.459104439
2014/15,England,South East,,Race,0.50801132
2014/15,England,South West,Avon and Somerset,Race,0.868870966
2014/15,England,South West,Dorset,Race,0.866053848
2014/15,England,South West,Gloucestershire,Race,0.363141468
2014/15,England,South West,Wiltshire,Race,0.358072041
2014/15,England,South West,Devon & Cornwall,Race,0.151102787
2014/15,England,South West,,Race,0.505411555
2014/15,Wales,,Dyfed-Powys,Race,0.139355558
2014/15,Wales,,Gwent,Race,0.361818811
2014/15,Wales,,North Wales,Race,0.422167086
2014/15,Wales,,South Wales,Race,0.847084362
2014/15,Wales,,,Race,0.542361085
2014/15,England,,,Race,0.729353216
2014/15,,,,Race,0.747796665
2014/15,England,North East,Cleveland,Religion,0.019612388
2014/15,England,North East,Durham,Religion,0.040119395
2014/15,England,North East,Northumbria,Religion,0.033456472
2014/15,England,North East,,Religion,0.032076862
2014/15,England,North West,Cheshire,Religion,0.0173215
2014/15,England,North West,Cumbria,Religion,0.028119564
2014/15,England,North West,Greater Manchester,Religion,0.105018417
2014/15,England,North West,Lancashire,Religion,0.043478881
2014/15,England,North West,Merseyside,Religion,0.085543015
2014/15,England,North West,,Religion,0.070377209
2014/15,England,Yorkshire and The Humber,North Yorkshire,Religion,0.023573932
2014/15,England,Yorkshire and The Humber,South Yorkshire,Religion,0.011714343
2014/15,England,Yorkshire and The Humber,West Yorkshire,Religion,0.009715903
2014/15,England,Yorkshire and The Humber,Humberside,Religion,0.062778988
2014/15,England,Yorkshire and The Humber,,Religion,0.021455116
2014/15,England,East Midlands,Derbyshire,Religion,0.00581245
2014/15,England,East Midlands,Leicestershire,Religion,0.058452634
2014/15,England,East Midlands,Lincolnshire,Religion,0.024606434
2014/15,England,East Midlands,Northamptonshire,Religion,0.020996876
2014/15,England,East Midlands,Nottinghamshire,Religion,0.025097297
2014/15,England,East Midlands,,Religion,0.027601596
2014/15,England,West Midlands,Staffordshire,Religion,0.007199476
2014/15,England,West Midlands,Warwickshire,Religion,0.018129276
2014/15,England,West Midlands,West Mercia,Religion,0.024151828
2014/15,England,West Midlands,West Midlands,Religion,0.058041075
2014/15,England,West Midlands,,Religion,0.075132925
2014/15,England,East of England,Bedfordshire,Religion,0.034163507
2014/15,England,East of England,Cambridgeshire,Religion,0.024088288
2014/15,England,East of England,Essex,Religion,0.022558672
2014/15,England,East of England,Hertfordshire,Religion,0.018185503
2014/15,England,East of England,Norfolk,Religion,0.039876497
2014/15,England,East of England,Suffolk,Religion,0.03926815
2014/15,England,East of England,,Religion,0.027748317
2014/15,England,London,"London, City of",Religion,1.114965312
2014/15,England,London,Metropolitan Police,Religion,0.160715221
2014/15,England,London,,Religion,0.161617316
2014/15,England,South East,Hampshire,Religion,0.051041031
2014/15,England,South East,Kent,Religion,0.017373088
2014/15,England,South East,Surrey,Religion,0.041334555
2014/15,England,South East,Sussex,Religion,0.065484708
2014/15,England,South East,Thames Valley,Religion,0.01111426
2014/15,England,South East,,Religion,0.035159612
2014/15,England,South West,Avon and Somerset,Religion,0.080203474
2014/15,England,South West,Dorset,Religion,0.027640016
2014/15,England,South West,Gloucestershire,Religion,0.02780813
2014/15,England,South West,Wiltshire,Religion,0.012418683
2014/15,England,South West,Devon & Cornwall,Religion,0.003514018
2014/15,England,South West,,Religion,0.033558885
2014/15,Wales,,Gwent,Religion,0.008614734
2014/15,Wales,,North Wales,Religion,0.01729012
2014/15,Wales,,South Wales,Religion,0.05073282
2014/15,Wales,,,Religion,0.027166566
2014/15,England,,,Religion,0.056722972
2014/15,,,,Religion,0.05668135
2014/15,England,North East,Cleveland,Sexual orientation,0.044573609
2014/15,England,North East,Durham,Sexual orientation,0.083448342
2014/15,England,North East,Northumbria,Sexual orientation,0.055063776
2014/15,England,North East,,Sexual orientation,0.059571316
2014/15,England,North West,Cheshire,Sexual orientation,0.080833665
2014/15,England,North West,Cumbria,Sexual orientation,0.142606362
2014/15,England,North West,Greater Manchester,Sexual orientation,0.154783241
2014/15,England,North West,Lancashire,Sexual orientation,0.080164187
2014/15,England,North West,Merseyside,Sexual orientation,0.046725176
2014/15,England,North West,,Sexual orientation,0.106687363
2014/15,England,Yorkshire and The Humber,North Yorkshire,Sexual orientation,0.084369863
2014/15,England,Yorkshire and The Humber,South Yorkshire,Sexual orientation,0.019767954
2014/15,England,Yorkshire and The Humber,West Yorkshire,Sexual orientation,0.032239131
2014/15,England,Yorkshire and The Humber,Humberside,Sexual orientation,0.174265811
2014/15,England,Yorkshire and The Humber,,Sexual orientation,0.061380288
2014/15,England,East Midlands,Derbyshire,Sexual orientation,0.047468339
2014/15,England,East Midlands,Leicestershire,Sexual orientation,0.081450392
2014/15,England,East Midlands,Lincolnshire,Sexual orientation,0.035542627
2014/15,England,East Midlands,Northamptonshire,Sexual orientation,0.05739146
2014/15,England,East Midlands,Nottinghamshire,Sexual orientation,0.060054246
2014/15,England,East Midlands,,Sexual orientation,0.057790842
2014/15,England,West Midlands,Staffordshire,Sexual orientation,0.080094169
2014/15,England,West Midlands,Warwickshire,Sexual orientation,0.039884408
2014/15,England,West Midlands,West Mercia,Sexual orientation,0.054744144
2014/15,England,West Midlands,West Midlands,Sexual orientation,0.111097026
2014/15,England,West Midlands,,Sexual orientation,0.174835384
2014/15,England,East of England,Bedfordshire,Sexual orientation,0.034163507
2014/15,England,East of England,Cambridgeshire,Sexual orientation,0.032519189
2014/15,England,East of England,Essex,Sexual orientation,0.05470478
2014/15,England,East of England,Hertfordshire,Sexual orientation,0.034639052
2014/15,England,East of England,Norfolk,Sexual orientation,0.111654191
2014/15,England,East of England,Suffolk,Sexual orientation,0.0785363
2014/15,England,East of England,,Sexual orientation,0.056825895
2014/15,England,London,"London, City of",Sexual orientation,0.743310208
2014/15,England,London,Metropolitan Police,Sexual orientation,0.181581238
2014/15,England,London,,Sexual orientation,0.182112266
2014/15,England,South East,Hampshire,Sexual orientation,0.115486777
2014/15,England,South East,Kent,Sexual orientation,0.053800531
2014/15,England,South East,Surrey,Sexual orientation,0.066307515
2014/15,England,South East,Sussex,Sexual orientation,0.139458175
2014/15,England,South East,Thames Valley,Sexual orientation,0.042319683
2014/15,England,South East,,Sexual orientation,0.081813713
2014/15,England,South West,Avon and Somerset,Sexual orientation,0.151292916
2014/15,England,South West,Dorset,Sexual orientation,0.165840099
2014/15,England,South West,Gloucestershire,Sexual orientation,0.057252033
2014/15,England,South West,Wiltshire,Sexual orientation,0.049674734
2014/15,England,South West,Devon & Cornwall,Sexual orientation,0.013470403
2014/15,England,South West,,Sexual orientation,0.084265991
2014/15,Wales,,Dyfed-Powys,Sexual orientation,0.02516142
2014/15,Wales,,Gwent,Sexual orientation,0.055134295
2014/15,Wales,,North Wales,Sexual orientation,0.095095658
2014/15,Wales,,South Wales,Sexual orientation,0.184482983
2014/15,Wales,,,Sexual orientation,0.113517436
2014/15,England,,,Sexual orientation,0.093617758
2014/15,,,,Sexual orientation,0.097494012
2014/15,England,North East,Cleveland,Disability,0.035658887
2014/15,England,North East,Durham,Disability,0.033700292
2014/15,England,North East,Northumbria,Disability,0.019516275
2014/15,England,North East,,Disability,0.026348851
2014/15,England,North West,Cheshire,Disability,0.042341443
2014/15,England,North West,Cumbria,Disability,0.120512419
2014/15,England,North West,Greater Manchester,Disability,0.05891277
2014/15,England,North West,Lancashire,Disability,0.063180249
2014/15,England,North West,Merseyside,Disability,0.133705889
2014/15,England,North West,,Disability,0.076265342
2014/15,England,Yorkshire and The Humber,North Yorkshire,Disability,0.047147864
2014/15,England,Yorkshire and The Humber,South Yorkshire,Disability,0.01025005
2014/15,England,Yorkshire and The Humber,West Yorkshire,Disability,0.008832639
2014/15,England,Yorkshire and The Humber,Humberside,Disability,0.098498067
2014/15,England,Yorkshire and The Humber,,Disability,0.030410295
2014/15,England,East Midlands,Derbyshire,Disability,0.017437349
2014/15,England,East Midlands,Leicestershire,Disability,0.057494394
2014/15,England,East Midlands,Lincolnshire,Disability,0.031441554
2014/15,England,East Midlands,Northamptonshire,Disability,0.088186878
2014/15,England,East Midlands,Nottinghamshire,Disability,0.049298262
2014/15,England,East Midlands,,Disability,0.047224606
2014/15,England,West Midlands,Staffordshire,Disability,0.040497052
2014/15,England,West Midlands,Warwickshire,Disability,0.019942204
2014/15,England,West Midlands,West Mercia,Disability,0.027372072
2014/15,England,West Midlands,West Midlands,Disability,0.014243208
2014/15,England,West Midlands,,Disability,0.046290428
2014/15,England,East of England,Bedfordshire,Disability,0.024846187
2014/15,England,East of England,Cambridgeshire,Disability,0.020475045
2014/15,England,East of England,Essex,Disability,0.043425444
2014/15,England,East of England,Hertfordshire,Disability,0.064082247
2014/15,England,East of England,Norfolk,Disability,0.078613665
2014/15,England,East of England,Suffolk,Disability,0.112388153
2014/15,England,East of England,,Disability,0.055828949
2014/15,England,London,Metropolitan Police,Disability,0.020866017
2014/15,England,London,,Disability,0.020846292
2014/15,England,South East,Hampshire,Disability,0.050525465
2014/15,England,South East,Kent,Disability,0.027460688
2014/15,England,South East,Surrey,Disability,0.040473418
2014/15,England,South East,Sussex,Disability,0.064878368
2014/15,England,South East,Thames Valley,Disability,0.019236219
2014/15,England,South East,,Disability,0.038991108
2014/15,England,South West,Avon and Somerset,Disability,0.069266636
2014/15,England,South West,Dorset,Disability,0.051331459
2014/15,England,South West,Gloucestershire,Disability,0.031079675
2014/15,England,South West,Wiltshire,Disability,0.024837367
2014/15,England,South West,Devon & Cornwall,Disability,0.005856697
2014/15,England,South West,,Disability,0.035771558
2014/15,Wales,,Dyfed-Powys,Disability,0.027096914
2014/15,Wales,,Gwent,Disability,0.039627775
2014/15,Wales,,North Wales,Disability,0.040343612
2014/15,Wales,,South Wales,Disability,0.105309036
2014/15,Wales,,,Disability,0.065329123
2014/15,England,,,Disability,0.040116636
2014/15,,,,Disability,0.043686793
2014/15,England,North East,Cleveland,Transgender,0.010697666
2014/15,England,North East,Durham,Transgender,0.025676413
2014/15,England,North East,Northumbria,Transgender,0.006273088
2014/15,England,North East,,Transgender,0.01183789
2014/15,England,North West,Cheshire,Transgender,0.00866075
2014/15,England,North West,Cumbria,Transgender,0.012051242
2014/15,England,North West,Greater Manchester,Transgender,0.012807124
2014/15,England,North West,Lancashire,Transgender,0.010190363
2014/15,England,North West,Merseyside,Transgender,0.015814675
2014/15,England,North West,,Transgender,0.012196847
2014/15,England,Yorkshire and The Humber,West Yorkshire,Transgender,0.002649792
2014/15,England,Yorkshire and The Humber,Humberside,Transgender,0.019483134
2014/15,England,Yorkshire and The Humber,,Transgender,0.004664156
2014/15,England,East Midlands,Derbyshire,Transgender,0.002906225
2014/15,England,East Midlands,Leicestershire,Transgender,0.008624159
2014/15,England,East Midlands,Northamptonshire,Transgender,0.00839875
2014/15,England,East Midlands,,Transgender,0.004744024
2014/15,England,West Midlands,Staffordshire,Transgender,0.011699148
2014/15,England,West Midlands,West Mercia,Transgender,0.014491097
2014/15,England,West Midlands,West Midlands,Transgender,0.008545925
2014/15,England,West Midlands,,Transgender,0.019940492
2014/15,England,East of England,Cambridgeshire,Transgender,0.008430901
2014/15,England,East of England,Essex,Transgender,0.012971237
2014/15,England,East of England,Hertfordshire,Transgender,0.003463905
2014/15,England,East of England,Norfolk,Transgender,0.017089927
2014/15,England,East of England,Suffolk,Transgender,0.009478519
2014/15,England,East of England,,Transgender,0.009470982
2014/15,England,London,Metropolitan Police,Transgender,0.012543055
2014/15,England,London,,Transgender,0.012531198
2014/15,England,South East,Hampshire,Transgender,0.017013677
2014/15,England,South East,Kent,Transgender,0.005604222
2014/15,England,South East,Sussex,Transgender,0.017583857
2014/15,England,South East,Thames Valley,Transgender,0.007267016
2014/15,England,South East,,Transgender,0.010142196
2014/15,England,South West,Avon and Somerset,Transgender,0.028557297
2014/15,England,South West,Dorset,Transgender,0.02105906
2014/15,England,South West,Gloucestershire,Transgender,0.013086179
2014/15,England,South West,Wiltshire,Transgender,0.012418683
2014/15,England,South West,Devon & Cornwall,Transgender,0.001757009
2014/15,England,South West,,Transgender,0.014751158
2014/15,Wales,,Gwent,Transgender,0.006891787
2014/15,Wales,,North Wales,Transgender,0.01296759
2014/15,Wales,,South Wales,Transgender,0.019216977
2014/15,Wales,,,Transgender,0.012289637
2014/15,England,,,Transgender,0.010217867
2014/15,,,,Transgender,0.010538481
2014/15,England,North East,Cleveland,,0.857596234
2014/15,England,North East,Durham,,0.441313349
2014/15,England,North East,Northumbria,,0.635672963
2014/15,England,North East,,,0.636954837
2014/15,England,North West,Cheshire,,0.649556233
2014/15,England,North West,Cumbria,,0.64072436
2014/15,England,North West,Greater Manchester,,1.426347694
2014/15,England,North West,Lancashire,,0.598513973
2014/15,England,North West,Merseyside,,1.375876726
2014/15,England,North West,,,1.07766854
2014/15,England,Yorkshire and The Humber,North Yorkshire,,0.646422035
2014/15,England,Yorkshire and The Humber,South Yorkshire,,0.164732946
2014/15,England,Yorkshire and The Humber,West Yorkshire,,0.334315376
2014/15,England,Yorkshire and The Humber,Humberside,,2.337976092
2014/15,England,Yorkshire and The Humber,,,0.68339208
2014/15,England,East Midlands,Derbyshire,,0.454339817
2014/15,England,East Midlands,Leicestershire,,0.940991587
2014/15,England,East Midlands,Lincolnshire,,0.296644229
2014/15,England,East Midlands,Northamptonshire,,0.747488774
2014/15,England,East Midlands,Nottinghamshire,,0.737681261
2014/15,England,East Midlands,,,0.652303342
2014/15,England,West Midlands,Staffordshire,,0.76044464
2014/15,England,West Midlands,Warwickshire,,0.313636479
2014/15,England,West Midlands,West Mercia,,0.47337583
2014/15,England,West Midlands,West Midlands,,1.215657844
2014/15,England,West Midlands,,,1.787522665
2014/15,England,East of England,Bedfordshire,,0.770231784
2014/15,England,East of England,Cambridgeshire,,0.552826219
2014/15,England,East of England,Essex,,0.661533065
2014/15,England,East of England,Hertfordshire,,0.756863295
2014/15,England,East of England,Norfolk,,0.649417233
2014/15,England,East of England,Suffolk,,0.595792621
2014/15,England,East of England,,,0.666624241
2014/15,England,London,"London, City of",,8.052527255
2014/15,England,London,Metropolitan Police,,1.628135456
2014/15,England,London,,,1.634208718
2014/15,England,South East,Hampshire,,0.797580552
2014/15,England,South East,Kent,,0.541367845
2014/15,England,South East,Surrey,,0.589017409
2014/15,England,South East,Sussex,,0.82765395
2014/15,England,South East,Thames Valley,,0.528354829
2014/15,England,South East,,,0.653382794
2014/15,England,South West,Avon and Somerset,,1.118595418
2014/15,England,South West,Dorset,,1.122711143
2014/15,England,South West,Gloucestershire,,0.456380494
2014/15,England,South West,Wiltshire,,0.449142386
2014/15,England,South West,Devon & Cornwall,,0.172772566
2014/15,England,South West,,,0.642597325
2014/15,Wales,,Dyfed-Powys,,0.191613892
2014/15,Wales,,Gwent,,0.460026775
2014/15,Wales,,North Wales,,0.564810572
2014/15,Wales,,South Wales,,1.15378732
2014/15,Wales,,,,0.730586578
2014/15,England,,,,0.889451549
2014/15,,,,,0.914984002
2013/14,England,North East,Cleveland,Race,0.539531394
2013/14,England,North East,Durham,Race,0.291299793
2013/14,England,North East,Northumbria,Race,0.407168687
2013/14,England,North East,,Race,0.407970792
2013/14,England,North West,Cheshire,Race,0.523766636
2013/14,England,North West,Cumbria,Race,0.329270986
2013/14,England,North West,Greater Manchester,Race,0.994863982
2013/14,England,North West,Lancashire,Race,0.520817022
2013/14,England,North West,Merseyside,Race,0.979381778
2013/14,England,North West,,Race,0.77851567
2013/14,England,Yorkshire and The Humber,North Yorkshire,Race,0.562609914
2013/14,England,Yorkshire and The Humber,South Yorkshire,Race,0.12296111
2013/14,England,Yorkshire and The Humber,West Yorkshire,Race,0.242873743
2013/14,England,Yorkshire and The Humber,Humberside,Race,1.790317106
2013/14,England,Yorkshire and The Humber,,Race,0.527941659
2013/14,England,East Midlands,Derbyshire,Race,0.346444034
2013/14,England,East Midlands,Leicestershire,Race,0.717333031
2013/14,England,East Midlands,Lincolnshire,Race,0.28852698
2013/14,England,East Midlands,Northamptonshire,Race,0.462888908
2013/14,England,East Midlands,Nottinghamshire,Race,0.520300293
2013/14,England,East Midlands,,Race,0.480381243
2013/14,England,West Midlands,Staffordshire,Race,0.656591109
2013/14,England,West Midlands,Warwickshire,Race,0.317096417
2013/14,England,West Midlands,West Mercia,Race,0.365910721
2013/14,England,West Midlands,West Midlands,Race,0.935521246
2013/14,England,West Midlands,,Race,1.42160429
2013/14,England,East of England,Bedfordshire,Race,0.441710049
2013/14,England,East of England,Cambridgeshire,Race,0.33611194
2013/14,England,East of England,Essex,Race,0.480305205
2013/14,England,East of England,Hertfordshire,Race,0.476022242
2013/14,England,East of England,Norfolk,Race,0.298493755
2013/14,England,East of England,Suffolk,Race,0.559590233
2013/14,England,East of England,,Race,0.438673393
2013/14,England,London,"London, City of",Race,7.845188285
2013/14,England,London,Metropolitan Police,Race,1.159367551
2013/14,England,London,,Race,1.165442867
2013/14,England,South East,Hampshire,Race,0.433603154
2013/14,England,South East,Kent,Race,0.50152526
2013/14,England,South East,Surrey,Race,0.305525321
2013/14,England,South East,Sussex,Race,0.460256936
2013/14,England,South East,Thames Valley,Race,0.481341852
2013/14,England,South East,,Race,0.447981898
2013/14,England,South West,Avon and Somerset,Race,0.722898215
2013/14,England,South West,Dorset,Race,1.031197024
2013/14,England,South West,Gloucestershire,Race,0.239410621
2013/14,England,South West,Wiltshire,Race,0.323163079
2013/14,England,South West,Devon & Cornwall,Race,0.138226635
2013/14,England,South West,,Race,0.463218137
2013/14,Wales,,Dyfed-Powys,Race,0.125820008
2013/14,Wales,,Gwent,Race,0.32291431
2013/14,Wales,,North Wales,Race,0.407522696
2013/14,Wales,,South Wales,Race,0.678142045
2013/14,Wales,,,Race,0.458082826
2013/14,England,,,Race,0.639180874
2013/14,,,,Race,0.658211865
2013/14,England,North East,Cleveland,Religion,0.033944028
2013/14,England,North East,Durham,Religion,0.032187822
2013/14,England,North East,Northumbria,Religion,0.013992051
2013/14,England,North East,,Religion,0.022601199
2013/14,England,North West,Cheshire,Religion,0.017394464
2013/14,England,North West,Cumbria,Religion,0.048185998
2013/14,England,North West,Greater Manchester,Religion,0.072561349
2013/14,England,North West,Lancashire,Religion,0.051060492
2013/14,England,North West,Merseyside,Religion,0.029568964
2013/14,England,North West,,Religion,0.049977046
2013/14,England,Yorkshire and The Humber,North Yorkshire,Religion,0.014903574
2013/14,England,Yorkshire and The Humber,South Yorkshire,Religion,0.004417764
2013/14,England,Yorkshire and The Humber,West Yorkshire,Religion,0.002220052
2013/14,England,Yorkshire and The Humber,Humberside,Religion,0.067231775
