Year,Units,Country,Region,Sector performing research and development,Product groups of UK business performing research and development,Sector funding research and development,Sector funding research and development for business,GeoCode,Value
2010,Performing research and development,Scotland,,Government,,,,S92000003,0.0171324904773863
2010,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0553872294885365
2010,Performing research and development,Scotland,,Business,,,,S92000003,0.0363185328955552
2010,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.00111478533928198
2010,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00915297436463103
2010,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.0190100236803875
2011,Performing research and development,,North West,Government,,,,E12000002,0.00485795962225894
2011,Performing research and development,,North West,Higher education,,,,E12000002,0.0332538902714154
2011,Performing research and development,,North West,Business,,,,E12000002,0.128388932873985
2011,Performing research and development,,North West,Private non-profit,,,,E12000002,0.00225548125319165
2011,Performing research and development,,North West,,,,,E12000002,0.168756264020852
2011,Performing research and development,,North East,Higher education,,,,E12000001,0.013417221813858
2011,Performing research and development,,North East,Business,,,,E12000001,0.0149787088352984
2011,Performing research and development,,North East,Private non-profit,,,,E12000001,0.00127232275821067
2011,Performing research and development,,North East,,,,,E12000001,0.0296682534073671
2011,Performing research and development,,Yorkshire and the Humber,Government,,,,E12000003,0.00329647260081856
2011,Performing research and development,,Yorkshire and the Humber,Higher education,,,,E12000003,0.0286272620597402
2011,Performing research and development,,Yorkshire and the Humber,Business,,,,E12000003,0.0318080689552669
2011,Performing research and development,,Yorkshire and the Humber,Private non-profit,,,,E12000003,0.000173498557937819
2011,Performing research and development,,Yorkshire and the Humber,,,,,E12000003,0.0639053021737634
2011,Performing research and development,,East Midlands,Government,,,,E12000004,0.00584111811723992
2011,Performing research and development,,East Midlands,Higher education,,,,E12000004,0.0197210027522655
2011,Performing research and development,,East Midlands,Business,,,,E12000004,0.0662764491322469
2011,Performing research and development,,East Midlands,Private non-profit,,,,E12000004,0.000289164263229699
2011,Performing research and development,,East Midlands,,,,,E12000004,0.0921277342649819
2011,Performing research and development,,West Midlands,Government,,,,E12000005,5.78328526459397e-05
2011,Performing research and development,,West Midlands,Higher education,,,,E12000005,0.0208776598051843
2011,Performing research and development,,West Midlands,Business,,,,E12000005,0.0740838842394488
2011,Performing research and development,,West Midlands,Private non-profit,,,,E12000005,0.000289164263229699
2011,Performing research and development,,West Midlands,,,,,E12000005,0.0953085411605087
2011,Performing research and development,,East of England,Government,,,,E12000006,0.0120870662030014
2011,Performing research and development,,East of England,Higher education,,,,E12000006,0.0365503628722339
2011,Performing research and development,,East of England,Business,,,,E12000006,0.210453750778575
2011,Performing research and development,,East of England,Private non-profit,,,,E12000006,0.0146895445720687
2011,Performing research and development,,East of England,,,,,E12000006,0.273780724425879
2011,Performing research and development,,London,Government,,,,E12000007,0.0187378442572845
2011,Performing research and development,,London,Higher education,,,,E12000007,0.100744829309226
2011,Performing research and development,,London,Business,,,,E12000007,0.0646571292581607
2011,Performing research and development,,London,Private non-profit,,,,E12000007,0.00838576363366127
2011,Performing research and development,,London,,,,,E12000007,0.192525566458333
2011,Performing research and development,,South East,Government,,,,E12000008,0.0486374290752353
2011,Performing research and development,,South East,Higher education,,,,E12000008,0.0589316768462126
2011,Performing research and development,,South East,Business,,,,E12000008,0.264816632265757
2011,Performing research and development,,South East,Private non-profit,,,,E12000008,0.00167715272673225
2011,Performing research and development,,South East,,,,,E12000008,0.374062890913937
2011,Performing research and development,,South West,Government,,,,E12000009,0.0233066396163137
2011,Performing research and development,,South West,Higher education,,,,E12000009,0.0205884955419546
2011,Performing research and development,,South West,Business,,,,E12000009,0.0785948467458321
2011,Performing research and development,,South West,Private non-profit,,,,E12000009,0.000636161379105337
2011,Performing research and development,,South West,,,,,E12000009,0.123126143283206
2011,Performing research and development,England,,Government,,,,E92000001,0.116822362344798
2011,Performing research and development,England,,Higher education,,,,E92000001,0.332712401272091
2011,Performing research and development,England,,Business,,,,E92000001,0.934058403084573
2011,Performing research and development,England,,Private non-profit,,,,E92000001,0.0296682534073671
2011,Performing research and development,England,,,,,,E92000001,1.41326142010883
2011,Performing research and development,Wales,,Government,,,,W92000004,0.00202414984260789
2011,Performing research and development,Wales,,Higher education,,,,W92000004,0.0154413716564659
2011,Performing research and development,Wales,,Business,,,,W92000004,0.0145738788667768
2011,Performing research and development,Wales,,Private non-profit,,,,W92000004,0.00011566570529188
2011,Performing research and development,Wales,,,,,,W92000004,0.0321550660711425
2011,Performing research and development,Scotland,,Government,,,,S92000003,0.0161931987408631
2011,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0549990428662887
2011,Performing research and development,Scotland,,Business,,,,S92000003,0.04030949829422
2011,Performing research and development,Scotland,,Private non-profit,,,,S92000003,0.000636161379105337
2011,Performing research and development,Scotland,,,,,,S92000003,0.112137901280476
2011,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.00121448990556473
2011,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00850142933895314
2011,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.0203571641313708
2011,Performing research and development,Northern Ireland,,,,,,N92000002,0.0300730833758887
2012,Performing research and development,,North West,Government,,,,E12000002,0.00438812448140347
2012,Performing research and development,,North West,Higher education,,,,E12000002,0.0327114734068259
2012,Performing research and development,,North West,Business,,,,E12000002,0.101496749368566
2012,Performing research and development,,North West,Private non-profit,,,,E12000002,0.00219720419936947
2012,Performing research and development,,North West,,,,,E12000002,0.140818903812311
2012,Performing research and development,,North East,Higher education,,,,E12000001,0.0133353393330963
2012,Performing research and development,,North East,Business,,,,E12000001,0.0160707935552699
2012,Performing research and development,,North East,Private non-profit,,,,E12000001,0.00123944852272124
2012,Performing research and development,,North East,,,,,E12000001,0.0306598827401957
2012,Performing research and development,,Yorkshire and the Humber,Government,,,,E12000003,0.00336232914808837
2012,Performing research and development,,Yorkshire and the Humber,Higher education,,,,E12000003,0.0283233489254224
2012,Performing research and development,,Yorkshire and the Humber,Business,,,,E12000003,0.0341931777771699
2012,Performing research and development,,Yorkshire and the Humber,Private non-profit,,,,E12000003,0.000169015707643806
2012,Performing research and development,,Yorkshire and the Humber,,,,,E12000003,0.0660498217395665
2012,Performing research and development,,East Midlands,Government,,,,E12000004,0.00490102214806102
2012,Performing research and development,,East Midlands,Higher education,,,,E12000004,0.0196040885922441
2012,Performing research and development,,East Midlands,Business,,,,E12000004,0.0694121508876549
2012,Performing research and development,,East Midlands,Private non-profit,,,,E12000004,0.000281692846073008
2012,Performing research and development,,East Midlands,,,,,E12000004,0.0942022047761031
2012,Performing research and development,,West Midlands,Government,,,,E12000005,0.000113977259257233
2012,Performing research and development,,West Midlands,Higher education,,,,E12000005,0.0198890317403872
2012,Performing research and development,,West Midlands,Business,,,,E12000005,0.0832033992577801
2012,Performing research and development,,West Midlands,Private non-profit,,,,E12000005,0.000281692846073008
2012,Performing research and development,,West Midlands,,,,,E12000005,0.103491351405568
2012,Performing research and development,,East of England,Government,,,,E12000006,0.0120246008516381
2012,Performing research and development,,East of England,Higher education,,,,E12000006,0.0366436888512004
2012,Performing research and development,,East of England,Business,,,,E12000006,0.205500998440791
2012,Performing research and development,,East of England,Private non-profit,,,,E12000006,0.0143099965805089
2012,Performing research and development,,East of England,,,,,E12000006,0.268473434180412
2012,Performing research and development,,London,Government,,,,E12000007,0.0186352818885576
2012,Performing research and development,,London,Higher education,,,,E12000007,0.099559135961193
2012,Performing research and development,,London,Business,,,,E12000007,0.0894721485169279
2012,Performing research and development,,London,Private non-profit,,,,E12000007,0.00816909253611727
2012,Performing research and development,,London,,,,,E12000007,0.215815940403571
2012,Performing research and development,,South East,Government,,,,E12000008,0.0459898241102935
2012,Performing research and development,,South East,Higher education,,,,E12000008,0.0582423794804461
2012,Performing research and development,,South East,Business,,,,E12000008,0.235534006255071
2012,Performing research and development,,South East,Private non-profit,,,,E12000008,0.00163381850722345
2012,Performing research and development,,South East,,,,,E12000008,0.341418880105041
2012,Performing research and development,,South West,Government,,,,E12000009,0.0192051681848438
2012,Performing research and development,,South West,Higher education,,,,E12000009,0.0204589180366733
2012,Performing research and development,,South West,Business,,,,E12000009,0.0779034567023188
2012,Performing research and development,,South West,Private non-profit,,,,E12000009,0.00061972426136062
2012,Performing research and development,,South West,,,,,E12000009,0.11819441784975
2012,Performing research and development,England,,Government,,,,E92000001,0.108620328072143
2012,Performing research and development,England,,Higher education,,,,E92000001,0.328767404327489
2012,Performing research and development,England,,Business,,,,E92000001,0.91278688076155
2012,Performing research and development,England,,Private non-profit,,,,E92000001,0.0288932352217086
2012,Performing research and development,England,,,,,,E92000001,1.37912483701252
2012,Performing research and development,Wales,,Government,,,,W92000004,0.00176664751848711
2012,Performing research and development,Wales,,Higher education,,,,W92000004,0.0148740323330689
2012,Performing research and development,Wales,,Business,,,,W92000004,0.0152729527404692
2012,Performing research and development,Wales,,Private non-profit,,,,W92000004,0.000112677138429204
2012,Performing research and development,Wales,,,,,,W92000004,0.0320276098512825
2012,Performing research and development,Scotland,,Government,,,,S92000003,0.0135063052219821
2012,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0548800503323577
2012,Performing research and development,Scotland,,Business,,,,S92000003,0.0404049384066891
2012,Performing research and development,Scotland,,Private non-profit,,,,S92000003,0.00061972426136062
2012,Performing research and development,Scotland,,,,,,S92000003,0.109418168886944
2012,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.00119676122220095
2012,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00792141951837769
2012,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.0236502812958758
2012,Performing research and development,Northern Ireland,,,,,,N92000002,0.0327684620364545
2013,Performing research and development,,North West,Higher education,,,,E12000002,0.0333379868770068
2013,Performing research and development,,North West,Business,,,,E12000002,0.102471031690631
2013,Performing research and development,,North West,,,,,E12000002,0.142901019126065
2013,Performing research and development,,North East,Higher education,,,,E12000001,0.01390478849644
2013,Performing research and development,,North East,Business,,,,E12000001,0.0180371352785146
2013,Performing research and development,,North East,,,,,E12000001,0.0328912466843501
2013,Performing research and development,,Yorkshire and the Humber,Government,,,,E12000003,0.00418818930615664
2013,Performing research and development,,Yorkshire and the Humber,Higher education,,,,E12000003,0.0295406952394248
2013,Performing research and development,,Yorkshire and the Humber,Business,,,,E12000003,0.0368560658941784
2013,Performing research and development,,Yorkshire and the Humber,Private non-profit,,,,E12000003,0.000167527572246266
2013,Performing research and development,,Yorkshire and the Humber,,,,,E12000003,0.0707524780120061
2013,Performing research and development,,East Midlands,Government,,,,E12000004,0.00491414211922378
2013,Performing research and development,,East Midlands,Higher education,,,,E12000004,0.0188189306156638
2013,Performing research and development,,East Midlands,Business,,,,E12000004,0.0748289822699986
2013,Performing research and development,,East Midlands,Private non-profit,,,,E12000004,0.000111685048164177
2013,Performing research and development,,East Midlands,,,,,E12000004,0.0986737400530504
2013,Performing research and development,,West Midlands,Government,,,,E12000005,0.000223370096328354
2013,Performing research and development,,West Midlands,Higher education,,,,E12000005,0.0206617339103728
2013,Performing research and development,,West Midlands,Business,,,,E12000005,0.0940388105542371
2013,Performing research and development,,West Midlands,,,,,E12000005,0.114923914560938
2013,Performing research and development,,East of England,Government,,,,E12000006,0.0120619852017311
2013,Performing research and development,,East of England,Higher education,,,,E12000006,0.0388663967611336
2013,Performing research and development,,East of England,Business,,,,E12000006,0.2310205221276
2013,Performing research and development,,East of England,Private non-profit,,,,E12000006,0.014519056261343
2013,Performing research and development,,East of England,,,,,E12000006,0.296467960351808
2013,Performing research and development,,London,Government,,,,E12000007,0.0187630880915817
2013,Performing research and development,,London,Higher education,,,,E12000007,0.104146307413095
2013,Performing research and development,,London,Business,,,,E12000007,0.0720926985899763
2013,Performing research and development,,London,Private non-profit,,,,E12000007,0.00547256736004467
2013,Performing research and development,,London,,,,,E12000007,0.200474661454698
2013,Performing research and development,,South East,Government,,,,E12000008,0.047298617897529
2013,Performing research and development,,South East,Higher education,,,,E12000008,0.0614267764902974
2013,Performing research and development,,South East,Business,,,,E12000008,0.239452743263996
2013,Performing research and development,,South East,Private non-profit,,,,E12000008,0.00111685048164176
2013,Performing research and development,,South East,,,,,E12000008,0.349294988133464
2013,Performing research and development,,South West,Government,,,,E12000009,0.0203825212899623
2013,Performing research and development,,South West,Higher education,,,,E12000009,0.0213876867234399
2013,Performing research and development,,South West,Business,,,,E12000009,0.0809716599190283
2013,Performing research and development,,South West,Private non-profit,,,,E12000009,0.000837637861231328
2013,Performing research and development,,South West,,,,,E12000009,0.123579505793661
2013,Performing research and development,England,,Government,,,,E92000001,0.11257852854949
2013,Performing research and development,England,,Higher education,,,,E92000001,0.342035460002791
2013,Performing research and development,England,,Business,,,,E92000001,0.949825492112242
2013,Performing research and development,England,,Private non-profit,,,,E92000001,0.0254083484573503
2013,Performing research and development,England,,,,,,E92000001,1.42984782912188
2013,Performing research and development,Wales,,Government,,,,W92000004,0.00100516543347759
2013,Performing research and development,Wales,,Higher education,,,,W92000004,0.015747591791149
2013,Performing research and development,Wales,,Business,,,,W92000004,0.0204942063381265
2013,Performing research and development,Wales,,Private non-profit,,,,W92000004,5.58425240820885e-05
2013,Performing research and development,Wales,,,,,,W92000004,0.0373028060868351
2013,Performing research and development,Scotland,,Government,,,,S92000003,0.0144073712131788
2013,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0579086974731258
2013,Performing research and development,Scotland,,Business,,,,S92000003,0.0447298617897529
2013,Performing research and development,Scotland,,Private non-profit,,,,S92000003,0.00178696077062683
2013,Performing research and development,Scotland,,,,,,S92000003,0.118832891246684
2013,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.00128437805388804
2013,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00832053608823119
2013,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.024626553120201
2013,Performing research and development,Northern Ireland,,,,,,N92000002,0.0342314672623203
2014,Performing research and development,,North West,Higher education,,,,E12000002,0.0339755636042058
2014,Performing research and development,,North West,Business,,,,E12000002,0.103660690868971
2014,Performing research and development,,North West,,,,,E12000002,0.144734817203881
2014,Performing research and development,,North East,Higher education,,,,E12000001,0.0139803754543622
2014,Performing research and development,,North East,Business,,,,E12000001,0.0152808754966285
2014,Performing research and development,,North East,,,,,E12000001,0.0302366259826903
2014,Performing research and development,,Yorkshire and the Humber,Government,,,,E12000003,0.00384731262503766
2014,Performing research and development,,Yorkshire and the Humber,Higher education,,,,E12000003,0.029478000958035
2014,Performing research and development,,Yorkshire and the Humber,Business,,,,E12000003,0.0379312512327657
2014,Performing research and development,,Yorkshire and the Humber,Private non-profit,,,,E12000003,0.000162562505283281
2014,Performing research and development,,Yorkshire and the Humber,,,,,E12000003,0.0714191273211216
2014,Performing research and development,,East Midlands,Government,,,,E12000004,0.00471431265321516
2014,Performing research and development,,East Midlands,Higher education,,,,E12000004,0.0182611880934886
2014,Performing research and development,,East Midlands,Business,,,,E12000004,0.0798181900940912
2014,Performing research and development,,East Midlands,Private non-profit,,,,E12000004,0.000108375003522188
2014,Performing research and development,,East Midlands,,,,,E12000004,0.102902065844316
2014,Performing research and development,,West Midlands,Government,,,,E12000005,0.000216750007044375
2014,Performing research and development,,West Midlands,Higher education,,,,E12000005,0.0202661256586491
2014,Performing research and development,,West Midlands,Business,,,,E12000005,0.104256753388344
2014,Performing research and development,,West Midlands,,,,,E12000005,0.124739629054038
2014,Performing research and development,,East of England,Government,,,,E12000006,0.011541937875113
2014,Performing research and development,,East of England,Higher education,,,,E12000006,0.0395568762855985
2014,Performing research and development,,East of England,Business,,,,E12000006,0.220597319669413
2014,Performing research and development,,East of England,Private non-profit,,,,E12000006,0.0147931879807786
2014,Performing research and development,,East of England,,,,,E12000006,0.286489321810903
2014,Performing research and development,,London,Government,,,,E12000007,0.0181528130899664
2014,Performing research and development,,London,Higher education,,,,E12000007,0.103823253374255
2014,Performing research and development,,London,Business,,,,E12000007,0.0933650655343646
2014,Performing research and development,,London,Private non-profit,,,,E12000007,0.00558131268139266
2014,Performing research and development,,London,,,,,E12000007,0.220922444679978
2014,Performing research and development,,South East,Government,,,,E12000008,0.0415076263489979
2014,Performing research and development,,South East,Higher education,,,,E12000008,0.0637245020710463
2014,Performing research and development,,South East,Business,,,,E12000008,0.246769883020021
2014,Performing research and development,,South East,Private non-profit,,,,E12000008,0.00303450009862125
2014,Performing research and development,,South East,,,,,E12000008,0.355036511538687
2014,Performing research and development,,South West,Government,,,,E12000009,0.0192907506269494
2014,Performing research and development,,South West,Higher education,,,,E12000009,0.0212415006903488
2014,Performing research and development,,South West,Business,,,,E12000009,0.0845866902490674
2014,Performing research and development,,South West,Private non-profit,,,,E12000009,0.000867000028177501
2014,Performing research and development,,South West,,,,,E12000009,0.125985941594543
2014,Performing research and development,England,,Government,,,,E92000001,0.10409419088306
2014,Performing research and development,England,,Higher education,,,,E92000001,0.344361573691751
2014,Performing research and development,England,,Business,,,,E92000001,0.986266719553667
2014,Performing research and development,England,,Private non-profit,,,,E92000001,0.0277981884034411
2014,Performing research and development,England,,,,,,E92000001,1.46252067253191
2014,Performing research and development,Wales,,Government,,,,W92000004,0.000921187529938594
2014,Performing research and development,Wales,,Higher education,,,,W92000004,0.0153350629983895
2014,Performing research and development,Wales,,Business,,,,W92000004,0.0209163756797822
2014,Performing research and development,Wales,,Private non-profit,,,,W92000004,5.41875017610937e-05
2014,Performing research and development,Wales,,,,,,W92000004,0.0372268137098714
2014,Performing research and development,Scotland,,Government,,,,S92000003,0.0138178129490789
2014,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0568426893473874
2014,Performing research and development,Scotland,,Business,,,,S92000003,0.047359876539196
2014,Performing research and development,Scotland,,Private non-profit,,,,S92000003,0.00184237505987718
2014,Performing research and development,Scotland,,,,,,S92000003,0.119862753895539
2014,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.000975375031699689
2014,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00801975026064188
2014,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.0193991256304716
2014,Performing research and development,Northern Ireland,,,,,,N92000002,0.0283942509228132
2015,Performing research and development,,North West,Government,,,,E12000002,0.00794181508595425
2015,Performing research and development,,North West,Higher education,,,,E12000002,0.0338321322661652
2015,Performing research and development,,North West,Business,,,,E12000002,0.111873701844142
2015,Performing research and development,,North West,Private non-profit,,,,E12000002,5.29454339063618e-05
2015,Performing research and development,,North West,,,,,E12000002,0.153700594630168
2015,Performing research and development,,North East,Government,,,,E12000001,0.002488435393599
2015,Performing research and development,,North East,Higher education,,,,E12000001,0.0129716313070586
2015,Performing research and development,,North East,Business,,,,E12000001,0.0162013027753467
2015,Performing research and development,,North East,Private non-profit,,,,E12000001,0.00185309018672266
2015,Performing research and development,,North East,,,,,E12000001,0.033514459662727
2015,Performing research and development,,Yorkshire and the Humber,Government,,,,E12000003,0.00587694316360616
2015,Performing research and development,,Yorkshire and the Humber,Higher education,,,,E12000003,0.0288552614789672
2015,Performing research and development,,Yorkshire and the Humber,Business,,,,E12000003,0.0412444930130558
2015,Performing research and development,,Yorkshire and the Humber,Private non-profit,,,,E12000003,0.000211781735625447
2015,Performing research and development,,Yorkshire and the Humber,,,,,E12000003,0.0761884793912546
2015,Performing research and development,,East Midlands,Higher education,,,,E12000004,0.018001447528163
2015,Performing research and development,,East Midlands,Business,,,,E12000004,0.0802123323681381
2015,Performing research and development,,East Midlands,,,,,E12000004,0.102290578307091
2015,Performing research and development,,West Midlands,Higher education,,,,E12000005,0.021654682467702
2015,Performing research and development,,West Midlands,Business,,,,E12000005,0.11467980984118
2015,Performing research and development,,West Midlands,,,,,E12000005,0.140199508984045
2015,Performing research and development,,East of England,Government,,,,E12000006,0.0119656680628378
2015,Performing research and development,,East of England,Higher education,,,,E12000006,0.0405032569383667
2015,Performing research and development,,East of England,Business,,,,E12000006,0.221206022860778
2015,Performing research and development,,East of England,Private non-profit,,,,E12000006,0.0138187582495604
2015,Performing research and development,,East of England,,,,,E12000006,0.287493706111544
2015,Performing research and development,,London,Government,,,,E12000007,0.0227135911458292
2015,Performing research and development,,London,Higher education,,,,E12000007,0.106314431283974
2015,Performing research and development,,London,Business,,,,E12000007,0.101231669628964
2015,Performing research and development,,London,Private non-profit,,,,E12000007,0.0100596324422087
2015,Performing research and development,,London,,,,,E12000007,0.240319324500976
2015,Performing research and development,,South East,Government,,,,E12000008,0.0313436968725662
2015,Performing research and development,,South East,Higher education,,,,E12000008,0.0602519037854397
2015,Performing research and development,,South East,Business,,,,E12000008,0.249320048265058
2015,Performing research and development,,South East,Private non-profit,,,,E12000008,0.00465919818375984
2015,Performing research and development,,South East,,,,,E12000008,0.345574847106823
2015,Performing research and development,,South West,Government,,,,E12000009,0.0114362137237741
2015,Performing research and development,,South West,Higher education,,,,E12000009,0.0208605009591065
2015,Performing research and development,,South West,Business,,,,E12000009,0.0779356787101645
2015,Performing research and development,,South West,Private non-profit,,,,E12000009,0.00100596324422087
2015,Performing research and development,,South West,,,,,E12000009,0.111238356637266
2015,Performing research and development,England,,Government,,,,E92000001,0.101496396798496
2015,Performing research and development,England,,Higher education,,,,E92000001,0.34329819344885
2015,Performing research and development,England,,Business,,,,E92000001,1.01395800474073
2015,Performing research and development,England,,Private non-profit,,,,E92000001,0.0317672603438171
2015,Performing research and development,England,,,,,,E92000001,1.4905198553319
2015,Performing research and development,Wales,,Government,,,,W92000004,0.000688290640782703
2015,Performing research and development,Wales,,Higher education,,,,W92000004,0.0151423940972195
2015,Performing research and development,Wales,,Business,,,,W92000004,0.019166247074103
2015,Performing research and development,Wales,,,,,,W92000004,0.0351028226799178
2015,Performing research and development,Scotland,,Government,,,,S92000003,0.00820654225548607
2015,Performing research and development,Scotland,,Higher education,,,,S92000003,0.0578164138257471
2015,Performing research and development,Scotland,,Business,,,,S92000003,0.0461154729324411
2015,Performing research and development,Scotland,,Private non-profit,,,,S92000003,0.00169425388500358
2015,Performing research and development,Scotland,,,,,,S92000003,0.113832682898678
2015,Performing research and development,Northern Ireland,,Government,,,,N92000002,0.000635345206876341
2015,Performing research and development,Northern Ireland,,Higher education,,,,N92000002,0.00778297878423518
2015,Performing research and development,Northern Ireland,,Business,,,,N92000002,0.0265256623870872
2015,Performing research and development,Northern Ireland,,,,,,N92000002,0.0349439863781988
2005,Performing research and development,,,,Extractive Industries,,,,0.00352050485232974
2005,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.016468802360051
2005,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00107405232782941
2005,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00310281783595163
2005,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.0146190455732337
2005,Performing research and development,,,,Chemicals and chemical products,,,,0.0380095184904075
2005,Performing research and development,,,,Pharmaceuticals,,,,0.201325141894246
2005,Performing research and development,,,,Rubber and plastic products,,,,0.00328182655725654
2005,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00262546124580523
2005,Performing research and development,,,,Casting of iron and steel,,,,0.00202876550812221
2005,Performing research and development,,,,Nonferrous metals,,,,0.000477356590146404
2005,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00441554845885425
2005,Performing research and development,,,,Machinery and equipment,,,,0.0540009642603121
2005,Performing research and development,,,,Computers and peripheral equipment,,,,0.00548960078668366
2005,Performing research and development,,,,Electrical equipment,,,,0.0235098120647105
2005,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0470196241294209
2005,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0283430475399428
2005,Performing research and development,,,,Motor vehicles and parts,,,,0.0443941628836157
2005,Performing research and development,,,,Other transport equipment,,,,0.0012530610491343
2005,Performing research and development,,,,Shipbuilding,,,,0.00757803586857418
2005,Performing research and development,,,,Aerospace,,,,0.129423305503444
2005,Performing research and development,,,,Other manufactured goods,,,,0.00155140891797582
2005,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,5.96695737683007e-05
2005,Performing research and development,,,,"Electricity, gas and water supply",,,,0.00089504360652451
2005,Performing research and development,,,,Wholesale and retail trade,,,,0.00358017442609804
2005,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.000477356590146404
2005,Performing research and development,,,,Telecommunications,,,,0.069455383866302
2005,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0261352733105157
2005,Performing research and development,,,,Computer programming and information service activities,,,,0.0637867743583134
2005,Performing research and development,,,,Research and development services,,,,0.0106808537045258
2005,Performing research and development,,,,Public administration,,,,0.00190942636058561
2006,Performing research and development,,,,"Agriculture, hunting and forestry; Fishing",,,,0.00512505423530405
2006,Performing research and development,,,,Extractive Industries,,,,0.00343611590776067
2006,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0182871253396076
2006,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.000990067295456465
2006,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00320315889706503
2006,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.0162487514960208
2006,Performing research and development,,,,Chemicals and chemical products,,,,0.0398356488289542
2006,Performing research and development,,,,Pharmaceuticals,,,,0.205060408664836
2006,Performing research and development,,,,Rubber and plastic products,,,,0.00524153274065187
2006,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00297020188636938
2006,Performing research and development,,,,Casting of iron and steel,,,,0.00221309160160856
2006,Performing research and development,,,,Nonferrous metals,,,,0.000349435516043458
2006,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00396026918182586
2006,Performing research and development,,,,Machinery and equipment,,,,0.0541042657340621
2006,Performing research and development,,,,Computers and peripheral equipment,,,,0.00390202992915195
2006,Performing research and development,,,,Electrical equipment,,,,0.0266735777246506
2006,Performing research and development,,,,Consumer electronics and communication equipment,,,,0.0435629610000845
2006,Performing research and development,,,,Precision instruments and optical products; photographic equipment,,,,0.0269065347353463
2006,Performing research and development,,,,Motor vehicles and parts,,,,0.0439123965161279
2006,Performing research and development,,,,Other transport equipment,,,,0.00145598131684774
2006,Performing research and development,,,,Shipbuilding,,,,0.0078040598583039
2006,Performing research and development,,,,Aerospace,,,,0.106694310898603
2006,Performing research and development,,,,Other manufactured goods,,,,0.00139774206417383
2006,Performing research and development,,,,"Sewerage, waste management, remediation activities",,,,5.82392526739097e-05
2006,Performing research and development,,,,"Electricity, gas and water supply",,,,0.0012230243061521
2006,Performing research and development,,,,Construction,,,,0.000990067295456465
2006,Performing research and development,,,,Wholesale and retail trade,,,,0.00407674768717367
2006,Performing research and development,,,,"Transport and storage, incl. postal and courier activities",,,,0.000931828042782555
2006,Performing research and development,,,,Telecommunications,,,,0.0774582060562999
2006,Performing research and development,,,,Miscellaneous business activities; Technical testing and analysis,,,,0.0232374618168899
2006,Performing research and development,,,,Computer programming and information service activities,,,,0.0824085425335822
2006,Performing research and development,,,,Research and development services,,,,0.00710518882621697
2006,Performing research and development,,,,Public administration,,,,0.0030284411390433
2007,Performing research and development,,,,Extractive Industries,,,,0.00466566260090207
2007,Performing research and development,,,,Food products and beverages; Tobacco products,,,,0.0186626504036083
2007,Performing research and development,,,,"Textiles, clothing and leather products",,,,0.00108106816362365
2007,Performing research and development,,,,"Pulp, paper and paper products; Printing; Wood and straw products",,,,0.00301561119326596
2007,Performing research and development,,,,Refined petroleum products and coke oven products,,,,0.0155901408859411
2007,Performing research and development,,,,Chemicals and chemical products,,,,0.0380080807000315
2007,Performing research and development,,,,Pharmaceuticals,,,,0.223894906518898
2007,Performing research and development,,,,Rubber and plastic products,,,,0.00449496762769833
2007,Performing research and development,,,,Other nonmetallic mineral products,,,,0.00273111957125975
2007,Performing research and development,,,,Fabricated metal products except machinery and equipment,,,,0.00517774752051327
