Year,Industrial Sector Summary,Industrial Sector,Value
2003,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.427547728
2004,"Agriculture, forestry and fishing",,13.02549403
2004,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",12.03253396
2004,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.240850144
2004,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.752109922
2004,Mining and quarrying,,9.543744023
2004,Mining and quarrying,Mining of coal and lignite,0.135489248
2004,Mining and quarrying,Crude petroleum and natural gas,8.523441812
2004,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.884812963
2004,Manufacturing,,13.71048449
2004,Manufacturing,Processing and preserving of meat and production of meat products,0.243553699
2004,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.132463307
2004,Manufacturing,Manufacture of vegetable and animal oils and fats,0.018423167
2004,Manufacturing,Manufacture of dairy products,0.114629976
2004,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.121076851
2004,Manufacturing,Manufacture of bakery and farinaceous products,0.210043836
2004,Manufacturing,Manufacture of other food products,0.28888092
2004,Manufacturing,Manufacture of prepared animal feeds,0.082039292
2004,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.187841823
2004,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.037594529
2004,Manufacturing,Tobacco products,0.012725061
2004,Manufacturing,Textiles,0.318803002
2004,Manufacturing,Wearing apparel,0.054923517
2004,Manufacturing,Leather and related products,0.013811207
2004,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.304715238
2004,Manufacturing,Paper and paper products,0.667804069
2004,Manufacturing,Printing and recording services,0.378449789
2004,Manufacturing,Manufacture of coke oven & refined petroleum products,1.932086341
2004,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.579547984
2004,Manufacturing,Manufacture of petrochemicals,1.287328873
2004,Manufacturing,"Manufacture of paints, varnishes & ink",0.041132392
2004,Manufacturing,Manufacture of cleaning & toilet preparations,0.088019118
2004,Manufacturing,Manufacture of other chemical products & man-made fibres,0.097875331
2004,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.157981708
2004,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.269251116
2004,Manufacturing,Rubber & plastics products,0.801144096
2004,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.409607771
2004,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.55642794
2004,Manufacturing,Manufacture of basic Iron & Steel,1.337340349
2004,Manufacturing,Manufacture of other basic metals & casting,0.593154929
2004,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.492694192
2004,Manufacturing,Manufacture of weapons and ammunition,0.026336022
2004,Manufacturing,"Computer, electronic, communication and optical products",0.297143201
2004,Manufacturing,Electrical equipment,0.219925869
2004,Manufacturing,Machinery and equipment n.e.c.,0.372436111
2004,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.350226065
2004,Manufacturing,Building of ships and boats,0.03718371
2004,Manufacturing,Manufacture of air and spacecraft and related machinery,0.140840917
2004,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.037075841
2004,Manufacturing,Furniture,0.204253927
2004,Manufacturing,Other manufactured goods,0.159375968
2004,Manufacturing,Repair & maintenance of ships,0.00200762
2004,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007415398
2004,Manufacturing,Rest of repair; Installation,0.024892418
2004,"Electricity, gas, steam and air conditioning supply",,11.64272096
2004,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.609856689
2004,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.032864276
2004,"Water supply, sewerage, waste management activities and remediation services",,6.785479471
2004,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,3.916177875
2004,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.57383031
2004,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.294502796
2004,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.00096849
2004,Construction,,2.375561157
2004,Construction,Buildings and building construction works,0.642353186
2004,Construction,Constructions and construction works for civil engineering,0.783658483
2004,Construction,Specialised construction works,0.949549487
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.102126447
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.419170033
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.156072409
2004,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.526884006
2004,Transport and storage,,19.70159854
2004,Transport and storage,Rail transport,0.779094347
2004,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.796083999
2004,Transport and storage,Water transport services,5.268278594
2004,Transport and storage,Air transport services,7.970213739
2004,Transport and storage,Warehousing and support services for transportation,0.336220582
2004,Transport and storage,Postal and courier services,0.551707277
2004,Accommodation and food services,,3.087504184
2004,Accommodation and food services,Accommodation services,0.897745206
2004,Accommodation and food services,Food and beverage serving services,2.189758979
2004,Information and communication,,1.307255378
2004,Information and communication,Publishing activities,0.075075063
2004,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.035749051
2004,Information and communication,Programming and broadcasting services,0.007121019
2004,Information and communication,Telecommunications services,0.619843979
2004,Information and communication,"Computer programming, consultancy and related services",0.556655561
2004,Information and communication,Information services,0.012810705
2004,Financial and insurance activities,,0.997950535
2004,Financial and insurance activities,"Financial services, except insurance and pension funding",0.518898952
2004,Financial and insurance activities,Insurance & Reinsurance,0.188709194
2004,Financial and insurance activities,Pension funding,0.010507022
2004,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.279835368
2004,Real estate activities,,0.105112823
2004,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.087538659
2004,Real estate activities,Real estate activities on a fee or contract basis,0.017574164
2004,"Professional, scientific and technical activities",,1.076741787
2004,"Professional, scientific and technical activities",Legal activities,0.104078115
2004,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.153211783
2004,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.185476829
2004,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.279046972
2004,"Professional, scientific and technical activities",Scientific research and development services,0.13835139
2004,"Professional, scientific and technical activities",Advertising and market research services,0.098820983
2004,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.092135694
2004,"Professional, scientific and technical activities",Veterinary services,0.025620022
2004,Administrative and support service activities,,1.38672373
2004,Administrative and support service activities,Rental and leasing services,0.856655029
2004,Administrative and support service activities,Employment services,0.082175921
2004,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.040069828
2004,Administrative and support service activities,Security and investigation services,0.063299921
2004,Administrative and support service activities,Services to buildings and landscape,0.153695236
2004,Administrative and support service activities,"Office administrative, office support and other business support services",0.190827796
2004,Public administration and defence; compulsory social security,,2.52433487
2004,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.52433487
2004,Education,,1.007657826
2004,Education,Education services,1.007657826
2004,Human health and social work activities,,1.470018241
2004,Human health and social work activities,Human health services,1.144337545
2004,Human health and social work activities,Residential care services,0.160688704
2004,Human health and social work activities,Social work services without accommodation,0.164991992
2004,"Arts, entertainment and recreation",,2.08210936
2004,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.473399494
2004,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.278883051
2004,"Arts, entertainment and recreation",Gambling and betting services,0.248480249
2004,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.081346565
2004,Other service activities,,1.253679873
2004,Other service activities,Services furnished by membership organisations,0.45270026
2004,Other service activities,Repair services of computers and personal and household goods,0.048731203
2004,Other service activities,Other personal services,0.752248409
2004,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.468580193
2004,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.468580193
2005,"Agriculture, forestry and fishing",,11.94666667
2005,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.15296137
2005,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.15669051
2005,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.637014783
2005,Mining and quarrying,,10.11911089
2005,Mining and quarrying,Mining of coal and lignite,0.127625374
2005,Mining and quarrying,Crude petroleum and natural gas,8.837379519
2005,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,1.154105994
2005,Manufacturing,,13.8324578
2005,Manufacturing,Processing and preserving of meat and production of meat products,0.229804239
2005,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.152284645
2005,Manufacturing,Manufacture of vegetable and animal oils and fats,0.013915568
2005,Manufacturing,Manufacture of dairy products,0.120257152
2005,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.079890874
2005,Manufacturing,Manufacture of bakery and farinaceous products,0.189565906
2005,Manufacturing,Manufacture of other food products,0.319262855
2005,Manufacturing,Manufacture of prepared animal feeds,0.064308582
2005,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.183918551
2005,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.041810963
2005,Manufacturing,Tobacco products,0.010228694
2005,Manufacturing,Textiles,0.338427026
2005,Manufacturing,Wearing apparel,0.046303946
2005,Manufacturing,Leather and related products,0.013321744
2005,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.307380633
2005,Manufacturing,Paper and paper products,0.745468576
2005,Manufacturing,Printing and recording services,0.38815794
2005,Manufacturing,Manufacture of coke oven & refined petroleum products,2.044667057
2005,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.657264163
2005,Manufacturing,Manufacture of petrochemicals,1.095664796
2005,Manufacturing,"Manufacture of paints, varnishes & ink",0.033760772
2005,Manufacturing,Manufacture of cleaning & toilet preparations,0.105882589
2005,Manufacturing,Manufacture of other chemical products & man-made fibres,0.122700724
2005,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.183029823
2005,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.227716387
2005,Manufacturing,Rubber & plastics products,0.891762195
2005,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.387681733
2005,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.528945345
2005,Manufacturing,Manufacture of basic Iron & Steel,1.337466006
2005,Manufacturing,Manufacture of other basic metals & casting,0.571129241
2005,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.491735803
2005,Manufacturing,Manufacture of weapons and ammunition,0.02569968
2005,Manufacturing,"Computer, electronic, communication and optical products",0.310723261
2005,Manufacturing,Electrical equipment,0.239929659
2005,Manufacturing,Machinery and equipment n.e.c.,0.375837378
2005,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.35389629
2005,Manufacturing,Building of ships and boats,0.051861223
2005,Manufacturing,Manufacture of air and spacecraft and related machinery,0.149991394
2005,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.029307951
2005,Manufacturing,Furniture,0.213914994
2005,Manufacturing,Other manufactured goods,0.123751822
2005,Manufacturing,Repair & maintenance of ships,0.001962776
2005,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.007339323
2005,Manufacturing,Rest of repair; Installation,0.024527522
2005,"Electricity, gas, steam and air conditioning supply",,11.66984931
2005,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,9.499587555
2005,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,2.170261756
2005,"Water supply, sewerage, waste management activities and remediation services",,7.1684238
2005,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,4.158004958
2005,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.533278967
2005,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.465846816
2005,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.011293058
2005,Construction,,2.496306994
2005,Construction,Buildings and building construction works,0.679773395
2005,Construction,Constructions and construction works for civil engineering,0.794944112
2005,Construction,Specialised construction works,1.021589487
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.175692576
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.418625194
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.142313114
2005,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.614754268
2005,Transport and storage,,19.72251238
2005,Transport and storage,Rail transport,0.804229479
2005,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.650115858
2005,Transport and storage,Water transport services,5.08107921
2005,Transport and storage,Air transport services,8.311738934
2005,Transport and storage,Warehousing and support services for transportation,0.351375646
2005,Transport and storage,Postal and courier services,0.523973259
2005,Accommodation and food services,,2.960791599
2005,Accommodation and food services,Accommodation services,0.857982922
2005,Accommodation and food services,Food and beverage serving services,2.102808678
2005,Information and communication,,1.269362593
2005,Information and communication,Publishing activities,0.067833695
2005,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.034252223
2005,Information and communication,Programming and broadcasting services,0.006781172
2005,Information and communication,Telecommunications services,0.611304539
2005,Information and communication,"Computer programming, consultancy and related services",0.536729735
2005,Information and communication,Information services,0.012461228
2005,Financial and insurance activities,,0.979734121
2005,Financial and insurance activities,"Financial services, except insurance and pension funding",0.530727238
2005,Financial and insurance activities,Insurance & Reinsurance,0.17038991
2005,Financial and insurance activities,Pension funding,0.009685731
2005,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.268931242
2005,Real estate activities,,0.099363116
2005,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.08274884
2005,Real estate activities,Real estate activities on a fee or contract basis,0.016614276
2005,"Professional, scientific and technical activities",,1.020881394
2005,"Professional, scientific and technical activities",Legal activities,0.096472607
2005,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.133627283
2005,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.178715183
2005,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.276986715
2005,"Professional, scientific and technical activities",Scientific research and development services,0.123797402
2005,"Professional, scientific and technical activities",Advertising and market research services,0.095262338
2005,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.084361967
2005,"Professional, scientific and technical activities",Veterinary services,0.031657897
2005,Administrative and support service activities,,1.377148561
2005,Administrative and support service activities,Rental and leasing services,0.877150662
2005,Administrative and support service activities,Employment services,0.074431603
2005,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.036734608
2005,Administrative and support service activities,Security and investigation services,0.06175457
2005,Administrative and support service activities,Services to buildings and landscape,0.143612103
2005,Administrative and support service activities,"Office administrative, office support and other business support services",0.183465014
2005,Public administration and defence; compulsory social security,,2.239941237
2005,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.239941237
2005,Education,,0.920111056
2005,Education,Education services,0.920111056
2005,Human health and social work activities,,1.527628149
2005,Human health and social work activities,Human health services,1.122398133
2005,Human health and social work activities,Residential care services,0.196714814
2005,Human health and social work activities,Social work services without accommodation,0.208515201
2005,"Arts, entertainment and recreation",,2.170014556
2005,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.494506028
2005,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.333840929
2005,"Arts, entertainment and recreation",Gambling and betting services,0.241801963
2005,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.099865637
2005,Other service activities,,1.237326115
2005,Other service activities,Services furnished by membership organisations,0.458397862
2005,Other service activities,Repair services of computers and personal and household goods,0.045240869
2005,Other service activities,Other personal services,0.733687384
2005,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.458990357
2005,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.458990357
2006,"Agriculture, forestry and fishing",,12.49419218
2006,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.60728765
2006,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.148195824
2006,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.738708697
2006,Mining and quarrying,,9.868801283
2006,Mining and quarrying,Mining of coal and lignite,0.137178157
2006,Mining and quarrying,Crude petroleum and natural gas,8.835436512
2006,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.896186614
2006,Manufacturing,,13.33844625
2006,Manufacturing,Processing and preserving of meat and production of meat products,0.218364138
2006,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.142881292
2006,Manufacturing,Manufacture of vegetable and animal oils and fats,0.011457438
2006,Manufacturing,Manufacture of dairy products,0.137710534
2006,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.110920538
2006,Manufacturing,Manufacture of bakery and farinaceous products,0.206023846
2006,Manufacturing,Manufacture of other food products,0.203493786
2006,Manufacturing,Manufacture of prepared animal feeds,0.072331081
2006,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.184038998
2006,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.043523214
2006,Manufacturing,Tobacco products,0.010214592
2006,Manufacturing,Textiles,0.31765763
2006,Manufacturing,Wearing apparel,0.052186635
2006,Manufacturing,Leather and related products,0.019066714
2006,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.308507854
2006,Manufacturing,Paper and paper products,0.782465363
2006,Manufacturing,Printing and recording services,0.306979147
2006,Manufacturing,Manufacture of coke oven & refined petroleum products,1.865819756
2006,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.576650998
2006,Manufacturing,Manufacture of petrochemicals,1.103806603
2006,Manufacturing,"Manufacture of paints, varnishes & ink",0.03936448
2006,Manufacturing,Manufacture of cleaning & toilet preparations,0.111948287
2006,Manufacturing,Manufacture of other chemical products & man-made fibres,0.100092666
2006,Manufacturing,Manufacture of dyestuffs & agro-chemicals,0.150787099
2006,Manufacturing,Basic pharmaceutical products and pharmaceutical preparations,0.190449795
2006,Manufacturing,Rubber & plastics products,0.839419518
2006,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products",0.377607422
2006,Manufacturing,"Manufacture of glass, refractory, clay, other porcelain and ceramic products, Stone, & abrasive products, cement, lime, plaster, articles of concrete, cement and plaster",0.566224117
2006,Manufacturing,Manufacture of basic Iron & Steel,1.38751032
2006,Manufacturing,Manufacture of other basic metals & casting,0.582592848
2006,Manufacturing,"Fabricated metal products, except machinery and equipment, excluding weapons and ammunition",0.484361363
2006,Manufacturing,Manufacture of weapons and ammunition,0.027310049
2006,Manufacturing,"Computer, electronic, communication and optical products",0.2956857
2006,Manufacturing,Electrical equipment,0.242981821
2006,Manufacturing,Machinery and equipment n.e.c.,0.376007952
2006,Manufacturing,"Motor vehicles, trailers and semi-trailers",0.368962535
2006,Manufacturing,Building of ships and boats,0.045836492
2006,Manufacturing,Manufacture of air and spacecraft and related machinery,0.127070802
2006,Manufacturing,"Manufacture of other transport equipment, excluding ships, boats, air and spacecraft",0.022507708
2006,Manufacturing,Furniture,0.193793069
2006,Manufacturing,Other manufactured goods,0.102726624
2006,Manufacturing,Repair & maintenance of ships,0.001644399
2006,Manufacturing,Repair & maintenance of aircraft  & spacecraft,0.006725299
2006,Manufacturing,Rest of repair; Installation,0.022735722
2006,"Electricity, gas, steam and air conditioning supply",,12.44569053
2006,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Electricity production,10.48269689
2006,"Electricity, gas, steam and air conditioning supply; water supply, sewerage, waste management activities and remediation services",Manufacture of gas; distribution of gaseous fuels through mains and steam and air conditioning supply,1.962993641
2006,"Water supply, sewerage, waste management activities and remediation services",,7.228830269
2006,"Water supply, sewerage, waste management activities and remediation services",Natural water; water treatment and supply services,4.102078337
2006,"Water supply, sewerage, waste management activities and remediation services",Sewerage services; sewage sludge,0.586630695
2006,"Water supply, sewerage, waste management activities and remediation services","Waste collection, treatment and disposal services; materials recovery services",2.529316547
2006,"Water supply, sewerage, waste management activities and remediation services",Remediation services and other waste management services,0.01080469
2006,Construction,,2.397071083
2006,Construction,Buildings and building construction works,0.641497361
2006,Construction,Constructions and construction works for civil engineering,0.7686398
2006,Construction,Specialised construction works,0.986933923
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,,3.059451837
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,Wholesale and retail trade and repair services of motor vehicles and motorcycles,0.403231071
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Wholesale trade services, except of motor vehicles and motorcycles",1.094011856
2006,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade services, except of motor vehicles and motorcycles",1.56220891
2006,Transport and storage,,18.29175843
2006,Transport and storage,Rail transport,0.825935462
2006,Transport and storage,"Buses, coaches, trams and similar public urban transport, Underground, metro other non interurban rail services, Taxis and other renting of private cars with driver, Freight transport by road and removal services, Transport via pipeline",4.649931342
2006,Transport and storage,Water transport services,3.576104465
2006,Transport and storage,Air transport services,8.369905464
2006,Transport and storage,Warehousing and support services for transportation,0.357940532
2006,Transport and storage,Postal and courier services,0.511941166
2006,Accommodation and food services,,2.704459846
2006,Accommodation and food services,Accommodation services,0.786055006
2006,Accommodation and food services,Food and beverage serving services,1.91840484
2006,Information and communication,,1.174569915
2006,Information and communication,Publishing activities,0.061139427
2006,Information and communication,"Motion picture, video and television programme production services, sound recording and music publishing",0.031570204
2006,Information and communication,Programming and broadcasting services,0.006219403
2006,Information and communication,Telecommunications services,0.555516543
2006,Information and communication,"Computer programming, consultancy and related services",0.507938486
2006,Information and communication,Information services,0.012185852
2006,Financial and insurance activities,,0.8496357
2006,Financial and insurance activities,"Financial services, except insurance and pension funding",0.453873428
2006,Financial and insurance activities,Insurance & Reinsurance,0.145874239
2006,Financial and insurance activities,Pension funding,0.00866856
2006,Financial and insurance activities,Services auxiliary to financial services and insurance services,0.241219473
2006,Real estate activities,,0.094683114
2006,Real estate activities,"Buying and selling of own real estate: renting and operating of own or leased real estate, excluding imputed rent",0.078228847
2006,Real estate activities,Real estate activities on a fee or contract basis,0.016454267
2006,"Professional, scientific and technical activities",,0.921833987
2006,"Professional, scientific and technical activities",Legal activities,0.08315126
2006,"Professional, scientific and technical activities","Accounting, bookkeeping and auditing activities: tax consultancy",0.116062987
2006,"Professional, scientific and technical activities",Services of head offices; management consulting services,0.1548208
2006,"Professional, scientific and technical activities",Architectural and engineering services; technical testing and analysis services,0.276310029
2006,"Professional, scientific and technical activities",Scientific research and development services,0.116137015
2006,"Professional, scientific and technical activities",Advertising and market research services,0.07415053
2006,"Professional, scientific and technical activities","Other professional, scientific and technical services",0.076156685
2006,"Professional, scientific and technical activities",Veterinary services,0.025044681
2006,Administrative and support service activities,,1.289436521
2006,Administrative and support service activities,Rental and leasing services,0.820915528
2006,Administrative and support service activities,Employment services,0.065662711
2006,Administrative and support service activities,"Travel agency, tour operator and other reservation services and related services",0.032925102
2006,Administrative and support service activities,Security and investigation services,0.061503939
2006,Administrative and support service activities,Services to buildings and landscape,0.134847911
2006,Administrative and support service activities,"Office administrative, office support and other business support services",0.17358133
2006,Public administration and defence; compulsory social security,,2.208492564
2006,Public administration and defence; compulsory social security,Public administration and defence; compulsory social security,2.208492564
2006,Education,,0.984291268
2006,Education,Education services,0.984291268
2006,Human health and social work activities,,1.364707569
2006,Human health and social work activities,Human health services,0.952642786
2006,Human health and social work activities,Residential care services,0.196087264
2006,Human health and social work activities,Social work services without accommodation,0.215977519
2006,"Arts, entertainment and recreation",,2.258413695
2006,"Arts, entertainment and recreation","Creative, arts and entertainment services",0.530458997
2006,"Arts, entertainment and recreation","Library, archive, museum and other cultural services",0.384450923
2006,"Arts, entertainment and recreation",Gambling and betting services,0.244023324
2006,"Arts, entertainment and recreation",Sporting services and amusement and recreation services,1.099480452
2006,Other service activities,,1.097471723
2006,Other service activities,Services furnished by membership organisations,0.389113836
2006,Other service activities,Repair services of computers and personal and household goods,0.040702722
2006,Other service activities,Other personal services,0.667655166
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,,0.475094614
2006,Activities of households as employers; undifferentiated goods and services-producing activities of households for own use,Services of households as employers of domestic personnel,0.475094614
2007,"Agriculture, forestry and fishing",,12.58504368
2007,"Agriculture, forestry and fishing","Products of agriculture, hunting and related services",11.52142932
2007,"Agriculture, forestry and fishing","Products of forestry, logging and related services",0.183570151
2007,"Agriculture, forestry and fishing",Fish and other fishing products; aquaculture products; support services to fishing,0.880044206
2007,Mining and quarrying,,9.770994053
2007,Mining and quarrying,Mining of coal and lignite,0.135274429
2007,Mining and quarrying,Crude petroleum and natural gas,8.672917818
2007,Mining and quarrying,Mining and quarrying of metal ores and other products and support services,0.962801807
2007,Manufacturing,,12.99015939
2007,Manufacturing,Processing and preserving of meat and production of meat products,0.213662898
2007,Manufacturing,"Processing and preserving of fish, crustaceans, molluscs, fruit and vegetables",0.139182191
2007,Manufacturing,Manufacture of vegetable and animal oils and fats,0.010838458
2007,Manufacturing,Manufacture of dairy products,0.135123838
2007,Manufacturing,"Manufacture of grain mill products, starches and starch products",0.107729957
2007,Manufacturing,Manufacture of bakery and farinaceous products,0.200675834
2007,Manufacturing,Manufacture of other food products,0.199137209
2007,Manufacturing,Manufacture of prepared animal feeds,0.071368857
2007,Manufacturing,"Manufacture of alcoholic beverages, including spirits, wine, cider, beer and malt",0.179530767
2007,Manufacturing,Manufacture of soft drinks: production of mineral waters and other bottled waters,0.042559129
2007,Manufacturing,Tobacco products,0.009968413
2007,Manufacturing,Textiles,0.294560959
2007,Manufacturing,Wearing apparel,0.049235989
2007,Manufacturing,Leather and related products,0.017995267
2007,Manufacturing,"Wood and of products of wood and cork, except furniture; articles of straw and plaiting materials",0.282086212
2007,Manufacturing,Paper and paper products,0.744729499
2007,Manufacturing,Printing and recording services,0.291079102
2007,Manufacturing,Manufacture of coke oven & refined petroleum products,1.762343598
2007,Manufacturing,"Manufacture of industrial gases, non-nitrogen-based inorganic chemicals, fertilisers and other nitrogen compounds,",0.627405601
2007,Manufacturing,Manufacture of petrochemicals,1.129112766
2007,Manufacturing,"Manufacture of paints, varnishes & ink",0.042829797
2007,Manufacturing,Manufacture of cleaning & toilet preparations,0.109813267
2007,Manufacturing,Manufacture of other chemical products & man-made fibres,0.103979664
