Year,Sex,Country,Cause of death,GeoCode,Value
2015,Female,Wales,Cholera,W92000004,0.0
2015,Female,Wales,Typhoid and paratyphoid fevers,W92000004,0.0
2015,Female,Wales,Shigellosis,W92000004,0.0
2015,Female,Wales,Other bacterial intestinal infections,W92000004,24.14960042
2015,Female,Wales,Amoebiasis,W92000004,0.0
2015,Female,Wales,Other protozoal intestinal diseases,W92000004,0.0
2015,Female,Wales,Viral and other specified intestinal infections,W92000004,1.906547402
2015,Female,Wales,Other gastroenteritis and colitis of infectious and unspecified origin,W92000004,19.70098982
2015,Female,Wales,Hookworm diseases,W92000004,0.0
2015,Female,Wales,Ascariasis,W92000004,0.0
2015,Female,Wales,Trichuriasis,W92000004,0.0
2015,Female,Wales,Kwashiorkor,W92000004,0.0
2015,Female,Wales,Nutritional marasmus,W92000004,0.0
2015,Female,Wales,Marasmic kwashiorkor,W92000004,0.0
2015,Female,Wales,Unspecified severe protein-energy malnutrition,W92000004,0.0
2015,Female,Wales,Protein-energy malnutrition of moderate and mild degree,W92000004,0.0
2015,Female,Wales,Retarded development following protein-energy malnutrition,W92000004,0.0
2015,Female,Wales,Unspecified protein-energy malnutrition,W92000004,5.719642205
