Year,Geography,Sex,Age group,Value
2014,,Female,,0.402402219
2014,London,,,1.499059165
2014,East Midlands,,,0.40971119
2014,East of England,,,0.880635214
2014,North West,,,0.813123134
2014,South East,,,0.698684602
2014,South West,,,1.069458963
2014,West Midlands,,,0.770135005
2014,Yorkshire and The Humber,,,0.820891387
2014,North East,,,0.840108298
2014,London,Male,,1.913075969
2014,London,Female,,0.998915132
2014,East Midlands,Male,,0.524461313
2014,East Midlands,Female,,0.297954627
2014,East of England,Female,,0.45813767
2014,East of England,Male,,1.316441032
2014,North West,Female,,0.303729047
2014,North West,Male,,1.338519575
2014,South East,Female,,0.354845234
2014,South East,Male,,0.962241197
2014,South West,Female,,0.25364359
2014,South West,Male,,1.802123126
2014,West Midlands,Female,,0.380754718
2014,West Midlands,Male,,0.778958214
2014,Yorkshire and The Humber,Female,,0.551749912
2014,Yorkshire and The Humber,Male,,1.097900965
2014,North East,Female,,0.599029273
2014,North East,Male,,1.09100884
2014,,,0 to 20,0.267356621
2014,,Male,0 to 20,0.157756384
2014,,Female,0 to 20,0.344263355
2014,London,,0 to 20,0.637301919
2014,East Midlands,,0 to 20,0.260274555
2014,East of England,,0 to 20,0.268041182
2014,South East,,0 to 20,0.314629791
2014,West Midlands,,0 to 20,0.473589279
2014,Yorkshire and The Humber,,0 to 20,0.441539442
2014,London,Male,0 to 20,0.266859517
2014,London,Female,0 to 20,1.025570264
2014,South East,Female,0 to 20,0.277390715
2014,South East,Male,0 to 20,0.262391436
2014,West Midlands,Female,0 to 20,0.555408218
2014,Yorkshire and The Humber,Female,0 to 20,0.600578056
2014,,,21 to 40,1.149597943
2014,,Female,21 to 40,0.75089697
2014,,Male,21 to 40,1.501237524
2014,London,,21 to 40,2.026294661
2014,East Midlands,,21 to 40,0.959030229
2014,East of England,,21 to 40,1.743362316
2014,North West,,21 to 40,1.147845194
2014,South East,,21 to 40,1.231063283
2014,South West,,21 to 40,0.630082005
2014,West Midlands,,21 to 40,1.232799029
2014,Yorkshire and The Humber,,21 to 40,1.087396996
2014,North East,,21 to 40,1.379259613
2014,London,Male,21 to 40,2.579005179
2014,London,Female,21 to 40,1.46841898
2014,East Midlands,Male,21 to 40,1.047180728
2014,East Midlands,Female,21 to 40,0.871042202
2014,East of England,Female,21 to 40,1.070901726
2014,East of England,Male,21 to 40,2.418259471
2014,North West,Female,21 to 40,0.327627876
2014,North West,Male,21 to 40,1.969705923
2014,South East,Female,21 to 40,0.908525971
2014,South East,Male,21 to 40,1.556004254
2014,South West,Male,21 to 40,0.935055706
2014,West Midlands,Female,21 to 40,0.550953563
2014,West Midlands,Male,21 to 40,1.362253058
2014,Yorkshire and The Humber,Female,21 to 40,0.873536644
2014,Yorkshire and The Humber,Male,21 to 40,1.29949262
2014,North East,Female,21 to 40,1.221616504
2014,North East,Male,21 to 40,1.538040352
2014,,,41 to 60,1.036943156
2014,,Female,41 to 60,0.354604615
2014,,Male,41 to 60,1.643164331
2014,London,,41 to 60,1.968687308
2014,East Midlands,,41 to 60,0.316264786
2014,East of England,,41 to 60,1.168697124
2014,North West,,41 to 60,1.351976746
2014,South East,,41 to 60,0.908107001
2014,South West,,41 to 60,1.842199887
2014,West Midlands,,41 to 60,1.001092526
2014,Yorkshire and The Humber,,41 to 60,0.98035989
2014,North East,,41 to 60,1.529643093
2014,London,Male,41 to 60,2.902614385
2014,London,Female,41 to 60,0.857914981
2014,East Midlands,Male,41 to 60,0.63847583
2014,East of England,Female,41 to 60,0.364745632
2014,East of England,Male,41 to 60,1.991905394
2014,North West,Female,41 to 60,0.513053097
2014,North West,Male,41 to 60,2.213900767
2014,South East,Male,41 to 60,1.500448884
2014,South West,Female,41 to 60,0.402454435
2014,South West,Male,41 to 60,3.332347514
2014,West Midlands,Male,41 to 60,1.210297209
2014,Yorkshire and The Humber,Female,41 to 60,0.556654174
2014,Yorkshire and The Humber,Male,41 to 60,1.409506842
2014,North East,Female,41 to 60,0.81703129
2014,North East,Male,41 to 60,2.273121194
2014,,,61 and over,0.436569021
2014,,Female,61 and over,0.129956272
2014,,Male,61 and over,0.783801076
2014,London,,61 and over,0.640563183
2014,East of England,,61 and over,0.28389694
2014,North West,,61 and over,0.563065881
2014,South East,,61 and over,0.245925869
2014,South West,,61 and over,1.419220791
2014,West Midlands,,61 and over,0.31329425
2014,Yorkshire and The Humber,,61 and over,0.753985441
2014,London,Male,61 and over,1.240980729
2014,East of England,Male,61 and over,0.46224178
2014,North West,Male,61 and over,0.951039146
2014,South East,Male,61 and over,0.430432897
2014,South West,Male,61 and over,2.782600092
2014,Yorkshire and The Humber,Male,61 and over,1.463858255
2015,,Male,,0.988325753
2015,,Female,,0.414704275
2015,London,,,1.533368697
2015,East Midlands,,,1.069052678
2015,East of England,,,0.757020833
2015,North West,,,0.641219097
2015,South East,,,0.692899003
2015,South West,,,0.493495005
2015,West Midlands,,,0.852025735
2015,Yorkshire and The Humber,,,0.649281264
2015,North East,,,0.342906652
2015,London,Male,,2.158016963
2015,London,Female,,0.893634367
2015,East Midlands,Male,,1.558983491
2015,East Midlands,Female,,0.591255916
2015,East of England,Female,,0.324350448
2015,East of England,Male,,1.169252273
2015,North West,Female,,0.439628195
2015,North West,Male,,0.848801323
2015,South East,Female,,0.374157595
2015,South East,Male,,0.999007123
2015,South West,Female,,0.538970437
2015,South West,Male,,0.446412628
2015,West Midlands,Female,,0.619356544
2015,West Midlands,Male,,1.089723625
2015,Yorkshire and The Humber,Female,,0.183005053
2015,Yorkshire and The Humber,Male,,1.128493675
2015,North East,Female,,0.224308457
2015,North East,Male,,0.466136359
2015,,,0 to 20,0.173248833
2015,,Male,0 to 20,0.156956739
2015,,Female,0 to 20,0.190374947
2015,London,,0 to 20,0.447745022
2015,North West,,0 to 20,0.16764731
2015,South East,,0 to 20,0.268126826
2015,West Midlands,,0 to 20,0.202259099
2015,Yorkshire and The Humber,,0 to 20,0.220161349
2015,London,Male,0 to 20,0.437231485
2015,London,Female,0 to 20,0.458776626
2015,South East,Female,0 to 20,0.367653817
2015,West Midlands,Female,0 to 20,0.415296764
2015,Yorkshire and The Humber,Male,0 to 20,0.431353039
2015,,,21 to 40,1.128218286
2015,,Female,21 to 40,0.862084231
2015,,Male,21 to 40,1.381888161
2015,London,,21 to 40,2.366947161
2015,East Midlands,,21 to 40,1.37985396
2015,East of England,,21 to 40,0.928928971
2015,North West,,21 to 40,1.302737105
2015,South East,,21 to 40,0.952090791
2015,South West,,21 to 40,0.856910045
2015,West Midlands,,21 to 40,1.221645937
2015,Yorkshire and The Humber,,21 to 40,1.007819238
2015,North East,,21 to 40,0.609221172
2015,London,Male,21 to 40,3.262238287
2015,London,Female,21 to 40,1.391462911
2015,East Midlands,Male,21 to 40,1.551095677
2015,East Midlands,Female,21 to 40,1.208338224
2015,East of England,Female,21 to 40,0.530371034
2015,East of England,Male,21 to 40,1.328157063
2015,North West,Female,21 to 40,1.303585512
2015,North West,Male,21 to 40,1.301889802
2015,South East,Female,21 to 40,0.542840522
2015,South East,Male,21 to 40,1.363171646
2015,South West,Female,21 to 40,1.259937759
2015,South West,Male,21 to 40,0.462442002
2015,West Midlands,Female,21 to 40,1.365806755
2015,West Midlands,Male,21 to 40,1.079252186
2015,Yorkshire and The Humber,Female,21 to 40,0.578362309
2015,Yorkshire and The Humber,Male,21 to 40,1.433630095
2015,,,41 to 60,1.025791038
2015,,Female,41 to 60,0.409617267
2015,,Male,41 to 60,1.646471122
2015,London,,41 to 60,1.739963
2015,East Midlands,,41 to 60,2.126535142
2015,East of England,,41 to 60,1.586912125
2015,North West,,41 to 60,0.830852028
2015,South East,,41 to 60,0.982795348
2015,South West,,41 to 60,0.88349669
2015,West Midlands,,41 to 60,1.264667649
2015,Yorkshire and The Humber,,41 to 60,0.839305223
2015,North East,,41 to 60,0.55892541
2015,London,Male,41 to 60,2.836978693
2015,London,Female,41 to 60,0.654805948
2015,East Midlands,Male,41 to 60,3.499473488
2015,East Midlands,Female,41 to 60,0.780025117
2015,East of England,Female,41 to 60,0.603597927
2015,East of England,Male,41 to 60,2.592477371
2015,North West,Female,41 to 60,0.307143545
2015,North West,Male,41 to 60,1.369874562
2015,South East,Female,41 to 60,0.324422002
2015,South East,Male,41 to 60,1.571479142
2015,South West,Female,41 to 60,0.935274964
2015,South West,Male,41 to 60,0.829895032
2015,West Midlands,Female,41 to 60,0.396360355
2015,West Midlands,Male,41 to 60,2.14625666
2015,Yorkshire and The Humber,Male,41 to 60,1.549821841
2015,North East,Male,41 to 60,0.857520166
2015,,,61 and over,0.374984558
2015,,Female,61 and over,0.128470948
2015,,Male,61 and over,0.664980839
2015,London,,61 and over,0.943452596
2015,East Midlands,,61 and over,0.458627658
2015,East of England,,61 and over,0.279627201
2015,North West,,61 and over,0.185602791
2015,South East,,61 and over,0.533338505
2015,South West,,61 and over,0.209663385
2015,West Midlands,,61 and over,0.696615455
2015,Yorkshire and The Humber,,61 and over,0.496258624
2015,London,Male,61 and over,1.389371309
2015,London,Female,61 and over,0.574610271
2015,East Midlands,Male,61 and over,0.787175339
2015,East of England,Male,61 and over,0.605941254
2015,North West,Male,61 and over,0.401716669
2015,South East,Female,61 and over,0.26850419
2015,South East,Male,61 and over,0.846400523
2015,South West,Male,61 and over,0.455612001
2015,West Midlands,Male,61 and over,1.172236745
2015,Yorkshire and The Humber,Male,61 and over,1.079843639
2016,,Male,,0.920387301
2016,,Female,,0.459868508
2016,London,,,1.684135399
2016,East Midlands,,,0.71966247
2016,East of England,,,0.619847315
2016,North West,,,1.024984269
2016,South East,,,0.487464572
2016,South West,,,0.525747772
2016,West Midlands,,,0.499936732
2016,Yorkshire and The Humber,,,0.718795829
2016,North East,,,0.682633204
2016,London,Male,,2.146466175
2016,London,Female,,1.202195436
2016,East Midlands,Male,,1.027824934
2016,East Midlands,Female,,0.418513532
2016,East of England,Female,,0.385991096
2016,East of England,Male,,0.860453618
2016,North West,Female,,0.683296649
2016,North West,Male,,1.347977612
2016,South East,Female,,0.305739406
2016,South East,Male,,0.674576602
2016,South West,Female,,0.427898711
2016,South West,Male,,0.626947456
2016,West Midlands,Female,,0.375672154
2016,West Midlands,Male,,0.626599351
2016,Yorkshire and The Humber,Female,,0.363969495
2016,Yorkshire and The Humber,Male,,1.082793368
2016,North East,Female,,0.44693037
2016,North East,Male,,0.927101256
2016,,,0 to 20,0.16595415
2016,,Male,0 to 20,0.131877723
2016,,Female,0 to 20,0.189191037
2016,London,,0 to 20,0.39725488
2016,East of England,,0 to 20,0.264149847
2016,North West,,0 to 20,0.222209877
2016,Yorkshire and The Humber,,0 to 20,0.364889727
2016,London,Female,0 to 20,0.543232724
2016,East of England,Male,0 to 20,0.385961301
2016,North West,Female,0 to 20,0.341728463
2016,Yorkshire and The Humber,Male,0 to 20,0.571570648
2016,,,21 to 40,1.067482061
2016,,Female,21 to 40,0.695488563
2016,,Male,21 to 40,1.436208281
2016,London,,21 to 40,2.290285134
2016,East Midlands,,21 to 40,0.936513734
2016,East of England,,21 to 40,0.85812999
2016,North West,,21 to 40,2.153739295
2016,South East,,21 to 40,0.811556931
2016,South West,,21 to 40,0.850824217
2016,West Midlands,,21 to 40,0.468794054
2016,Yorkshire and The Humber,,21 to 40,0.928885923
2016,London,Male,21 to 40,3.099021484
2016,London,Female,21 to 40,1.459358201
2016,East Midlands,Male,21 to 40,1.187036208
2016,East Midlands,Female,21 to 40,0.683918511
2016,East of England,Female,21 to 40,0.660535139
2016,East of England,Male,21 to 40,1.055464668
2016,North West,Female,21 to 40,1.621211499
2016,North West,Male,21 to 40,2.682400555
2016,South East,Female,21 to 40,0.631336476
2016,South East,Male,21 to 40,0.991705734
2016,South West,Female,21 to 40,0.469540883
2016,South West,Male,21 to 40,1.223350083
2016,West Midlands,Male,21 to 40,0.797242604
2016,Yorkshire and The Humber,Female,21 to 40,0.431207337
2016,Yorkshire and The Humber,Male,21 to 40,1.420848104
2016,,,41 to 60,0.986439101
2016,,Female,41 to 60,0.645392492
2016,,Male,41 to 60,1.324869817
2016,London,,41 to 60,2.260734683
2016,East Midlands,,41 to 60,1.019066739
2016,East of England,,41 to 60,0.969611761
2016,North West,,41 to 60,1.193693974
2016,South East,,41 to 60,0.691308985
2016,South West,,41 to 60,0.744784646
2016,West Midlands,,41 to 60,1.061716238
2016,Yorkshire and The Humber,,41 to 60,0.907961354
2016,North East,,41 to 60,1.964986743
2016,London,Male,41 to 60,3.055733807
2016,London,Female,41 to 60,1.471264368
2016,East Midlands,Male,41 to 60,1.267597823
2016,East Midlands,Female,41 to 60,0.775720567
2016,East of England,Female,41 to 60,0.599287567
2016,East of England,Male,41 to 60,1.34833499
2016,North West,Female,41 to 60,0.511507382
2016,North West,Male,41 to 60,1.790813967
2016,South East,Female,41 to 60,0.2416169
2016,South East,Male,41 to 60,1.149927555
2016,South West,Female,41 to 60,0.931075166
2016,South West,Male,41 to 60,0.551634355
2016,West Midlands,Female,41 to 60,0.79022752
2016,West Midlands,Male,41 to 60,1.337400815
2016,Yorkshire and The Humber,Female,41 to 60,0.693485123
2016,Yorkshire and The Humber,Male,41 to 60,1.125519322
2016,North East,Female,41 to 60,1.371655561
2016,North East,Male,41 to 60,2.586578531
2016,,,61 and over,0.465385451
2016,,Female,61 and over,0.253709808
2016,,Male,61 and over,0.713381037
2016,London,,61 and over,1.46320539
2016,East Midlands,,61 and over,0.812466486
2016,East of England,,61 and over,0.344546484
2016,North West,,61 and over,0.428004715
2016,South East,,61 and over,0.381863762
2016,South West,,61 and over,0.413100235
2016,West Midlands,,61 and over,0.305965252
2016,Yorkshire and The Humber,,61 and over,0.653509879
2016,London,Male,61 and over,1.866212894
2016,London,Female,61 and over,1.128206575
2016,East Midlands,Male,61 and over,1.545807095
2016,East of England,Male,61 and over,0.596479874
2016,North West,Male,61 and over,0.660161872
2016,South East,Female,61 and over,0.264780488
2016,South East,Male,61 and over,0.519764567
2016,South West,Male,61 and over,0.746459171
2016,Yorkshire and The Humber,Male,61 and over,1.241478139
