Year,Sex,Abuse perpeprator,Abuse type,Abuse category,Region,Threats or force,Age,Ethnicity,Ethnic group,Marital status,Employment status,Occupation,Highest qualification,Disability status,Hours out of home on an average weekday,Structure of household,Household income,Tenure,Accommodation type,Output area classification,Area type,Level of physical disorder,Employment deprivation index,Value
2015,Male,,Stalking,,,,,,,,,,,,,,,,Houses,,,,,2.680941121
2015,Male,,Stalking,,,,,,,,,,,,,,,,Detached,,,,,1.738347506
2015,Male,,Stalking,,,,,,,,,,,,,,,,Semi-detached,,,,,2.755597097
2015,Male,,Stalking,,,,,,,,,,,,,,,,Terraced,,,,,3.236979091
2015,Male,,Stalking,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,3.029259179
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Rural residents,,,,1.722944695
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Cosmopolitans,,,,2.137402559
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Ethnicity central,,,,3.540702409
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,3.157479949
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Urbanites,,,,2.165723204
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Suburbanites,,,,1.723721218
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,4.89556394
2015,Male,,Stalking,,,,,,,,,,,,,,,,,Hard-pressed living,,,,3.917854483
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,Urban,,,2.793234598
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,Rural,,,2.519835287
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,,High,,3.233535617
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,,Not high,,2.713957443
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,3.734123124
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,,,Other output areas,2.671347588
2015,Male,,Stalking,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,1.854355017
2015,Male,,Stalking,,North East,,,,,,,,,,,,,,,,,,,2.496652066
2015,Male,,Stalking,,North West,,,,,,,,,,,,,,,,,,,2.816236028
2015,Male,,Stalking,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,2.889182904
2015,Male,,Stalking,,East Midlands,,,,,,,,,,,,,,,,,,,2.293270549
2015,Male,,Stalking,,West Midlands,,,,,,,,,,,,,,,,,,,3.7464466
2015,Male,,Stalking,,East of England,,,,,,,,,,,,,,,,,,,2.240816702
2015,Male,,Stalking,,London,,,,,,,,,,,,,,,,,,,2.822325668
2015,Male,,Stalking,,South East,,,,,,,,,,,,,,,,,,,2.464183821
2015,Male,,Stalking,,South West,,,,,,,,,,,,,,,,,,,2.371223227
2015,Male,,Stalking,,Wales,,,,,,,,,,,,,,,,,,,3.479776872
2016,Male,,,,,,,,,,,,,,,,,,,,,,,4.334014488
2016,Male,,,,,,16-19,,,,,,,,,,,,,,,,,7.365739889
2016,Male,,,,,,20-24,,,,,,,,,,,,,,,,,6.138445829
2016,Male,,,,,,25-34,,,,,,,,,,,,,,,,,4.659941316
2016,Male,,,,,,35-44,,,,,,,,,,,,,,,,,3.827656605
2016,Male,,,,,,45-54,,,,,,,,,,,,,,,,,3.414887715
2016,Male,,,,,,55-59,,,,,,,,,,,,,,,,,2.501428135
2016,Male,,,,,,,White,,,,,,,,,,,,,,,,4.616392382
2016,Male,,,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,4.661266132
2016,Male,,,,,,,White,Irish,,,,,,,,,,,,,,,8.17137068
2016,Male,,,,,,,White,Any other white background,,,,,,,,,,,,,,,3.872939061
2016,Male,,,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,4.255141476
2016,Male,,,,,,,Asian or Asian British,,,,,,,,,,,,,,,,0.680376363
2016,Male,,,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,1.828420628
2016,Male,,,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,0
2016,Male,,,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,0
2016,Male,,,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,0
2016,Male,,,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,0
2016,Male,,,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,7.254940946
2016,Male,,,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,8.704179101
2016,Male,,,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,4.089898363
2016,Male,,,,,,,Other ethnic group,,,,,,,,,,,,,,,,4.858155778
2016,Male,,,,,,,Other ethnic group,Arab,,,,,,,,,,,,,,,4.344934252
2016,Male,,,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,5.360961486
2016,Male,,,,,,,,,Married,,,,,,,,,,,,,,2.345470682
2016,Male,,,,,,,,,Cohabiting,,,,,,,,,,,,,,3.738158625
2016,Male,,,,,,,,,Single,,,,,,,,,,,,,,6.621052143
2016,Male,,,,,,,,,Separated,,,,,,,,,,,,,,11.62569136
2016,Male,,,,,,,,,Divorced,,,,,,,,,,,,,,8.833880373
2016,Male,,,,,,,,,Widowed,,,,,,,,,,,,,,10.19013378
2016,Male,,,,,,,,,,Employed,,,,,,,,,,,,,3.916396517
2016,Male,,,,,,,,,,Unemployed,,,,,,,,,,,,,8.609546329
2016,Male,,,,,,,,,,Inactive,,,,,,,,,,,,,6.09376708
2016,Male,,,,,,,,,,Student,,,,,,,,,,,,,5.552021803
2016,Male,,,,,,,,,,Looking after family or home,,,,,,,,,,,,,9.071950684
2016,Male,,,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,6.571544769
2016,Male,,,,,,,,,,Retired,,,,,,,,,,,,,4.217431
2016,Male,,,,,,,,,,Other inactive,,,,,,,,,,,,,6.83961136
2016,Male,,,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,3.543974286
2016,Male,,,,,,,,,,,Intermediate occupations,,,,,,,,,,,,4.134797823
2016,Male,,,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,4.616091127
2016,Male,,,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,6.071364206
2016,Male,,,,,,,,,,,Full-time students,,,,,,,,,,,,6.433888003
2016,Male,,,,,,,,,,,Not classified,,,,,,,,,,,,7.184339391
2016,Male,,,,,,,,,,,,Degree or diploma,,,,,,,,,,,3.732347903
2016,Male,,,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,5.717277582
2016,Male,,,,,,,,,,,,O level or GCSE,,,,,,,,,,,5.065894753
2016,Male,,,,,,,,,,,,Other,,,,,,,,,,,2.364460834
2016,Male,,,,,,,,,,,,No qualifications,,,,,,,,,,,3.13206003
2016,Male,,,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,8.478629684
2016,Male,,,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,8.924801154
2016,Male,,,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,7.520725752
2016,Male,,,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,3.730535972
2016,Male,,,,,,,,,,,,,,Less than 3 hours,,,,,,,,,4.461207426
2016,Male,,,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,5.098447152
2016,Male,,,,,,,,,,,,,,7 hours or longer,,,,,,,,,4.151784309
2016,Male,,,,,,,,,,,,,,,No children,,,,,,,,4.749034035
2016,Male,,,,,,,,,,,,,,,Adults and child(ren),,,,,,,,3.436343995
2016,Male,,,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,12.15844496
2016,Male,,,,,,,,,,,,,,,,"Less than £10,000",,,,,,,5.913174653
2016,Male,,,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,5.279680772
2016,Male,,,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,6.028126183
2016,Male,,,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,4.250096058
2016,Male,,,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,4.685673157
2016,Male,,,,,,,,,,,,,,,,"£50,000 or more",,,,,,,3.242962199
2016,Male,,,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,3.97990146
2016,Male,,,,,,,,,,,,,,,,,Owner occupiers,,,,,,3.388656087
2016,Male,,,,,,,,,,,,,,,,,Social renters,,,,,,6.40502026
2016,Male,,,,,,,,,,,,,,,,,Private renters,,,,,,5.185946158
2016,Male,,,,,,,,,,,,,,,,,,Houses,,,,,4.228419321
2016,Male,,,,,,,,,,,,,,,,,,Detached,,,,,3.13029972
2016,Male,,,,,,,,,,,,,,,,,,Semi-detached,,,,,3.597350948
2016,Male,,,,,,,,,,,,,,,,,,Terraced,,,,,5.515083249
2016,Male,,,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,4.893049509
2016,Male,,,,,,,,,,,,,,,,,,,Rural residents,,,,4.67668573
2016,Male,,,,,,,,,,,,,,,,,,,Cosmopolitans,,,,3.316096467
2016,Male,,,,,,,,,,,,,,,,,,,Ethnicity central,,,,4.652852082
2016,Male,,,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,4.218691443
2016,Male,,,,,,,,,,,,,,,,,,,Urbanites,,,,4.600833427
2016,Male,,,,,,,,,,,,,,,,,,,Suburbanites,,,,2.800205857
2016,Male,,,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,5.269533702
2016,Male,,,,,,,,,,,,,,,,,,,Hard-pressed living,,,,5.566984187
2016,Male,,,,,,,,,,,,,,,,,,,,Urban,,,4.340843004
2016,Male,,,,,,,,,,,,,,,,,,,,Rural,,,4.296131334
2016,Male,,,,,,,,,,,,,,,,,,,,,High,,6.665300806
2016,Male,,,,,,,,,,,,,,,,,,,,,Not high,,4.179747263
2016,Male,,,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,5.356279341
2016,Male,,,,,,,,,,,,,,,,,,,,,,Other output areas,4.422744444
2016,Male,,,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,2.747272025
2016,Male,,,,North East,,,,,,,,,,,,,,,,,,,4.596236038
2016,Male,,,,North West,,,,,,,,,,,,,,,,,,,3.740391105
2016,Male,,,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,4.709034619
2016,Male,,,,East Midlands,,,,,,,,,,,,,,,,,,,4.952178104
2016,Male,,,,West Midlands,,,,,,,,,,,,,,,,,,,5.250366448
2016,Male,,,,East of England,,,,,,,,,,,,,,,,,,,4.309043134
2016,Male,,,,London,,,,,,,,,,,,,,,,,,,3.217057155
2016,Male,,,,South East,,,,,,,,,,,,,,,,,,,4.275717154
2016,Male,,,,South West,,,,,,,,,,,,,,,,,,,4.385044639
2016,Male,,,,Wales,,,,,,,,,,,,,,,,,,,5.826445135
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,,2.731577752
2016,Male,Partner,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,3.993132526
2016,Male,Partner,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,4.330281205
2016,Male,Partner,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,3.049015858
2016,Male,Partner,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,2.573715053
2016,Male,Partner,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,2.122543468
2016,Male,Partner,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,1.028938225
2016,Male,Partner,Non-sexual,,,,,White,,,,,,,,,,,,,,,,2.969125534
2016,Male,Partner,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,2.955579988
2016,Male,Partner,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,6.812376052
2016,Male,Partner,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,2.80611124
2016,Male,Partner,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,3.266225479
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,0.560538103
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,1.525265455
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,0
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,0
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,0
2016,Male,Partner,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,0
2016,Male,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,3.60360439
2016,Male,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,3.57027888
2016,Male,Partner,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,3.849019381
2016,Male,Partner,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,0.43489307
2016,Male,Partner,Non-sexual,,,,,Other ethnic group,Arab,,,,,,,,,,,,,,,0
2016,Male,Partner,Non-sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,0.833846042
2016,Male,Partner,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,1.210348931
2016,Male,Partner,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,2.755027823
2016,Male,Partner,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,4.069349638
2016,Male,Partner,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,10.20579334
2016,Male,Partner,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,7.589299152
2016,Male,Partner,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,2.353236611
2016,Male,Partner,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,2.551408016
2016,Male,Partner,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,5.68456285
2016,Male,Partner,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,3.219827812
2016,Male,Partner,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,2.621905067
2016,Male,Partner,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,7.085679407
2016,Male,Partner,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,3.779958565
2016,Male,Partner,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,2.942756051
2016,Male,Partner,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,2.456057036
2016,Male,Partner,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,2.371997866
2016,Male,Partner,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,2.967036186
2016,Male,Partner,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,2.870925218
2016,Male,Partner,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,2.155290803
2016,Male,Partner,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,3.231187098
2016,Male,Partner,Non-sexual,,,,,,,,,Not classified,,,,,,,,,,,,4.815908075
2016,Male,Partner,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,2.488913118
2016,Male,Partner,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,3.398276486
2016,Male,Partner,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,3.251996483
2016,Male,Partner,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,0.913898606
2016,Male,Partner,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,1.957980965
2016,Male,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,5.40028711
2016,Male,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,6.027082559
2016,Male,Partner,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,4.01053869
2016,Male,Partner,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,2.336668476
2016,Male,Partner,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,2.695929831
2016,Male,Partner,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,3.002037075
2016,Male,Partner,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,2.677521
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,2.978050746
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,2.164443037
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,8.725980538
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,3.884832886
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,3.212258848
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,4.028774625
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,2.830880826
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,2.582513322
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,2.166216833
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,2.285379957
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,2.071764047
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,4.758920556
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,3.152391294
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,2.755435305
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,2.23146105
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,Semi-detached,,,,,2.221690067
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,Terraced,,,,,3.576943639
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,Flats or maisonettes,,,,,2.659861519
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Rural residents,,,,2.772003942
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Cosmopolitans,,,,2.392290268
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Ethnicity central,,,,2.612109815
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Multicultural metropolitans,,,,2.78949411
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Urbanites,,,,2.706213307
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Suburbanites,,,,1.942023662
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Constrained city dwellers,,,,3.710173865
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,Hard-pressed living,,,,3.382756464
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,Urban,,,2.656303416
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,Rural,,,3.152994617
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,High,,4.729938362
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,Not high,,2.59255046
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,20% most deprived output areas,3.863650809
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,Other output areas,2.581490642
2016,Male,Partner,Non-sexual,,,,,,,,,,,,,,,,,,,,20% least deprived output areas,1.599388543
2016,Male,Partner,Non-sexual,,North East,,,,,,,,,,,,,,,,,,,3.116223594
2016,Male,Partner,Non-sexual,,North West,,,,,,,,,,,,,,,,,,,2.461828488
2016,Male,Partner,Non-sexual,,Yorkshire and the Humber,,,,,,,,,,,,,,,,,,,2.890608512
2016,Male,Partner,Non-sexual,,East Midlands,,,,,,,,,,,,,,,,,,,2.746147922
2016,Male,Partner,Non-sexual,,West Midlands,,,,,,,,,,,,,,,,,,,3.090645686
2016,Male,Partner,Non-sexual,,East of England,,,,,,,,,,,,,,,,,,,3.149479525
2016,Male,Partner,Non-sexual,,London,,,,,,,,,,,,,,,,,,,1.540494763
2016,Male,Partner,Non-sexual,,South East,,,,,,,,,,,,,,,,,,,2.691542418
2016,Male,Partner,Non-sexual,,South West,,,,,,,,,,,,,,,,,,,2.994370818
2016,Male,Partner,Non-sexual,,Wales,,,,,,,,,,,,,,,,,,,4.878863811
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,,,,,,,1.455726281
2016,Male,Family,Non-sexual,,,,16-19,,,,,,,,,,,,,,,,,3.364001273
2016,Male,Family,Non-sexual,,,,20-24,,,,,,,,,,,,,,,,,1.458560165
2016,Male,Family,Non-sexual,,,,25-34,,,,,,,,,,,,,,,,,1.360416659
2016,Male,Family,Non-sexual,,,,35-44,,,,,,,,,,,,,,,,,1.067683756
2016,Male,Family,Non-sexual,,,,45-54,,,,,,,,,,,,,,,,,1.15636635
2016,Male,Family,Non-sexual,,,,55-59,,,,,,,,,,,,,,,,,1.686971225
2016,Male,Family,Non-sexual,,,,,White,,,,,,,,,,,,,,,,1.515774867
2016,Male,Family,Non-sexual,,,,,White,"English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,1.577489619
2016,Male,Family,Non-sexual,,,,,White,Irish,,,,,,,,,,,,,,,2.315888211
2016,Male,Family,Non-sexual,,,,,White,Any other white background,,,,,,,,,,,,,,,0.802162482
2016,Male,Family,Non-sexual,,,,,Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,0
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,,,,,,,,,,,,,,,,0.032640004
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,Indian,,,,,,,,,,,,,,,0.088270689
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,Pakistani,,,,,,,,,,,,,,,0
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,Bangladeshi,,,,,,,,,,,,,,,0
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,Chinese,,,,,,,,,,,,,,,0
2016,Male,Family,Non-sexual,,,,,Asian or Asian British,Any other Asian background,,,,,,,,,,,,,,,0
2016,Male,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",,,,,,,,,,,,,,,,3.8978913
2016,Male,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",African,,,,,,,,,,,,,,,5.280609878
2016,Male,Family,Non-sexual,,,,,"Black, African, Caribbean or Black British",Caribbean,,,,,,,,,,,,,,,0.841353921
2016,Male,Family,Non-sexual,,,,,Other ethnic group,,,,,,,,,,,,,,,,3.470428332
2016,Male,Family,Non-sexual,,,,,Other ethnic group,Arab,,,,,,,,,,,,,,,2.591541727
2016,Male,Family,Non-sexual,,,,,Other ethnic group,Any other ethnic group,,,,,,,,,,,,,,,4.325094763
2016,Male,Family,Non-sexual,,,,,,,Married,,,,,,,,,,,,,,0.975897203
2016,Male,Family,Non-sexual,,,,,,,Cohabiting,,,,,,,,,,,,,,0.885646069
2016,Male,Family,Non-sexual,,,,,,,Single,,,,,,,,,,,,,,2.287701048
2016,Male,Family,Non-sexual,,,,,,,Separated,,,,,,,,,,,,,,1.322777141
2016,Male,Family,Non-sexual,,,,,,,Divorced,,,,,,,,,,,,,,1.658144665
2016,Male,Family,Non-sexual,,,,,,,Widowed,,,,,,,,,,,,,,7.41028408
2016,Male,Family,Non-sexual,,,,,,,,Employed,,,,,,,,,,,,,1.169693344
2016,Male,Family,Non-sexual,,,,,,,,Unemployed,,,,,,,,,,,,,2.708199158
2016,Male,Family,Non-sexual,,,,,,,,Inactive,,,,,,,,,,,,,3.043409298
2016,Male,Family,Non-sexual,,,,,,,,Student,,,,,,,,,,,,,2.508031802
2016,Male,Family,Non-sexual,,,,,,,,Looking after family or home,,,,,,,,,,,,,4.538869767
2016,Male,Family,Non-sexual,,,,,,,,Long-term or temporarily ill,,,,,,,,,,,,,3.719753318
2016,Male,Family,Non-sexual,,,,,,,,Retired,,,,,,,,,,,,,1.239330022
2016,Male,Family,Non-sexual,,,,,,,,Other inactive,,,,,,,,,,,,,4.165421605
2016,Male,Family,Non-sexual,,,,,,,,,Managerial and professional occupations,,,,,,,,,,,,0.9397218
2016,Male,Family,Non-sexual,,,,,,,,,Intermediate occupations,,,,,,,,,,,,1.167814192
2016,Male,Family,Non-sexual,,,,,,,,,Routine and manual occupations,,,,,,,,,,,,1.561492481
2016,Male,Family,Non-sexual,,,,,,,,,Never worked and long-term unemployed,,,,,,,,,,,,3.667565914
2016,Male,Family,Non-sexual,,,,,,,,,Full-time students,,,,,,,,,,,,3.1396191
2016,Male,Family,Non-sexual,,,,,,,,,Not classified,,,,,,,,,,,,3.223633494
2016,Male,Family,Non-sexual,,,,,,,,,,Degree or diploma,,,,,,,,,,,1.050586364
2016,Male,Family,Non-sexual,,,,,,,,,,"Apprenticeship, A level or AS level",,,,,,,,,,,2.378899037
2016,Male,Family,Non-sexual,,,,,,,,,,O level or GCSE,,,,,,,,,,,1.73016192
2016,Male,Family,Non-sexual,,,,,,,,,,Other,,,,,,,,,,,1.069905233
2016,Male,Family,Non-sexual,,,,,,,,,,No qualifications,,,,,,,,,,,0.800340509
2016,Male,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability,,,,,,,,,,3.052130731
2016,Male,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Limits activities,,,,,,,,,,2.951010569
2016,Male,Family,Non-sexual,,,,,,,,,,,Long-standing illness or disability: Does not limit activities,,,,,,,,,,3.293262391
2016,Male,Family,Non-sexual,,,,,,,,,,,No long-standing illness or disability,,,,,,,,,,1.226519946
2016,Male,Family,Non-sexual,,,,,,,,,,,,Less than 3 hours,,,,,,,,,1.75392677
2016,Male,Family,Non-sexual,,,,,,,,,,,,3 hours less than 7 hours,,,,,,,,,1.710109509
2016,Male,Family,Non-sexual,,,,,,,,,,,,7 hours or longer,,,,,,,,,1.36218584
2016,Male,Family,Non-sexual,,,,,,,,,,,,,No children,,,,,,,,1.589899492
2016,Male,Family,Non-sexual,,,,,,,,,,,,,Adults and child(ren),,,,,,,,1.189873614
2016,Male,Family,Non-sexual,,,,,,,,,,,,,Single adult and child(ren),,,,,,,,2.721897657
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"Less than £10,000",,,,,,,2.594414801
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"£10,000 to less than £20,000",,,,,,,1.80910803
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"£20,000 to less than £30,000",,,,,,,1.623100187
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"£30,000 to less than £40,000",,,,,,,1.145511474
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"£40,000 to less than £50,000",,,,,,,1.716992846
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,"£50,000 or more",,,,,,,1.171641276
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,No income stated or not enough information provided,,,,,,,1.408507516
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,Owner occupiers,,,,,,1.182599611
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,Social renters,,,,,,1.625240029
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,Private renters,,,,,,1.792539345
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,,Houses,,,,,1.358447445
2016,Male,Family,Non-sexual,,,,,,,,,,,,,,,,Detached,,,,,1.062412195
